customer_id,tenure,subscription_tier,monthly_fee,payment_method,paperless_billing,device_count,content_hours_per_month,has_family_plan,support_tickets_ytd,profile_count,days_since_last_login,email_verified,lifetime_value_estimate,churned
AUR-01065,44,Basic,8.79,Credit Card,Yes,2,51.6,No,1,4,13,Yes,204.61,Yes
AUR-01066,47,Premium,17.28,Credit Card,Yes,3,57.8,No,2,4,9,Yes,959.72,No
AUR-01067,62,Plus,12.75,PayPal,Yes,2,57.6,No,2,2,6,Yes,564.57,No
AUR-01068,35,Plus,14.55,Credit Card,No,5,53.3,Yes,2,2,9,Yes,211.88,Yes
AUR-01069,36,Basic,9.36,PayPal,Yes,2,70.6,Yes,2,1,3,Yes,345.75,Yes
AUR-01070,36,Plus,15.66,PayPal,Yes,3,40.3,No,1,2,9,Yes,514.28,No
AUR-01071,8,Premium,17.92,Debit Card,Yes,4,93.9,No,0,2,5,Yes,108.24,No
AUR-01072,6,Plus,14.01,Credit Card,Yes,2,9.6,No,0,3,1,Yes,105.85,No
AUR-01073,1,Plus,15.18,PayPal,Yes,5,65.0,No,0,3,2,No,0.0,No
AUR-01074,48,Premium,16.93,PayPal,Yes,2,90.9,Yes,2,5,15,No,414.96,No
AUR-01075,30,Premium,19.37,PayPal,Yes,1,29.7,No,1,4,1,No,613.16,No
AUR-01076,63,Basic,6.96,Credit Card,Yes,3,34.5,No,1,2,8,Yes,626.91,Yes
AUR-01077,51,Plus,14.17,PayPal,Yes,4,95.0,Yes,0,2,5,Yes,939.23,No
AUR-01078,10,Plus,15.89,PayPal,Yes,2,64.7,Yes,2,3,17,Yes,130.59,No
AUR-01079,7,Plus,12.72,Gift Card,No,4,67.3,No,2,3,1,Yes,20.26,No
AUR-01080,26,Basic,9.53,Debit Card,Yes,2,39.0,No,1,5,8,No,38.48,No
AUR-01081,67,Basic,12.0,Debit Card,No,2,37.1,No,1,4,6,Yes,370.86,Yes
AUR-01082,3,Premium,19.91,Credit Card,Yes,1,39.1,No,0,1,8,Yes,0.0,No
AUR-01083,13,Premium,15.73,PayPal,Yes,2,36.5,No,0,3,43,No,169.99,No
AUR-01084,2,Premium,21.34,PayPal,Yes,4,39.5,Yes,0,4,5,Yes,183.22,No
AUR-01085,30,Premium,15.71,Debit Card,Yes,2,60.9,No,2,2,3,Yes,369.02,No
AUR-01086,72,Plus,13.98,Credit Card,Yes,2,35.7,No,1,5,7,Yes,591.03,No
AUR-01087,49,Plus,14.8,Credit Card,No,2,21.5,Yes,1,4,10,Yes,1032.22,No
AUR-01088,36,Plus,13.76,Debit Card,No,2,88.3,No,1,1,5,Yes,401.56,No
AUR-01089,10,Plus,15.37,PayPal,Yes,3,29.5,No,1,4,40,Yes,144.21,No
AUR-01090,25,Plus,13.47,Credit Card,No,2,34.4,Yes,1,4,3,Yes,381.65,No
AUR-01091,38,Basic,8.87,Credit Card,Yes,3,16.9,No,0,2,13,Yes,174.4,No
AUR-01092,20,Plus,16.47,PayPal,Yes,6,52.0,Yes,0,1,22,Yes,806.85,No
AUR-01093,51,Basic,8.87,Debit Card,No,2,28.9,No,5,5,0,Yes,275.61,Yes
AUR-01094,71,Basic,9.73,Credit Card,Yes,2,20.9,Yes,1,3,11,Yes,1637.73,No
AUR-01095,15,Plus,16.54,Credit Card,Yes,4,74.3,No,5,2,3,Yes,411.68,No
AUR-01096,18,Plus,14.33,Credit Card,Yes,1,109.9,No,2,2,2,Yes,352.32,No
AUR-01097,9,Basic,10.64,Credit Card,Yes,5,31.7,No,1,3,6,Yes,0.97,Yes
AUR-01098,52,Premium,20.05,Debit Card,Yes,3,65.2,No,0,1,21,Yes,1258.06,No
AUR-01099,33,Premium,18.23,Debit Card,Yes,2,54.3,No,3,3,15,Yes,520.81,No
AUR-01100,20,Basic,9.96,Debit Card,Yes,2,48.7,No,0,2,1,Yes,213.48,No
AUR-01101,16,Basic,6.83,Debit Card,No,3,20.3,No,1,2,15,Yes,105.59,No
AUR-01102,5,Basic,9.55,Credit Card,No,4,51.5,No,0,2,3,Yes,147.55,No
AUR-01103,34,Premium,17.18,Credit Card,Yes,2,66.7,No,0,4,19,Yes,946.14,No
AUR-01104,49,Premium,17.34,Credit Card,Yes,3,126.7,No,0,1,0,Yes,398.11,No
AUR-01105,17,Basic,11.56,Credit Card,Yes,2,10.5,No,0,2,11,No,121.85,No
AUR-01106,0,Plus,14.65,PayPal,Yes,1,64.7,No,2,5,3,Yes,103.96,No
AUR-01107,34,Basic,9.61,Credit Card,Yes,2,48.7,No,3,3,15,Yes,388.61,No
AUR-01108,49,Plus,15.42,Debit Card,Yes,2,39.7,No,0,1,25,Yes,822.52,No
AUR-01109,25,Premium,17.94,Credit Card,No,3,88.8,No,0,2,6,Yes,523.78,No
AUR-01110,18,Basic,7.84,Credit Card,Yes,3,31.3,No,4,2,4,Yes,283.29,Yes
AUR-01111,11,Basic,9.27,Credit Card,Yes,2,108.6,No,1,2,5,Yes,291.39,Yes
AUR-01112,54,Plus,12.57,Debit Card,Yes,2,9.6,No,1,2,7,Yes,576.21,Yes
AUR-01113,62,Plus,12.42,Debit Card,No,3,36.2,No,1,3,11,Yes,1358.96,No
AUR-01114,56,Premium,18.32,PayPal,Yes,3,75.1,No,1,2,1,Yes,2417.47,No
AUR-01115,37,Premium,16.52,Credit Card,No,3,50.2,No,1,4,2,Yes,1245.37,No
AUR-01116,52,Basic,7.71,Debit Card,No,4,28.8,No,0,2,8,Yes,556.13,No
AUR-01117,28,Basic,10.22,PayPal,Yes,1,32.4,No,1,3,7,Yes,456.41,No
AUR-01118,1,Premium,17.62,Credit Card,Yes,3,58.8,No,1,1,2,No,80.0,No
AUR-01119,26,Basic,8.03,Credit Card,Yes,3,26.5,No,1,5,18,Yes,463.2,No
AUR-01120,51,Premium,16.76,Credit Card,Yes,2,96.3,Yes,0,3,4,Yes,860.38,No
AUR-01121,47,Plus,15.5,Credit Card,Yes,3,42.9,No,0,3,30,Yes,600.31,No
AUR-01122,72,Basic,9.06,PayPal,Yes,3,40.5,No,2,3,11,Yes,574.0,No
AUR-01123,72,Premium,16.05,Credit Card,No,4,55.0,Yes,0,5,14,Yes,3579.14,No
AUR-01124,17,Basic,8.13,Debit Card,Yes,2,16.9,No,1,3,9,Yes,312.19,Yes
AUR-01125,0,Plus,14.32,PayPal,Yes,2,50.4,No,0,5,4,Yes,21.26,Yes
AUR-01126,20,Plus,13.72,Credit Card,Yes,5,137.3,No,0,2,9,Yes,197.82,No
AUR-01127,63,Plus,14.0,Debit Card,Yes,2,42.2,Yes,2,1,6,Yes,768.94,No
AUR-01128,59,Plus,11.13,Credit Card,Yes,3,49.3,No,1,1,1,Yes,599.28,No
AUR-01129,7,Plus,13.76,Debit Card,Yes,4,69.3,No,0,4,1,Yes,45.79,Yes
AUR-01130,11,Premium,16.68,Credit Card,Yes,1,94.9,No,2,3,5,Yes,217.38,No
AUR-01131,41,Premium,16.15,Credit Card,Yes,4,50.0,Yes,1,5,11,Yes,507.79,No
AUR-01132,48,Plus,13.09,Credit Card,Yes,3,39.3,No,0,2,5,No,1034.71,No
AUR-01133,71,Basic,8.44,PayPal,No,4,73.6,No,0,1,5,Yes,824.34,No
AUR-01134,55,Plus,15.09,Debit Card,Yes,3,26.3,No,1,3,12,Yes,563.49,No
AUR-01135,15,Premium,17.32,PayPal,No,6,93.5,No,1,2,5,Yes,429.37,No
AUR-01136,2,Basic,10.48,Credit Card,Yes,4,79.3,No,0,5,38,Yes,109.48,Yes
AUR-01137,46,Plus,15.18,Gift Card,No,5,72.4,Yes,1,1,4,Yes,1964.47,No
AUR-01138,40,Plus,14.68,Credit Card,Yes,2,56.4,Yes,3,4,15,No,589.12,No
AUR-01139,67,Basic,9.09,PayPal,Yes,5,64.1,No,0,4,8,Yes,483.76,No
AUR-01140,42,Plus,14.46,PayPal,Yes,2,64.0,No,1,2,56,Yes,519.26,No
AUR-01141,36,Basic,8.43,Debit Card,No,6,53.1,No,2,4,5,Yes,506.95,No
AUR-01142,22,Premium,18.68,Credit Card,Yes,3,31.4,Yes,1,2,13,Yes,381.6,No
AUR-01143,6,Premium,18.18,PayPal,Yes,5,65.1,Yes,1,4,7,Yes,168.1,No
AUR-01144,63,Premium,21.15,PayPal,Yes,3,19.9,No,2,2,0,Yes,1372.78,Yes
AUR-01145,60,Plus,12.19,Credit Card,Yes,1,22.7,No,1,2,8,Yes,1292.17,No
AUR-01146,11,Basic,7.84,PayPal,Yes,4,96.3,No,4,1,5,No,77.39,No
AUR-01147,51,Plus,14.7,Credit Card,No,1,22.3,No,0,4,9,Yes,773.03,No
AUR-01148,26,Premium,15.0,Debit Card,Yes,3,84.4,No,1,2,3,Yes,549.49,No
AUR-01149,31,Plus,14.75,Debit Card,No,1,21.8,No,0,1,24,Yes,398.45,No
AUR-01150,61,Premium,18.74,PayPal,No,1,40.8,No,1,2,4,Yes,837.23,No
AUR-01151,61,Basic,7.12,Debit Card,No,6,43.4,No,1,1,15,No,1023.18,No
AUR-01152,13,Premium,18.0,Credit Card,No,2,16.0,Yes,0,1,6,Yes,427.3,No
AUR-01153,22,Basic,7.74,Debit Card,Yes,5,60.8,No,0,2,9,Yes,220.56,Yes
AUR-01154,59,Basic,9.1,Credit Card,Yes,4,18.0,No,2,3,8,Yes,705.85,Yes
AUR-01155,66,Plus,15.48,Debit Card,Yes,5,18.8,No,2,1,5,Yes,956.74,No
AUR-01156,5,Basic,9.97,Debit Card,No,2,17.4,Yes,1,2,8,No,95.25,Yes
AUR-01157,60,Basic,8.43,PayPal,Yes,3,9.4,No,1,1,14,Yes,379.61,Yes
AUR-01158,35,Basic,10.56,Credit Card,No,2,71.6,No,0,2,8,Yes,317.49,No
AUR-01159,43,Plus,16.53,Credit Card,Yes,3,32.3,No,2,4,16,Yes,611.72,No
AUR-01160,5,Plus,11.96,Debit Card,Yes,1,37.4,No,1,4,5,Yes,0.0,No
AUR-01161,49,Basic,8.27,Credit Card,Yes,2,40.5,No,0,3,7,Yes,689.46,No
AUR-01162,49,Plus,13.52,Credit Card,Yes,1,33.2,Yes,1,1,2,Yes,480.18,No
AUR-01163,48,Premium,19.3,Credit Card,Yes,3,21.1,Yes,1,5,10,Yes,1802.14,No
AUR-01164,57,Basic,8.75,Debit Card,Yes,4,31.0,No,1,2,6,Yes,718.71,No
AUR-01165,69,Basic,7.91,Credit Card,Yes,1,40.3,No,1,3,8,No,777.69,No
AUR-01166,62,Premium,19.14,Debit Card,Yes,1,20.3,No,0,3,23,Yes,1404.23,No
AUR-01167,54,Premium,17.73,PayPal,No,4,31.8,No,2,2,6,Yes,1103.42,No
AUR-01168,71,Plus,13.1,Debit Card,Yes,6,77.4,Yes,0,1,21,Yes,813.37,No
AUR-01169,49,Premium,18.27,Credit Card,Yes,6,30.8,Yes,1,4,3,Yes,712.11,No
AUR-01170,49,Basic,9.98,Credit Card,Yes,3,55.4,No,1,3,3,Yes,382.68,No
AUR-01171,39,Plus,14.2,Credit Card,Yes,2,2.0,No,1,1,3,Yes,195.87,No
AUR-01172,56,Plus,14.01,Debit Card,Yes,3,59.9,No,1,3,2,Yes,1035.95,No
AUR-01173,5,Basic,11.09,Debit Card,Yes,3,13.1,No,0,5,8,Yes,0.0,Yes
AUR-01174,36,Plus,13.71,Credit Card,Yes,2,60.8,No,1,3,11,Yes,748.03,No
AUR-01175,31,Plus,15.22,Credit Card,Yes,3,71.9,No,2,2,6,Yes,653.37,Yes
AUR-01176,66,Plus,12.67,Credit Card,Yes,2,56.6,No,1,3,22,Yes,1039.49,No
AUR-01177,5,Plus,12.74,Credit Card,No,1,35.0,No,0,2,2,Yes,85.24,No
AUR-01178,46,Basic,7.23,Gift Card,Yes,2,17.3,No,1,3,4,Yes,194.92,No
AUR-01179,13,Basic,8.64,Credit Card,Yes,4,58.2,Yes,2,2,6,Yes,84.53,No
AUR-01180,64,Basic,10.25,Credit Card,Yes,4,32.0,No,2,3,2,Yes,436.44,No
AUR-01181,62,Plus,12.76,Credit Card,No,1,38.2,No,1,3,9,Yes,811.35,No
AUR-01182,17,Basic,7.54,Credit Card,Yes,6,25.7,No,2,2,2,Yes,97.65,Yes
AUR-01183,63,Basic,9.56,Credit Card,No,1,40.6,Yes,1,1,7,No,1410.01,No
AUR-01184,36,Basic,10.21,Credit Card,No,1,39.2,No,1,6,7,Yes,855.89,No
AUR-01185,70,Basic,9.07,Credit Card,No,4,22.0,Yes,0,1,10,Yes,1411.51,Yes
AUR-01186,53,Premium,16.8,Credit Card,No,2,53.9,No,0,3,21,Yes,858.55,No
AUR-01187,2,Plus,13.56,Debit Card,Yes,3,96.2,Yes,1,1,4,Yes,73.42,Yes
AUR-01188,14,Premium,18.97,Debit Card,No,4,75.1,No,0,2,27,Yes,338.65,No
AUR-01189,29,Basic,9.54,Credit Card,No,2,100.6,No,1,3,16,Yes,340.61,No
AUR-01190,15,Plus,12.52,PayPal,Yes,2,30.8,No,1,1,10,Yes,152.42,Yes
AUR-01191,9,Plus,13.93,Credit Card,Yes,2,23.8,Yes,2,3,2,Yes,194.91,No
AUR-01192,71,Plus,13.79,Gift Card,No,3,11.6,Yes,2,4,9,Yes,1386.31,No
AUR-01193,63,Premium,15.0,PayPal,Yes,2,35.9,No,0,1,2,Yes,420.2,No
AUR-01194,31,Premium,19.23,Credit Card,No,4,38.9,Yes,0,2,12,No,1060.29,No
AUR-01195,15,Premium,17.95,Credit Card,Yes,2,44.1,No,2,1,5,Yes,478.23,No
AUR-01196,13,Basic,10.75,PayPal,Yes,4,21.3,Yes,1,2,19,Yes,38.32,Yes
AUR-01197,66,Basic,10.94,Credit Card,Yes,2,48.7,No,4,2,20,Yes,1064.72,No
AUR-01198,24,Plus,13.05,Credit Card,Yes,3,42.2,No,4,2,13,Yes,259.27,No
AUR-01199,0,Basic,8.93,Debit Card,Yes,2,49.2,No,0,2,2,Yes,0.0,Yes
AUR-01200,29,Plus,15.04,Debit Card,No,4,55.3,Yes,0,1,5,Yes,571.21,No
AUR-01201,33,Plus,13.92,PayPal,Yes,4,25.7,No,1,2,20,Yes,327.24,No
AUR-01202,45,Plus,15.27,PayPal,Yes,4,45.2,Yes,2,3,40,Yes,524.41,No
AUR-01203,24,Premium,17.21,PayPal,Yes,5,73.9,Yes,1,4,4,Yes,1506.9,No
AUR-01204,67,Plus,13.76,PayPal,Yes,6,53.1,No,0,2,9,Yes,1279.32,No
AUR-01205,46,Basic,8.46,Debit Card,No,5,42.9,Yes,2,1,4,Yes,465.04,No
AUR-01206,72,Basic,8.07,Debit Card,Yes,3,27.9,No,0,2,3,Yes,1372.27,Yes
AUR-01207,26,Plus,13.96,Gift Card,Yes,2,36.6,No,1,1,3,Yes,153.49,No
AUR-01208,47,Plus,13.31,Gift Card,No,2,16.7,No,0,2,7,Yes,542.7,No
AUR-01209,26,Basic,9.97,PayPal,Yes,1,65.9,No,2,2,1,Yes,201.47,Yes
AUR-01210,51,Plus,13.98,PayPal,Yes,3,28.0,No,2,4,17,Yes,523.74,No
AUR-01211,54,Plus,14.84,Debit Card,Yes,1,23.4,Yes,2,3,6,Yes,869.15,No
AUR-01212,23,Premium,17.62,Credit Card,Yes,2,18.3,No,1,2,9,Yes,394.91,No
AUR-01213,68,Plus,13.5,PayPal,No,4,26.7,Yes,0,2,9,Yes,451.42,No
AUR-01214,62,Plus,14.61,Credit Card,Yes,1,31.6,No,1,4,6,Yes,543.14,Yes
AUR-01215,65,Basic,7.62,Credit Card,Yes,3,82.1,No,1,2,4,No,489.48,No
AUR-01216,15,Plus,13.01,Credit Card,Yes,1,27.6,No,0,4,4,Yes,151.57,Yes
AUR-01217,52,Basic,8.74,Debit Card,No,2,92.3,No,0,3,16,Yes,390.54,No
AUR-01218,7,Plus,14.9,Debit Card,Yes,1,82.6,Yes,2,1,2,Yes,186.99,No
AUR-01219,7,Plus,13.29,Credit Card,Yes,3,80.8,No,1,2,13,Yes,196.07,No
AUR-01220,71,Basic,9.09,Credit Card,Yes,2,58.7,No,1,3,13,Yes,273.96,Yes
AUR-01221,11,Basic,8.49,Credit Card,Yes,3,14.0,No,0,2,4,Yes,62.41,Yes
AUR-01222,63,Basic,9.27,Credit Card,Yes,5,75.8,No,2,2,5,Yes,681.98,No
AUR-01223,31,Premium,17.74,Credit Card,Yes,3,15.2,Yes,0,3,10,Yes,561.19,No
AUR-01224,22,Plus,15.01,Debit Card,Yes,3,21.9,No,3,3,9,Yes,165.49,Yes
AUR-01225,5,Basic,11.55,Credit Card,Yes,3,31.5,No,0,2,16,Yes,54.07,No
AUR-01226,49,Premium,20.07,Credit Card,Yes,5,28.2,Yes,0,2,14,No,1382.6,Yes
AUR-01227,52,Plus,14.06,Credit Card,Yes,3,67.8,No,1,4,3,Yes,2285.96,No
AUR-01228,34,Plus,15.82,Debit Card,Yes,4,63.1,No,1,2,19,Yes,1167.98,No
AUR-01229,59,Premium,23.16,PayPal,Yes,1,39.5,No,0,3,5,Yes,971.55,No
AUR-01230,23,Basic,8.87,Credit Card,No,3,58.2,No,1,1,2,Yes,225.6,No
AUR-01231,40,Basic,8.55,Credit Card,Yes,3,46.1,No,2,3,12,Yes,304.35,No
AUR-01232,20,Plus,12.61,Debit Card,Yes,3,42.0,No,3,1,33,Yes,517.66,No
AUR-01233,42,Basic,10.01,Credit Card,Yes,3,33.6,No,0,2,3,Yes,361.54,No
AUR-01234,9,Plus,12.22,PayPal,Yes,5,25.8,No,1,1,1,Yes,174.44,No
AUR-01235,34,Basic,9.23,Gift Card,Yes,1,6.1,No,0,4,12,Yes,441.96,No
AUR-01236,40,Basic,10.43,Debit Card,No,2,66.8,No,3,2,2,Yes,307.54,Yes
AUR-01237,40,Basic,9.15,Gift Card,Yes,2,27.1,No,0,2,15,Yes,300.25,Yes
AUR-01238,32,Plus,13.25,Credit Card,Yes,2,28.7,No,0,4,6,Yes,718.44,No
AUR-01239,46,Basic,8.74,Credit Card,Yes,3,26.0,Yes,1,2,3,Yes,686.42,No
AUR-01240,37,Basic,7.21,Credit Card,Yes,2,49.3,No,1,6,6,Yes,501.72,No
AUR-01241,20,Premium,19.94,Credit Card,Yes,1,56.0,Yes,1,2,22,Yes,247.78,No
AUR-01242,15,Basic,7.37,Credit Card,Yes,4,29.6,No,0,1,1,Yes,110.03,No
AUR-01243,47,Basic,7.15,Debit Card,Yes,3,42.9,No,4,1,15,Yes,592.21,No
AUR-01244,68,Basic,9.37,Debit Card,No,1,30.8,No,0,1,16,Yes,403.11,No
AUR-01245,54,Basic,7.63,Credit Card,Yes,1,66.9,No,1,1,5,Yes,735.63,Yes
AUR-01246,46,Basic,10.25,Debit Card,Yes,3,51.8,No,3,2,12,Yes,298.74,No
AUR-01247,67,Plus,12.33,Credit Card,No,1,9.8,No,0,4,10,No,479.35,No
AUR-01248,65,Basic,9.02,Credit Card,Yes,1,54.8,No,0,1,16,Yes,395.05,Yes
AUR-01249,36,Premium,17.09,Credit Card,Yes,5,44.6,Yes,0,4,6,Yes,1302.7,No
AUR-01250,7,Premium,19.0,Debit Card,Yes,3,24.5,Yes,1,5,1,Yes,199.0,No
AUR-01251,46,Basic,8.75,Debit Card,No,3,22.5,No,2,3,20,Yes,430.89,No
AUR-01252,45,Basic,8.15,PayPal,Yes,4,62.7,Yes,0,3,4,Yes,979.96,Yes
AUR-01253,20,Basic,9.61,Credit Card,Yes,2,65.0,No,0,1,5,Yes,95.93,No
AUR-01254,62,Plus,12.33,Credit Card,Yes,1,46.1,No,1,4,6,Yes,568.83,Yes
AUR-01255,63,Basic,8.19,Gift Card,Yes,2,30.0,No,1,4,18,Yes,1136.16,Yes
AUR-01256,24,Premium,19.07,Credit Card,Yes,4,25.0,Yes,0,3,30,Yes,477.93,Yes
AUR-01257,34,Plus,14.74,Credit Card,Yes,4,25.6,Yes,0,2,5,Yes,435.26,No
AUR-01258,14,Premium,16.51,Credit Card,No,2,34.1,Yes,2,3,5,Yes,300.43,No
AUR-01259,13,Plus,13.98,Credit Card,Yes,2,73.1,Yes,1,3,9,Yes,177.54,Yes
AUR-01260,19,Premium,15.97,Debit Card,Yes,3,12.9,Yes,2,5,3,Yes,441.34,No
AUR-01261,26,Basic,8.0,Credit Card,Yes,2,42.2,No,0,2,12,Yes,233.18,No
AUR-01262,19,Plus,13.41,Debit Card,Yes,4,34.3,No,2,4,12,Yes,847.41,No
AUR-01263,11,Basic,10.18,PayPal,Yes,1,52.3,No,0,5,9,Yes,117.45,Yes
AUR-01264,32,Premium,17.89,Credit Card,Yes,2,21.6,No,1,2,2,Yes,1209.11,No
AUR-01265,45,Plus,13.53,Credit Card,Yes,4,36.8,No,1,1,29,Yes,917.73,No
AUR-01266,23,Premium,19.28,PayPal,No,6,64.2,Yes,0,3,12,Yes,490.44,No
AUR-01267,38,Basic,9.34,Debit Card,Yes,5,46.4,Yes,1,2,26,No,480.28,No
AUR-01268,19,Premium,15.41,PayPal,Yes,2,31.3,No,0,3,2,Yes,423.76,No
AUR-01269,51,Plus,13.27,Credit Card,No,3,24.2,No,0,4,3,Yes,831.25,No
AUR-01270,47,Plus,15.97,Debit Card,Yes,4,82.7,No,1,2,4,Yes,417.86,No
AUR-01271,70,Premium,16.84,PayPal,No,3,17.1,No,1,3,30,Yes,1440.89,No
AUR-01272,3,Plus,13.11,Credit Card,No,2,88.9,No,1,1,9,Yes,89.43,No
AUR-01273,62,Plus,12.4,PayPal,Yes,4,45.7,No,0,4,7,Yes,1252.46,Yes
AUR-01274,24,Plus,14.95,Debit Card,Yes,3,38.9,No,0,6,0,No,669.5,No
AUR-01275,4,Basic,8.76,PayPal,Yes,3,72.3,No,4,3,5,Yes,32.4,Yes
AUR-01276,50,Basic,9.63,Credit Card,No,3,74.1,No,2,1,6,Yes,271.68,No
AUR-01277,12,Basic,9.0,Credit Card,Yes,3,43.8,No,2,3,10,Yes,227.28,No
AUR-01278,12,Basic,9.37,Credit Card,No,5,53.3,No,0,2,30,Yes,135.01,No
AUR-01279,71,Premium,18.91,Gift Card,Yes,3,19.9,Yes,1,3,22,Yes,1383.06,No
AUR-01280,16,Plus,13.73,Credit Card,Yes,3,36.9,No,1,2,6,Yes,252.51,No
AUR-01281,39,Basic,8.17,Credit Card,Yes,1,27.7,No,0,4,3,No,278.33,No
AUR-01282,14,Plus,16.44,PayPal,No,1,83.4,Yes,1,3,6,Yes,334.23,No
AUR-01283,9,Plus,13.36,Credit Card,Yes,4,79.1,Yes,1,3,8,Yes,270.41,No
AUR-01284,0,Plus,15.01,Debit Card,Yes,5,20.2,No,0,1,12,Yes,37.08,No
AUR-01285,1,Premium,18.06,Credit Card,No,4,19.3,No,1,3,0,Yes,46.56,No
AUR-01286,34,Premium,20.26,Debit Card,Yes,2,37.9,No,3,2,6,Yes,899.92,No
AUR-01287,31,Plus,15.29,Credit Card,Yes,5,90.6,Yes,1,3,6,Yes,405.29,No
AUR-01288,2,Basic,11.06,Debit Card,No,4,32.3,Yes,3,2,6,Yes,70.73,Yes
AUR-01289,25,Plus,13.36,Debit Card,No,1,124.4,No,0,2,30,Yes,684.45,No
AUR-01290,19,Plus,13.1,Credit Card,Yes,3,17.5,Yes,1,4,7,No,682.38,Yes
AUR-01291,41,Plus,14.88,Credit Card,Yes,5,27.1,No,1,3,8,Yes,981.26,No
AUR-01292,72,Plus,14.68,Credit Card,Yes,2,19.8,Yes,1,3,27,Yes,1381.08,No
AUR-01293,50,Plus,12.3,PayPal,Yes,2,44.2,No,1,3,22,Yes,297.62,No
AUR-01294,67,Basic,8.41,Credit Card,Yes,1,31.8,No,0,1,19,Yes,973.9,Yes
AUR-01295,14,Basic,10.55,Credit Card,Yes,3,86.1,Yes,4,2,9,Yes,109.72,No
AUR-01296,15,Basic,8.8,Credit Card,Yes,3,30.2,No,3,3,5,Yes,111.05,Yes
AUR-01297,54,Basic,9.8,Debit Card,Yes,4,65.7,Yes,1,2,3,Yes,822.18,Yes
AUR-01298,22,Basic,9.72,PayPal,No,5,20.6,No,0,1,16,Yes,115.92,Yes
AUR-01299,61,Plus,12.64,Credit Card,Yes,4,35.5,Yes,1,4,26,Yes,1235.95,No
AUR-01300,33,Plus,11.0,PayPal,Yes,3,11.3,No,0,4,12,No,603.68,No
AUR-01301,14,Basic,10.14,Debit Card,No,3,91.5,Yes,2,1,2,No,265.5,No
AUR-01302,61,Plus,14.7,PayPal,No,2,37.8,No,3,2,9,Yes,688.7,No
AUR-01303,40,Plus,13.68,PayPal,Yes,2,65.4,No,0,4,19,No,826.45,No
AUR-01304,58,Basic,8.15,Credit Card,No,1,14.4,Yes,0,3,3,Yes,600.42,Yes
AUR-01305,33,Premium,15.73,Gift Card,Yes,3,16.5,No,1,3,3,Yes,301.34,No
AUR-01306,9,Premium,21.75,PayPal,Yes,2,20.9,No,1,3,11,Yes,156.6,No
AUR-01307,49,Plus,13.8,Debit Card,Yes,5,28.5,Yes,2,3,12,Yes,1747.22,No
AUR-01308,9,Plus,11.96,Credit Card,Yes,2,73.6,Yes,0,2,11,Yes,265.87,No
AUR-01309,48,Basic,10.07,Credit Card,Yes,2,31.1,No,2,2,21,Yes,453.01,Yes
AUR-01310,30,Premium,15.53,Debit Card,Yes,2,55.1,No,1,5,7,Yes,159.45,No
AUR-01311,57,Plus,12.67,Credit Card,No,2,103.4,Yes,0,3,5,Yes,1499.89,No
AUR-01312,63,Premium,15.0,Debit Card,Yes,2,34.5,No,1,1,15,Yes,2437.92,No
AUR-01313,29,Plus,13.42,Credit Card,Yes,1,15.6,No,2,1,35,Yes,823.43,No
AUR-01314,64,Basic,10.84,Debit Card,Yes,3,21.2,No,1,3,5,Yes,611.96,No
AUR-01315,8,Basic,8.73,Credit Card,Yes,3,58.0,No,1,3,14,Yes,72.67,No
AUR-01316,7,Plus,13.18,Credit Card,No,3,27.9,Yes,3,3,23,Yes,92.21,No
AUR-01317,72,Plus,14.13,Credit Card,Yes,6,14.3,No,1,3,10,Yes,1598.73,No
AUR-01318,41,Basic,9.02,PayPal,No,3,152.2,No,1,1,2,No,382.08,No
AUR-01319,32,Plus,14.69,Debit Card,No,1,76.8,No,2,4,10,Yes,334.41,No
AUR-01320,11,Premium,17.9,PayPal,Yes,2,23.8,Yes,0,1,12,Yes,253.3,No
AUR-01321,21,Plus,16.71,PayPal,Yes,3,119.3,No,3,1,6,No,362.16,No
AUR-01322,50,Plus,13.97,PayPal,Yes,2,135.4,Yes,3,2,6,Yes,1131.32,No
AUR-01323,59,Basic,8.47,Debit Card,No,3,106.7,No,1,1,2,Yes,439.35,No
AUR-01324,66,Premium,16.17,PayPal,Yes,5,35.2,Yes,1,1,4,Yes,3503.58,No
AUR-01325,29,Basic,8.64,PayPal,Yes,2,40.2,No,3,2,4,Yes,278.2,Yes
AUR-01326,33,Premium,17.93,PayPal,Yes,1,56.5,No,0,2,3,Yes,484.55,No
AUR-01327,11,Basic,10.7,Credit Card,Yes,4,25.7,No,1,1,7,Yes,37.68,Yes
AUR-01328,6,Plus,15.33,Debit Card,Yes,5,73.4,No,0,2,17,No,116.45,No
AUR-01329,31,Basic,7.99,Credit Card,Yes,3,50.4,No,1,2,4,Yes,318.71,Yes
AUR-01330,42,Basic,8.05,Credit Card,Yes,4,72.2,No,1,2,24,Yes,297.1,Yes
AUR-01331,7,Plus,12.99,Debit Card,Yes,4,31.3,Yes,1,4,11,Yes,116.44,Yes
AUR-01332,29,Plus,11.98,PayPal,No,5,48.2,No,2,1,14,Yes,338.44,No
AUR-01333,46,Plus,13.57,Credit Card,Yes,3,18.3,Yes,1,2,1,Yes,911.64,No
AUR-01334,59,Premium,17.87,Credit Card,Yes,3,29.4,No,0,2,21,Yes,2098.7,No
AUR-01335,68,Premium,17.68,PayPal,No,4,33.2,Yes,2,2,1,Yes,916.23,No
