member_id,tenure_months,membership_tier,monthly_dues,visit_frequency_per_month,personal_training_addon,group_classes_per_month,has_locker_rental,referred_by_member,payment_method,avg_session_minutes,app_engagement_score,has_nutrition_plan,membership_value_estimate,cancelled
PAL-00749,12,Basic,26.01,5.2,No,1,No,No,Credit Card,61.8,92,No,691.23,No
PAL-00750,48,Elite,74.3,10.0,No,0,No,No,Debit Card,71.5,19,Yes,6519.46,No
PAL-00751,20,Basic,23.23,2.3,No,4,No,No,Debit Card,49.9,34,No,1240.09,Yes
PAL-00752,0,Basic,28.22,8.1,No,1,No,No,Debit Card,28.2,38,No,0.0,Yes
PAL-00753,3,Elite,80.54,8.6,Yes,0,No,No,Credit Card,63.8,52,No,274.5,No
PAL-00754,35,Basic,24.92,7.8,No,3,No,No,Debit Card,67.5,14,Yes,2245.71,No
PAL-00755,0,Core,48.21,12.6,No,6,No,No,Debit Card,46.5,73,No,0.0,Yes
PAL-00756,3,Elite,78.99,3.4,Yes,1,No,Yes,Credit Card,72.4,4,No,270.66,No
PAL-00757,15,Core,47.88,2.4,No,1,Yes,Yes,Bank Draft,64.5,14,No,609.61,No
PAL-00758,57,Core,43.09,1.3,No,4,No,No,Credit Card,56.6,17,Yes,3062.2,No
PAL-00759,16,Core,43.81,8.8,No,1,No,No,Debit Card,45.8,31,No,615.53,No
PAL-00760,54,Basic,21.37,5.7,No,1,Yes,No,Debit Card,39.9,47,Yes,731.68,Yes
PAL-00761,29,Elite,92.26,11.6,Yes,2,No,No,Debit Card,60.9,88,No,2969.18,No
PAL-00762,39,Core,39.64,2.8,No,0,Yes,No,Credit Card,57.4,40,No,1730.49,No
PAL-00763,18,Elite,100.16,3.3,No,5,No,No,Credit Card,48.2,74,No,2223.46,No
PAL-00764,32,Elite,82.21,3.1,No,1,Yes,No,Credit Card,29.0,32,No,1794.01,Yes
PAL-00765,17,Core,39.9,5.0,No,3,No,No,Debit Card,61.0,27,No,500.73,No
PAL-00766,47,Basic,26.73,2.3,No,1,Yes,No,Credit Card,61.7,37,No,2031.95,No
PAL-00767,54,Elite,85.98,3.7,Yes,3,No,Yes,Credit Card,55.6,38,No,4848.38,No
PAL-00768,43,Basic,23.83,5.7,No,2,No,No,Credit Card,50.9,40,No,2270.27,Yes
PAL-00769,6,Basic,26.99,6.6,No,2,No,No,Credit Card,37.9,63,No,171.99,No
PAL-00770,26,Basic,25.95,6.1,No,1,No,No,Credit Card,62.1,93,Yes,665.7,No
PAL-00771,10,Elite,95.29,2.2,No,4,Yes,No,Credit Card,78.1,82,Yes,420.52,No
PAL-00772,9,Core,46.64,6.3,No,4,No,No,Credit Card,40.1,48,No,336.55,Yes
PAL-00773,1,Core,43.26,4.6,No,2,Yes,No,Credit Card,41.2,56,No,108.2,No
PAL-00774,51,Basic,21.81,10.0,No,1,No,No,Debit Card,46.9,36,No,1281.14,No
PAL-00775,38,Basic,24.59,12.0,No,4,No,No,Credit Card,70.2,66,No,441.22,Yes
PAL-00776,42,Basic,23.26,11.6,No,0,No,No,Bank Draft,72.8,2,No,999.07,Yes
PAL-00777,16,Basic,24.2,4.8,No,1,Yes,No,Credit Card,51.3,9,No,462.53,Yes
PAL-00778,19,Core,43.64,4.8,Yes,0,No,Yes,Credit Card,52.1,96,No,537.0,No
PAL-00779,38,Basic,24.56,7.9,No,1,No,No,Bank Draft,52.8,67,No,989.97,No
PAL-00780,26,Elite,83.82,3.0,No,2,No,No,Credit Card,32.1,15,No,1435.35,No
PAL-00781,13,Core,47.65,7.1,No,1,No,No,Debit Card,30.0,36,Yes,714.28,No
PAL-00782,44,Core,46.75,6.1,No,0,No,No,Credit Card,57.8,15,No,1722.4,No
PAL-00783,43,Core,44.06,12.0,Yes,2,Yes,No,Credit Card,80.7,25,Yes,3191.23,No
PAL-00784,38,Core,49.74,5.6,No,1,No,No,Credit Card,88.1,88,No,825.69,No
PAL-00785,13,Basic,20.19,6.8,No,1,No,No,Bank Draft,48.8,42,Yes,451.04,Yes
PAL-00786,56,Core,42.85,10.4,No,4,No,No,Credit Card,40.9,42,Yes,1300.19,No
PAL-00787,52,Core,41.14,5.6,No,5,No,No,Debit Card,37.9,49,No,3128.61,No
PAL-00788,1,Basic,25.87,3.5,No,3,No,No,Debit Card,83.0,29,No,68.68,Yes
PAL-00789,38,Elite,73.19,8.0,Yes,2,No,No,Credit Card,36.2,62,No,3419.21,No
PAL-00790,38,Basic,23.98,2.7,No,3,No,No,Debit Card,52.2,29,No,1359.18,Yes
PAL-00791,44,Core,39.93,6.5,Yes,0,No,Yes,Credit Card,66.8,65,No,1634.66,No
PAL-00792,23,Core,49.79,3.7,No,3,No,No,Debit Card,52.1,27,No,1460.3,No
PAL-00793,20,Basic,21.14,1.7,No,2,Yes,No,Bank Draft,73.2,71,Yes,432.71,No
PAL-00794,17,Elite,78.77,7.6,Yes,5,No,No,Debit Card,32.8,29,No,2275.48,No
PAL-00795,53,Core,42.46,6.2,No,1,No,Yes,Debit Card,41.8,96,No,1525.49,No
PAL-00796,54,Basic,21.48,12.6,Yes,1,Yes,Yes,Credit Card,45.1,30,No,896.66,No
PAL-00797,21,Core,45.05,1.9,No,3,No,No,Credit Card,50.2,28,No,1043.88,Yes
PAL-00798,26,Elite,79.63,3.2,No,1,Yes,No,Credit Card,66.7,50,No,2825.58,No
PAL-00799,43,Core,52.48,11.3,No,0,Yes,No,Credit Card,22.0,76,No,1598.93,No
PAL-00800,25,Core,41.81,12.2,Yes,2,No,No,Debit Card,49.5,28,No,1059.53,No
PAL-00801,36,Elite,73.89,8.7,Yes,1,No,No,Debit Card,57.7,25,No,2430.15,No
PAL-00802,16,Basic,19.75,5.3,No,4,Yes,No,Debit Card,64.5,28,Yes,581.69,Yes
PAL-00803,38,Elite,80.07,10.1,Yes,1,Yes,No,Debit Card,43.9,91,No,4603.77,No
PAL-00804,45,Elite,67.54,4.6,Yes,3,No,Yes,Credit Card,50.7,27,No,2079.49,No
PAL-00805,23,Basic,30.82,0.7,No,2,No,No,Credit Card,54.6,29,No,361.13,No
PAL-00806,26,Elite,63.88,11.9,No,5,No,No,Bank Draft,60.8,35,Yes,795.76,No
PAL-00807,54,Elite,79.25,4.3,Yes,1,No,No,Credit Card,75.4,72,No,8014.0,No
PAL-00808,24,Basic,24.87,20.6,No,1,No,No,Debit Card,51.5,69,No,1301.37,No
PAL-00809,13,Elite,77.97,2.4,Yes,0,No,No,Debit Card,60.6,25,No,902.36,No
PAL-00810,42,Basic,26.08,11.6,No,3,Yes,No,Debit Card,24.3,94,No,995.9,No
PAL-00811,32,Core,45.45,6.6,No,2,No,Yes,Bank Draft,48.8,2,No,1521.64,No
PAL-00812,37,Core,45.42,10.6,No,1,No,No,Debit Card,62.0,93,No,1652.34,Yes
PAL-00813,49,Core,45.18,3.5,No,1,No,No,Credit Card,67.9,96,No,3836.82,Yes
PAL-00814,60,Elite,94.05,18.6,No,2,Yes,Yes,Credit Card,28.2,55,No,9779.41,No
PAL-00815,22,Core,48.66,16.3,No,2,No,No,Debit Card,51.1,81,No,557.53,No
PAL-00816,18,Elite,75.98,4.4,Yes,3,No,Yes,Credit Card,45.2,29,No,945.21,Yes
PAL-00817,9,Basic,29.29,4.8,No,1,No,No,Debit Card,69.0,96,No,293.71,No
PAL-00818,56,Core,46.52,6.8,No,4,Yes,No,Credit Card,30.3,55,No,6245.67,No
PAL-00819,41,Basic,33.16,3.0,No,2,No,No,Bank Draft,60.6,85,No,1702.81,Yes
PAL-00820,30,Basic,22.84,3.4,No,4,No,No,Bank Draft,57.5,45,No,785.88,Yes
PAL-00821,52,Elite,82.26,10.9,Yes,1,No,No,Debit Card,62.8,61,No,3708.09,No
PAL-00822,1,Core,45.74,0.7,No,2,No,No,Credit Card,54.1,70,No,107.18,No
PAL-00823,59,Basic,23.4,3.1,No,1,No,No,Debit Card,59.9,48,No,968.09,Yes
PAL-00824,43,Core,51.7,14.5,No,1,No,No,Bank Draft,63.1,41,No,1633.2,No
PAL-00825,18,Core,39.07,13.1,No,1,No,No,Credit Card,43.3,57,No,1066.03,No
PAL-00826,23,Elite,76.48,5.4,Yes,5,Yes,No,Debit Card,50.0,63,No,3131.06,No
PAL-00827,49,Basic,21.95,1.4,No,1,No,No,Bank Draft,64.3,70,Yes,1570.7,Yes
PAL-00828,53,Basic,24.51,12.6,No,1,No,No,Credit Card,55.4,68,No,1037.19,No
PAL-00829,7,Core,40.24,4.1,No,1,No,No,Credit Card,23.8,62,No,361.33,No
PAL-00830,25,Basic,19.54,9.6,No,1,No,No,Credit Card,30.7,81,No,1752.02,Yes
PAL-00831,31,Core,44.73,8.0,Yes,1,Yes,No,Credit Card,72.4,26,No,1851.59,No
PAL-00832,7,Basic,28.89,9.6,No,2,No,No,Credit Card,45.8,67,No,138.84,Yes
PAL-00833,19,Core,47.08,8.7,No,3,No,No,Debit Card,21.3,1,No,616.86,No
PAL-00834,41,Basic,26.47,9.1,No,4,No,No,Credit Card,44.6,83,No,1541.35,No
PAL-00835,17,Basic,24.35,3.5,No,0,No,No,Credit Card,63.5,22,No,449.87,Yes
PAL-00836,20,Elite,65.18,6.7,No,5,No,No,Bank Draft,44.4,71,No,942.83,No
PAL-00837,8,Basic,20.59,9.0,No,2,No,No,Debit Card,71.7,13,No,134.28,No
PAL-00838,37,Basic,29.29,8.1,No,3,No,No,Credit Card,37.3,84,Yes,701.02,Yes
PAL-00839,1,Core,44.82,5.0,No,1,No,No,Credit Card,58.9,83,No,60.9,No
PAL-00840,17,Basic,23.65,0.5,No,3,No,No,Bank Draft,64.0,42,No,403.76,Yes
PAL-00841,58,Core,42.35,2.9,No,1,No,No,Debit Card,56.2,7,Yes,3444.5,No
PAL-00842,20,Core,50.05,1.3,Yes,2,No,No,Credit Card,61.5,78,Yes,1913.01,No
PAL-00843,46,Elite,79.47,8.2,No,1,Yes,No,Debit Card,77.0,26,No,2680.82,No
PAL-00844,31,Basic,30.18,3.8,No,2,No,No,Debit Card,60.3,91,No,1220.48,Yes
PAL-00845,11,Elite,81.68,2.3,Yes,5,No,No,Credit Card,26.4,94,No,2402.26,No
PAL-00846,31,Core,48.23,4.1,No,3,No,No,Debit Card,51.5,7,No,2931.17,No
PAL-00847,29,Elite,75.52,4.2,No,2,No,Yes,Debit Card,59.2,75,No,903.17,No
PAL-00848,60,Core,42.59,5.2,No,1,No,Yes,Debit Card,69.4,59,Yes,3137.0,No
PAL-00849,58,Basic,24.08,7.0,No,0,No,No,Debit Card,57.5,7,No,2690.65,No
PAL-00850,32,Elite,78.32,6.1,Yes,3,No,No,Debit Card,56.1,9,No,4165.17,No
PAL-00851,56,Basic,25.2,7.4,No,2,Yes,No,Credit Card,62.1,75,No,1685.5,No
PAL-00852,36,Core,51.55,8.1,No,1,No,No,Debit Card,56.9,54,Yes,3633.28,No
PAL-00853,5,Basic,21.23,0.8,No,1,No,No,Credit Card,39.4,94,No,181.83,No
PAL-00854,52,Basic,28.6,16.5,No,2,No,No,Credit Card,68.4,8,No,5529.53,Yes
PAL-00855,44,Basic,19.96,7.1,No,2,Yes,No,Credit Card,41.8,42,No,603.95,Yes
PAL-00856,0,Elite,87.48,16.8,No,0,No,No,Credit Card,29.5,65,No,0.0,No
PAL-00857,0,Core,43.33,3.3,Yes,6,No,No,Credit Card,56.5,45,Yes,227.71,Yes
PAL-00858,57,Core,43.91,27.4,Yes,1,No,No,Debit Card,42.0,34,No,4698.06,No
PAL-00859,19,Basic,27.31,3.5,No,2,No,Yes,Credit Card,54.2,31,No,607.21,No
PAL-00860,20,Elite,77.76,2.7,Yes,2,No,Yes,Credit Card,32.1,12,No,731.76,No
PAL-00861,34,Elite,90.14,3.5,Yes,3,No,No,Credit Card,53.8,90,No,1368.33,No
PAL-00862,50,Basic,29.13,3.3,No,1,No,No,Debit Card,46.9,76,No,762.1,No
PAL-00863,34,Core,38.87,3.2,No,2,Yes,No,Credit Card,50.0,30,No,569.58,No
PAL-00864,36,Elite,81.69,4.1,No,2,No,No,Credit Card,53.9,35,No,4214.65,No
PAL-00865,3,Elite,88.43,6.2,Yes,1,No,No,Credit Card,48.9,62,No,265.25,No
PAL-00866,52,Core,46.04,3.1,Yes,4,Yes,No,Credit Card,42.0,42,Yes,2769.08,No
PAL-00867,10,Core,52.69,6.2,Yes,4,No,No,Credit Card,34.6,85,No,756.09,No
PAL-00868,23,Basic,19.99,4.5,No,5,No,Yes,Credit Card,58.4,39,Yes,268.68,Yes
PAL-00869,35,Core,52.53,1.5,No,1,No,No,Credit Card,42.2,27,No,1507.03,No
PAL-00870,52,Elite,92.64,5.8,No,5,No,No,Debit Card,30.5,40,No,13256.68,No
PAL-00871,31,Basic,27.78,1.0,No,3,No,No,Credit Card,45.2,17,No,1479.6,Yes
PAL-00872,56,Basic,29.3,3.0,No,1,Yes,Yes,Credit Card,42.4,36,No,2187.7,Yes
PAL-00873,11,Elite,72.76,3.4,No,0,Yes,No,Credit Card,44.2,70,No,975.96,No
PAL-00874,18,Elite,88.58,8.1,Yes,2,No,No,Debit Card,65.2,94,No,1625.53,No
PAL-00875,45,Basic,26.29,12.4,Yes,2,Yes,No,Credit Card,38.8,28,No,905.8,Yes
PAL-00876,37,Basic,26.75,2.5,No,6,No,No,Credit Card,76.3,64,No,2177.23,No
PAL-00877,14,Basic,26.14,0.9,No,3,No,No,Credit Card,51.8,94,No,300.99,No
PAL-00878,12,Elite,90.56,4.5,No,2,Yes,No,Credit Card,46.1,28,No,542.31,No
PAL-00879,21,Basic,25.19,4.6,No,1,Yes,No,Credit Card,69.5,20,No,524.54,Yes
PAL-00880,40,Basic,21.92,9.0,No,1,Yes,No,Credit Card,49.8,79,No,1015.4,No
PAL-00881,45,Elite,88.57,18.5,No,2,No,No,Debit Card,45.3,98,No,8138.5,No
PAL-00882,56,Core,43.56,6.0,Yes,1,No,No,Credit Card,49.2,3,Yes,1115.6,Yes
PAL-00883,41,Core,42.83,17.9,No,3,No,No,Bank Draft,104.0,5,No,2093.82,No
PAL-00884,39,Basic,24.83,4.1,No,1,No,No,Credit Card,15.0,36,No,949.6,Yes
PAL-00885,20,Core,45.08,9.6,No,3,No,Yes,Bank Draft,52.2,24,No,727.69,No
PAL-00886,44,Core,50.7,4.4,No,1,Yes,No,Credit Card,67.6,36,No,1101.53,No
PAL-00887,36,Basic,24.08,12.5,No,4,Yes,No,Debit Card,58.0,59,Yes,632.84,No
PAL-00888,53,Basic,30.62,2.5,No,1,No,No,Debit Card,58.0,40,No,1471.84,No
PAL-00889,6,Basic,24.79,7.8,No,1,Yes,No,Debit Card,63.7,50,No,431.74,No
PAL-00890,41,Basic,24.89,9.8,No,3,No,No,Credit Card,62.8,54,No,1339.96,Yes
PAL-00891,16,Basic,25.56,3.5,No,1,Yes,No,Credit Card,48.7,47,No,162.89,Yes
PAL-00892,15,Elite,77.86,8.2,No,2,No,No,Credit Card,63.4,16,No,2504.52,No
PAL-00893,0,Basic,26.34,2.2,Yes,1,No,No,Credit Card,53.5,90,No,103.53,Yes
PAL-00894,40,Elite,60.0,14.9,No,1,No,Yes,Credit Card,56.3,83,No,2184.89,No
PAL-00895,15,Elite,99.59,6.1,No,3,No,No,Credit Card,38.8,12,No,1425.84,No
PAL-00896,56,Core,45.81,5.1,No,1,No,No,Bank Draft,42.5,62,No,1978.73,No
PAL-00897,30,Basic,22.67,10.0,No,4,No,No,Credit Card,44.4,80,No,844.31,Yes
PAL-00898,44,Elite,67.43,8.1,Yes,4,No,No,Debit Card,40.3,94,No,3852.34,No
PAL-00899,28,Core,48.18,4.9,No,2,No,No,Credit Card,36.4,79,No,1406.02,No
PAL-00900,16,Basic,27.84,12.0,No,0,No,No,Debit Card,64.5,64,No,419.85,No
PAL-00901,41,Basic,24.75,2.2,No,2,No,No,Credit Card,42.0,94,No,1155.41,No
PAL-00902,54,Elite,95.96,8.5,No,1,No,No,Credit Card,36.4,25,No,7037.54,No
PAL-00903,38,Core,47.77,1.5,No,4,No,No,Credit Card,54.7,86,No,2033.09,No
PAL-00904,56,Basic,27.19,2.7,No,1,No,No,Debit Card,39.3,14,No,2081.35,Yes
PAL-00905,18,Basic,22.28,8.5,No,2,Yes,No,Debit Card,60.4,83,No,450.5,Yes
PAL-00906,14,Core,49.52,3.2,Yes,1,No,No,Debit Card,56.4,44,No,930.69,No
PAL-00907,9,Elite,70.67,10.1,Yes,2,Yes,No,Credit Card,58.1,69,No,488.28,No
PAL-00908,22,Core,48.43,12.2,No,1,No,No,Debit Card,39.4,16,No,1626.54,No
PAL-00909,57,Basic,24.58,5.8,No,4,No,Yes,Credit Card,44.7,22,Yes,683.61,Yes
PAL-00910,6,Basic,29.45,13.2,No,2,No,Yes,Debit Card,59.2,97,No,242.57,No
PAL-00911,36,Core,42.44,4.5,No,2,No,No,Debit Card,29.6,23,No,2548.68,No
PAL-00912,56,Basic,30.96,12.2,Yes,1,No,No,Bank Draft,56.7,90,No,2073.64,No
PAL-00913,33,Basic,27.0,7.1,No,0,No,No,Debit Card,52.3,75,No,649.65,Yes
PAL-00914,35,Basic,21.64,8.0,No,1,No,No,Debit Card,69.9,11,No,756.54,Yes
PAL-00915,45,Core,45.62,5.7,No,3,Yes,No,Credit Card,29.6,93,No,3075.33,No
PAL-00916,19,Core,43.2,6.9,No,0,No,No,Credit Card,45.0,93,No,1091.06,No
PAL-00917,37,Elite,69.94,4.0,No,1,Yes,Yes,Credit Card,53.8,72,Yes,2005.88,No
PAL-00918,16,Basic,19.47,18.7,No,3,No,No,Credit Card,69.9,65,No,260.99,No
PAL-00919,55,Elite,80.63,5.8,Yes,3,No,No,Credit Card,62.7,58,No,13833.2,No
PAL-00920,34,Core,48.73,0.6,No,1,No,No,Debit Card,43.0,18,No,955.07,No
PAL-00921,24,Elite,79.46,3.6,No,3,No,No,Credit Card,54.6,83,No,732.34,No
PAL-00922,59,Basic,27.0,8.4,No,4,Yes,No,Credit Card,64.4,61,No,677.49,Yes
PAL-00923,30,Basic,30.94,6.3,No,4,No,No,Credit Card,63.6,42,No,910.78,No
PAL-00924,28,Basic,23.83,8.6,No,2,No,No,Credit Card,68.9,22,No,428.7,No
PAL-00925,14,Basic,24.43,9.9,No,3,Yes,No,Credit Card,36.6,43,No,246.1,Yes
PAL-00926,59,Basic,25.82,24.0,No,3,No,No,Credit Card,78.5,9,No,2292.26,Yes
PAL-00927,40,Basic,32.55,9.1,No,1,No,No,Credit Card,39.3,48,No,3109.85,Yes
PAL-00928,45,Core,47.07,8.0,No,5,No,No,Debit Card,55.2,24,No,2254.73,No
PAL-00929,54,Core,47.23,8.7,No,1,Yes,No,Debit Card,44.2,6,No,2836.13,No
PAL-00930,42,Basic,25.57,13.2,Yes,2,No,No,Credit Card,51.1,36,No,2421.83,Yes
PAL-00931,58,Elite,97.46,7.4,Yes,3,No,No,Credit Card,47.4,79,No,7597.14,No
PAL-00932,9,Basic,25.62,7.0,No,2,Yes,No,Bank Draft,76.0,83,No,317.79,No
PAL-00933,28,Core,46.45,8.3,No,1,No,No,Bank Draft,34.6,41,Yes,2384.41,No
PAL-00934,11,Basic,23.88,4.0,No,0,Yes,No,Credit Card,26.7,19,No,173.05,No
PAL-00935,19,Basic,25.33,11.7,No,6,No,No,Debit Card,37.6,23,No,286.37,Yes
PAL-00936,45,Core,38.91,6.7,Yes,4,Yes,No,Credit Card,37.5,92,No,1829.02,Yes
PAL-00937,33,Basic,28.41,7.8,No,3,No,Yes,Debit Card,59.3,87,No,592.82,No
PAL-00938,10,Basic,23.07,1.6,No,3,No,No,Credit Card,49.3,4,No,200.38,No
PAL-00939,43,Elite,74.77,2.4,No,0,No,Yes,Credit Card,56.9,24,No,2394.87,No
PAL-00940,33,Core,47.23,13.0,No,3,No,No,Debit Card,55.9,25,No,1510.33,No
PAL-00941,21,Elite,87.33,1.7,Yes,2,No,No,Credit Card,40.4,78,No,2084.19,No
PAL-00942,31,Elite,84.08,7.5,No,1,No,Yes,Credit Card,42.4,93,No,1246.24,No
PAL-00943,47,Basic,27.89,6.4,Yes,4,Yes,No,Credit Card,36.2,12,No,2449.56,No
PAL-00944,44,Core,39.93,3.8,Yes,1,No,No,Credit Card,61.9,67,Yes,2717.47,No
PAL-00945,11,Core,40.96,6.8,Yes,2,No,No,Bank Draft,33.6,100,No,316.15,No
PAL-00946,33,Core,49.5,3.5,Yes,0,No,No,Debit Card,22.7,79,No,1964.7,No
PAL-00947,22,Elite,72.91,4.5,No,2,No,No,Credit Card,41.2,99,No,4774.35,No
PAL-00948,13,Basic,28.02,5.7,No,2,No,No,Debit Card,72.1,88,Yes,453.62,No
PAL-00949,58,Core,43.44,19.8,No,0,Yes,No,Credit Card,39.4,89,No,2590.28,No
PAL-00950,47,Core,39.51,5.0,Yes,5,No,No,Credit Card,48.8,15,No,1099.38,No
PAL-00951,53,Basic,22.64,10.2,No,3,No,No,Bank Draft,35.9,84,No,761.4,Yes
PAL-00952,47,Basic,27.41,26.3,No,3,Yes,No,Credit Card,31.3,91,No,1472.75,No
PAL-00953,48,Elite,84.48,13.3,No,1,No,Yes,Bank Draft,39.3,18,No,5392.52,No
PAL-00954,2,Core,42.51,2.0,No,2,No,No,Credit Card,58.5,85,No,217.48,No
PAL-00955,60,Core,47.97,3.1,No,3,Yes,No,Credit Card,26.6,21,No,3027.04,No
PAL-00956,33,Elite,79.4,13.2,No,1,No,No,Credit Card,73.7,69,No,5305.54,No
PAL-00957,19,Basic,31.19,0.9,No,1,No,No,Credit Card,27.9,71,No,704.06,Yes
PAL-00958,4,Core,43.1,1.8,No,0,No,No,Credit Card,40.1,100,Yes,338.69,Yes
PAL-00959,0,Core,49.44,13.1,No,1,No,No,Credit Card,35.6,4,No,0.0,No
PAL-00960,7,Core,48.63,8.7,No,1,Yes,Yes,Credit Card,43.5,97,No,550.34,Yes
PAL-00961,19,Core,49.0,0.8,No,2,No,No,Debit Card,74.0,90,Yes,1145.84,No
PAL-00962,3,Basic,21.36,3.9,No,2,No,No,Credit Card,46.6,34,No,15.89,Yes
PAL-00963,15,Elite,89.47,6.4,Yes,2,No,No,Credit Card,44.9,93,No,911.25,No
PAL-00964,46,Core,47.6,4.7,No,3,No,No,Debit Card,60.2,84,No,3904.29,No
PAL-00965,20,Core,39.91,9.7,Yes,1,No,No,Credit Card,38.3,17,Yes,1182.53,No
PAL-00966,34,Basic,24.57,13.0,No,2,No,No,Debit Card,52.5,15,No,491.54,Yes
PAL-00967,44,Basic,25.79,4.9,No,0,Yes,No,Debit Card,71.7,78,No,1069.25,No
PAL-00968,30,Core,43.95,2.5,No,1,Yes,No,Credit Card,61.3,39,No,1654.94,No
PAL-00969,30,Core,46.74,3.4,Yes,4,No,No,Credit Card,56.2,41,No,656.76,No
PAL-00970,12,Basic,26.18,8.2,No,1,No,No,Debit Card,55.6,75,No,278.88,Yes
PAL-00971,12,Basic,22.17,12.4,No,1,No,No,Debit Card,43.6,19,No,398.66,No
PAL-00972,1,Elite,78.31,6.0,Yes,5,No,Yes,Debit Card,33.1,61,No,212.83,No
PAL-00973,1,Core,41.79,14.7,No,3,Yes,No,Bank Draft,61.0,30,No,31.83,Yes
PAL-00974,13,Core,47.03,6.4,Yes,1,Yes,No,Debit Card,50.6,51,No,536.76,No
PAL-00975,4,Basic,21.26,2.0,No,1,No,No,Credit Card,61.2,96,No,182.63,Yes
PAL-00976,19,Basic,22.8,7.3,No,2,No,No,Credit Card,74.3,12,No,186.07,Yes
PAL-00977,0,Core,49.26,19.4,Yes,1,No,No,Credit Card,71.6,78,Yes,110.47,No
PAL-00978,52,Basic,25.31,7.9,No,4,No,No,Credit Card,51.8,44,Yes,1848.5,Yes
PAL-00979,41,Core,40.49,10.2,No,2,No,Yes,Credit Card,54.7,45,No,1809.97,No
PAL-00980,8,Basic,23.6,1.8,No,2,No,No,Debit Card,37.4,2,No,102.66,No
PAL-00981,10,Core,37.76,7.5,No,3,Yes,No,Credit Card,42.2,37,No,591.47,No
PAL-00982,12,Core,45.38,4.7,No,1,No,Yes,Credit Card,45.6,41,No,261.62,No
PAL-00983,11,Core,54.76,8.5,No,3,No,No,Credit Card,57.1,69,No,765.16,No
PAL-00984,8,Elite,91.92,2.7,Yes,3,Yes,No,Credit Card,47.5,30,No,239.63,No
PAL-00985,13,Basic,27.62,17.4,No,2,Yes,No,Credit Card,54.4,81,Yes,32.52,Yes
PAL-00986,47,Basic,28.64,8.1,No,0,No,No,Credit Card,47.4,74,No,2179.01,Yes
PAL-00987,33,Basic,22.43,8.3,No,1,No,Yes,Bank Draft,41.2,23,Yes,1751.86,No
PAL-00988,8,Core,44.78,14.0,No,4,No,No,Credit Card,60.3,90,No,470.17,No
PAL-00989,10,Basic,26.01,8.1,No,2,No,No,Debit Card,55.7,82,No,313.0,Yes
PAL-00990,6,Core,39.9,2.0,No,2,No,No,Debit Card,42.1,95,No,79.37,Yes
PAL-00991,50,Basic,25.31,1.3,No,4,No,No,Credit Card,56.9,41,No,977.65,Yes
PAL-00992,31,Basic,32.64,23.2,No,0,No,No,Debit Card,45.0,54,No,600.31,Yes
PAL-00993,27,Core,47.22,8.1,No,1,No,Yes,Debit Card,64.2,93,No,1027.07,No
PAL-00994,30,Core,46.31,5.8,No,4,No,No,Debit Card,73.7,72,No,663.72,Yes
PAL-00995,28,Basic,23.74,5.4,No,2,No,No,Credit Card,44.8,27,No,889.48,No
PAL-00996,27,Basic,26.24,3.9,Yes,2,No,Yes,Credit Card,55.7,32,No,703.95,Yes
PAL-00997,25,Elite,83.03,8.6,Yes,1,No,No,Credit Card,59.1,57,Yes,4022.25,No
PAL-00998,52,Core,47.29,6.7,No,6,No,No,Debit Card,50.0,48,No,1712.89,No
PAL-00999,50,Basic,30.99,5.7,Yes,2,No,No,Credit Card,40.1,55,No,1412.13,No
PAL-01000,33,Elite,70.38,3.2,No,4,Yes,No,Credit Card,53.2,65,No,2573.67,No
PAL-01001,49,Elite,65.81,6.9,Yes,2,No,No,Credit Card,61.0,53,No,2563.0,No
PAL-01002,1,Core,53.74,5.8,No,3,No,No,Debit Card,30.8,6,No,62.45,No
PAL-01003,43,Basic,19.03,9.1,No,2,No,No,Bank Draft,48.0,5,Yes,883.1,Yes
PAL-01004,19,Elite,94.69,4.6,Yes,4,Yes,No,Bank Draft,66.1,11,Yes,2644.78,Yes
PAL-01005,6,Basic,29.44,3.8,No,0,No,No,Credit Card,65.1,89,No,280.33,Yes
PAL-01006,47,Core,40.14,3.9,Yes,5,No,No,Debit Card,33.4,40,No,3074.74,No
PAL-01007,50,Core,48.01,2.9,No,0,No,No,Credit Card,30.2,41,No,1811.33,No
PAL-01008,8,Core,44.91,1.8,No,8,No,No,Credit Card,67.3,54,No,1032.18,No
PAL-01009,35,Basic,23.16,5.1,No,0,No,No,Credit Card,25.5,57,No,634.83,No
PAL-01010,51,Basic,20.65,2.3,No,2,Yes,No,Credit Card,41.3,12,No,958.23,Yes
PAL-01011,40,Basic,25.95,13.8,No,1,No,Yes,Bank Draft,63.6,18,No,1350.95,No
PAL-01012,31,Core,46.67,9.5,No,4,No,No,Bank Draft,70.0,30,No,3497.22,No
PAL-01013,15,Basic,25.62,3.9,No,3,No,No,Bank Draft,37.2,34,No,278.39,Yes
PAL-01014,20,Core,42.3,7.8,Yes,1,No,No,Bank Draft,55.7,60,No,1551.33,No
PAL-01015,51,Basic,26.86,9.6,No,2,No,No,Credit Card,68.0,51,No,1407.66,No
PAL-01016,13,Core,39.41,4.8,No,0,No,Yes,Credit Card,46.7,40,No,327.36,No
PAL-01017,6,Basic,27.27,3.8,No,1,No,No,Credit Card,45.1,83,No,79.72,No
PAL-01018,19,Core,51.62,0.8,No,3,No,Yes,Credit Card,75.5,99,No,815.76,No
