account_id,tenure_months,contract_length,monthly_bill,num_locations,support_tickets_ytd,bandwidth_tier,sla_uptime_pct,years_in_business,has_backup_line,dedicated_support_rep,employee_count,autopay_enabled,account_value_estimate,terminated
NGB-00287,85,Term,650.02,3,2,Standard,99.71,39,No,No,196,Yes,31235.98,No
NGB-00288,68,Term,900.83,4,3,Enterprise,99.46,24,Yes,Yes,184,Yes,119917.4,No
NGB-00289,81,Flex,572.74,2,1,High,99.29,30,No,No,340,Yes,63554.15,Yes
NGB-00290,14,Flex,458.72,3,7,Standard,99.05,18,No,No,452,No,11872.86,No
NGB-00291,40,Flex,429.16,4,1,High,98.88,12,No,No,171,Yes,14533.76,Yes
NGB-00292,57,Flex,343.2,2,1,Enterprise,99.56,19,No,No,370,Yes,9460.29,Yes
NGB-00293,30,Standard,570.26,3,4,Enterprise,98.88,9,No,No,132,Yes,13577.64,No
NGB-00294,4,Flex,292.28,5,3,Standard,99.77,20,No,Yes,161,Yes,2291.7,No
NGB-00295,82,Flex,398.01,3,2,Standard,99.87,29,No,Yes,315,Yes,47349.73,No
NGB-00296,19,Term,939.6,3,4,High,99.85,34,No,No,425,Yes,16147.3,No
NGB-00297,93,Term,846.22,3,4,High,99.27,39,Yes,No,124,Yes,46834.06,No
NGB-00298,16,Standard,582.09,3,6,High,99.93,19,No,No,95,Yes,14583.31,No
NGB-00299,77,Standard,641.94,3,5,High,98.42,26,No,No,387,Yes,46643.42,No
NGB-00300,29,Flex,483.01,3,7,Enterprise,99.25,18,Yes,No,240,Yes,13283.49,Yes
NGB-00301,73,Flex,444.29,4,0,High,98.71,25,No,No,361,Yes,35221.53,Yes
NGB-00302,72,Standard,668.07,3,2,Standard,99.61,19,No,Yes,259,Yes,55411.05,No
NGB-00303,57,Flex,467.92,2,0,Standard,99.21,2,Yes,No,449,Yes,25439.06,Yes
NGB-00304,49,Standard,667.3,4,0,Standard,99.09,15,No,Yes,126,Yes,48105.97,Yes
NGB-00305,38,Term,892.65,6,1,Standard,98.82,18,No,Yes,452,Yes,49966.5,No
NGB-00306,77,Term,907.97,5,2,Standard,99.59,19,No,Yes,423,No,93936.88,No
NGB-00307,47,Flex,439.33,3,3,High,99.43,17,No,No,308,Yes,16308.52,Yes
NGB-00308,84,Term,1044.22,3,1,High,99.18,5,No,Yes,46,Yes,64872.6,No
NGB-00309,66,Flex,453.29,3,1,High,99.69,7,No,No,324,No,28563.11,Yes
NGB-00310,57,Flex,401.74,6,3,Enterprise,99.22,31,No,No,402,Yes,31615.04,Yes
NGB-00311,46,Term,949.0,5,3,High,99.71,3,No,Yes,32,No,27670.73,No
NGB-00312,63,Term,1114.76,1,2,Standard,98.91,1,No,No,189,Yes,81231.52,No
NGB-00313,90,Term,761.52,2,3,High,99.99,25,No,No,111,Yes,73200.03,No
NGB-00314,1,Flex,475.28,2,3,High,99.99,2,No,No,64,Yes,0.0,Yes
NGB-00315,40,Term,796.15,5,2,High,99.25,27,No,No,75,Yes,36185.93,No
NGB-00316,75,Term,980.79,3,5,Standard,99.99,15,No,No,204,Yes,88309.63,No
NGB-00317,38,Term,981.82,5,4,High,99.26,1,No,Yes,83,Yes,29899.23,No
NGB-00318,26,Term,1023.42,5,3,Enterprise,99.66,26,No,Yes,98,No,14091.92,No
NGB-00319,81,Flex,488.11,2,4,High,98.67,38,No,No,162,Yes,31372.04,No
NGB-00320,69,Standard,837.98,2,1,Standard,99.21,7,No,No,388,Yes,76866.2,No
NGB-00321,61,Flex,440.85,3,4,Standard,99.8,16,No,Yes,400,No,49736.69,No
NGB-00322,66,Standard,592.45,3,3,Enterprise,99.99,2,No,No,44,Yes,39330.45,No
NGB-00323,77,Flex,426.31,2,2,Enterprise,99.44,36,No,No,261,No,69088.34,Yes
NGB-00324,10,Standard,764.8,3,4,Standard,98.98,14,No,Yes,343,Yes,8600.0,No
NGB-00325,28,Term,845.13,4,0,Standard,99.62,30,Yes,Yes,427,Yes,20196.11,No
NGB-00326,74,Flex,296.0,3,1,Enterprise,98.93,11,No,No,132,Yes,22914.25,No
NGB-00327,72,Flex,412.91,3,7,Enterprise,99.1,33,No,No,177,No,27141.32,No
NGB-00328,63,Standard,691.6,1,4,High,99.31,35,Yes,No,478,Yes,106700.86,No
NGB-00329,88,Standard,694.19,3,2,Standard,99.66,4,No,No,253,No,58597.5,No
NGB-00330,48,Term,775.94,3,3,Standard,99.11,11,No,Yes,275,Yes,35173.24,No
NGB-00331,5,Standard,638.66,3,2,Standard,99.31,33,No,No,461,No,2533.25,No
NGB-00332,83,Standard,619.32,2,0,High,99.56,6,No,No,401,Yes,82049.47,No
NGB-00333,24,Flex,412.77,3,3,High,99.75,35,No,No,87,Yes,5250.24,Yes
NGB-00334,23,Flex,432.52,5,5,Standard,98.94,16,No,Yes,307,No,4856.52,Yes
NGB-00335,76,Flex,506.89,2,5,Standard,99.29,10,No,Yes,339,No,20995.61,No
NGB-00336,50,Term,846.43,1,2,Standard,99.53,23,No,No,138,Yes,23303.64,No
NGB-00337,84,Flex,414.35,1,5,High,99.58,16,No,No,266,Yes,40826.63,Yes
NGB-00338,19,Term,600.0,4,3,Standard,99.62,6,Yes,No,448,Yes,11539.26,No
NGB-00339,69,Standard,761.06,3,5,Enterprise,99.59,4,No,No,300,Yes,26502.2,No
NGB-00340,67,Flex,584.91,6,4,High,99.39,30,Yes,No,101,Yes,37756.64,No
NGB-00341,69,Flex,419.91,3,3,Standard,99.88,30,No,No,474,Yes,32640.06,Yes
NGB-00342,93,Flex,470.63,6,4,Standard,99.77,37,No,No,153,Yes,43400.96,No
NGB-00343,86,Standard,783.72,2,4,Standard,99.97,38,No,No,427,Yes,20692.89,Yes
NGB-00344,2,Standard,626.92,5,1,Enterprise,99.24,33,No,No,111,Yes,2459.87,No
NGB-00345,73,Flex,419.54,2,2,High,99.02,20,No,No,426,Yes,39317.19,No
NGB-00346,26,Flex,331.05,4,6,High,99.39,2,No,No,18,Yes,9298.3,Yes
NGB-00347,9,Flex,423.71,2,1,Standard,99.52,34,Yes,No,466,Yes,8427.05,Yes
NGB-00348,65,Term,1016.62,2,1,Standard,99.61,2,Yes,Yes,392,Yes,109777.18,No
NGB-00349,31,Term,809.06,4,4,Standard,98.74,39,Yes,No,37,Yes,12455.56,No
NGB-00350,71,Flex,372.1,3,3,Enterprise,99.12,29,No,No,76,Yes,41204.23,No
NGB-00351,55,Term,770.89,3,3,Enterprise,99.18,18,No,Yes,324,No,30597.6,No
NGB-00352,86,Flex,486.63,5,1,High,99.6,12,No,No,250,No,23802.61,No
NGB-00353,37,Standard,598.09,1,3,High,98.97,2,No,No,139,Yes,26259.57,No
NGB-00354,78,Standard,586.08,1,3,High,99.7,1,Yes,No,260,No,32588.13,No
NGB-00355,92,Term,908.56,3,2,Enterprise,98.97,6,No,No,424,Yes,128579.07,No
NGB-00356,76,Flex,407.71,2,3,Standard,99.17,21,No,No,358,Yes,33578.54,No
NGB-00357,26,Term,1075.8,3,2,High,99.04,27,Yes,No,45,Yes,50951.84,No
NGB-00358,80,Term,974.84,3,1,Standard,99.55,26,Yes,No,434,Yes,70501.63,No
NGB-00359,19,Term,850.38,5,4,High,99.76,27,No,Yes,403,Yes,26462.12,No
NGB-00360,45,Term,975.89,6,2,High,99.99,8,No,Yes,429,No,38014.48,No
NGB-00361,44,Standard,636.92,3,2,High,99.6,2,No,No,209,Yes,46241.97,No
NGB-00362,47,Flex,357.52,2,3,Standard,99.39,17,No,No,341,Yes,21663.91,Yes
NGB-00363,71,Term,953.13,1,2,Standard,99.28,37,Yes,No,200,Yes,60496.73,No
NGB-00364,15,Flex,486.67,2,1,Standard,99.55,30,No,No,269,Yes,17016.65,No
NGB-00365,60,Standard,517.14,3,1,Enterprise,99.99,22,No,Yes,420,No,20557.53,No
NGB-00366,13,Flex,469.3,3,4,High,99.16,24,No,No,488,No,4540.62,Yes
NGB-00367,71,Standard,467.88,3,4,Enterprise,99.99,8,No,No,407,Yes,44881.95,No
NGB-00368,93,Term,1116.23,2,6,High,99.77,20,No,No,347,No,136516.12,Yes
NGB-00369,77,Standard,580.78,3,3,Standard,99.21,18,Yes,Yes,109,Yes,26290.59,No
NGB-00370,16,Term,1041.85,3,9,Standard,99.5,15,Yes,No,420,Yes,10100.2,No
NGB-00371,73,Standard,569.33,8,7,Standard,98.8,29,No,No,71,No,33557.92,No
NGB-00372,19,Term,845.86,4,3,High,99.68,26,No,Yes,458,No,18573.94,No
NGB-00373,63,Standard,559.42,2,2,Standard,99.03,24,Yes,No,71,No,28831.1,No
NGB-00374,17,Standard,626.26,5,3,Standard,99.52,26,No,No,102,Yes,11706.76,No
NGB-00375,12,Standard,685.38,1,2,Standard,99.44,19,No,No,151,Yes,14226.33,No
NGB-00376,63,Standard,644.86,2,4,Standard,99.63,9,Yes,Yes,159,No,46235.15,No
NGB-00377,46,Standard,671.89,4,6,Standard,99.3,12,No,No,28,No,29149.75,No
NGB-00378,1,Term,895.93,3,5,Standard,99.64,29,No,Yes,248,Yes,3129.68,No
NGB-00379,48,Standard,597.0,3,5,Enterprise,99.33,2,No,No,44,No,23046.57,No
NGB-00380,69,Standard,629.85,4,1,High,99.36,14,No,No,182,Yes,32326.84,No
NGB-00381,89,Flex,515.72,3,1,Standard,99.67,8,No,No,214,Yes,37014.06,Yes
NGB-00382,84,Standard,710.01,2,2,Enterprise,98.91,17,No,No,420,Yes,61789.74,No
NGB-00383,33,Standard,533.06,5,3,Standard,99.56,38,Yes,No,453,No,33076.48,No
NGB-00384,41,Term,919.66,4,3,Enterprise,99.19,30,No,No,106,No,58288.16,No
NGB-00385,85,Term,623.95,4,3,Enterprise,99.24,13,No,No,74,Yes,83395.82,No
NGB-00386,47,Standard,624.35,4,1,Standard,98.91,4,No,No,392,Yes,18806.54,No
NGB-00387,79,Standard,627.07,1,6,High,98.87,17,No,No,440,Yes,35545.67,Yes
NGB-00388,8,Standard,581.61,5,4,Enterprise,99.3,34,No,No,259,Yes,7229.06,No
NGB-00389,69,Flex,474.1,1,3,Standard,99.45,14,No,No,173,Yes,33090.51,No
NGB-00390,7,Flex,440.81,3,4,Standard,99.59,17,Yes,No,335,Yes,1645.92,Yes
NGB-00391,3,Standard,623.71,6,5,Standard,99.44,12,No,No,282,Yes,2814.44,Yes
NGB-00392,76,Standard,681.72,4,1,High,99.65,28,No,No,69,Yes,26067.56,No
NGB-00393,64,Flex,436.15,5,2,Standard,99.3,30,No,Yes,198,Yes,35652.61,No
NGB-00394,67,Term,600.0,5,4,Enterprise,99.32,14,No,No,464,Yes,22829.49,No
NGB-00395,72,Flex,447.88,5,3,Standard,99.99,29,No,No,278,No,46894.81,No
NGB-00396,70,Term,909.09,3,2,Standard,99.76,7,Yes,No,196,No,60592.37,No
NGB-00397,84,Standard,544.0,3,3,Standard,99.23,24,No,No,152,Yes,65711.92,No
NGB-00398,73,Standard,684.38,4,5,Standard,99.36,20,No,No,341,No,36030.06,No
NGB-00399,42,Term,999.06,3,2,Standard,99.1,29,Yes,Yes,43,Yes,18880.75,No
NGB-00400,35,Term,1279.62,1,7,High,99.98,31,No,Yes,443,No,35366.09,No
NGB-00401,30,Term,870.81,3,6,Enterprise,99.49,20,Yes,Yes,433,No,15194.04,No
NGB-00402,70,Flex,319.11,3,8,Standard,98.96,12,No,Yes,177,Yes,23123.19,No
NGB-00403,95,Standard,670.02,7,1,High,99.42,38,No,No,238,Yes,53233.09,No
NGB-00404,39,Term,854.48,2,1,Standard,98.94,34,No,No,366,Yes,59304.99,No
NGB-00405,54,Standard,462.87,5,2,Enterprise,99.32,25,No,No,471,No,16434.42,No
NGB-00406,2,Term,1058.56,6,4,High,99.44,38,No,Yes,51,Yes,454.9,No
NGB-00407,92,Standard,537.17,2,1,Standard,99.3,11,No,No,271,No,33955.13,No
NGB-00408,19,Standard,673.66,3,2,Standard,99.55,18,Yes,No,134,Yes,17011.84,No
NGB-00409,24,Standard,743.65,5,2,High,99.57,36,No,No,439,Yes,20451.75,No
NGB-00410,36,Standard,630.6,3,2,Standard,99.65,5,Yes,No,225,Yes,9849.44,No
NGB-00411,21,Standard,613.91,3,3,Standard,99.72,5,No,No,116,No,35269.56,No
NGB-00412,2,Term,743.03,3,3,High,99.9,24,No,No,90,Yes,3253.67,No
NGB-00413,68,Term,1153.6,1,7,High,99.62,4,No,Yes,164,Yes,65738.27,No
NGB-00414,49,Standard,598.26,2,5,High,99.09,8,No,No,99,No,12269.51,No
NGB-00415,72,Flex,356.81,3,3,Enterprise,99.99,14,No,No,56,Yes,28055.86,No
NGB-00416,51,Standard,672.85,2,4,Standard,99.99,31,No,No,349,Yes,27880.87,No
NGB-00417,64,Flex,411.76,4,7,High,99.1,2,Yes,No,291,Yes,19482.26,Yes
NGB-00418,32,Flex,408.6,7,0,Standard,99.15,10,No,No,396,Yes,16807.41,No
NGB-00419,12,Term,762.91,5,9,Standard,99.9,35,No,Yes,62,No,12115.27,No
NGB-00420,61,Standard,545.99,3,3,Enterprise,99.88,30,No,No,415,Yes,87027.21,No
NGB-00421,70,Term,950.4,5,4,Standard,99.29,15,Yes,Yes,246,Yes,38183.78,No
NGB-00422,34,Standard,655.57,5,1,High,98.89,39,No,No,77,Yes,38985.53,No
NGB-00423,79,Flex,353.74,3,3,Standard,98.79,12,No,No,33,No,18171.61,No
NGB-00424,90,Flex,250.0,2,3,Standard,99.22,29,No,No,303,Yes,31792.02,Yes
NGB-00425,57,Term,904.79,2,3,Standard,99.99,6,Yes,Yes,236,Yes,52743.95,No
NGB-00426,91,Standard,581.87,3,5,High,99.53,6,No,No,339,No,69024.32,No
NGB-00427,16,Flex,419.81,4,3,High,99.31,8,Yes,No,418,Yes,9177.1,No
NGB-00428,48,Standard,486.55,2,3,Enterprise,99.99,5,Yes,No,319,Yes,11922.53,No
NGB-00429,31,Standard,550.35,5,4,High,99.62,20,No,No,23,Yes,8622.42,No
NGB-00430,8,Standard,577.04,2,5,Standard,99.3,19,No,No,154,Yes,3751.46,No
NGB-00431,44,Standard,534.1,4,0,Standard,98.98,2,No,No,362,Yes,8968.71,No
NGB-00432,26,Flex,404.77,2,8,Standard,99.12,36,No,No,449,No,13113.26,Yes
NGB-00433,27,Standard,757.66,3,2,Enterprise,99.99,5,No,Yes,75,Yes,21815.65,No
NGB-00434,60,Flex,350.78,1,2,Enterprise,99.4,26,Yes,No,315,Yes,10002.97,Yes
NGB-00435,56,Standard,584.18,3,2,Standard,98.84,4,Yes,No,86,Yes,42472.7,No
NGB-00436,30,Flex,358.94,2,2,Standard,99.34,18,No,No,28,No,14054.89,No
NGB-00437,38,Term,704.97,2,2,High,99.61,6,No,Yes,68,No,14985.91,No
NGB-00438,78,Flex,386.8,3,4,Standard,99.48,6,No,No,126,Yes,41861.12,No
NGB-00439,30,Term,833.11,1,4,High,99.99,2,No,Yes,462,Yes,23716.06,No
NGB-00440,41,Flex,317.38,4,3,Enterprise,99.87,13,No,No,286,No,5192.78,Yes
NGB-00441,78,Term,751.53,3,1,Standard,99.08,39,No,Yes,110,Yes,101084.37,No
NGB-00442,31,Standard,520.0,4,3,Enterprise,99.23,9,No,No,207,No,18161.73,No
NGB-00443,15,Term,822.86,4,1,Enterprise,99.54,13,No,No,455,No,26038.22,No
NGB-00444,59,Term,1045.17,3,4,High,99.66,15,No,Yes,323,Yes,42207.4,No
NGB-00445,32,Standard,702.75,6,2,Standard,99.16,35,No,No,461,Yes,20246.78,No
NGB-00446,72,Flex,556.39,4,4,High,99.78,5,No,No,140,Yes,48035.43,No
NGB-00447,57,Flex,424.28,2,4,Enterprise,99.3,1,No,No,202,No,38066.6,Yes
NGB-00448,23,Standard,521.14,2,2,Standard,99.72,1,No,No,247,Yes,9910.26,No
NGB-00449,93,Standard,489.62,3,2,Standard,99.48,20,No,No,69,No,59494.48,No
NGB-00450,76,Term,630.36,2,4,Standard,99.48,4,Yes,No,330,No,32874.74,No
NGB-00451,39,Term,606.04,2,2,Enterprise,99.58,35,Yes,No,187,Yes,42491.6,No
NGB-00452,25,Standard,729.33,5,1,Standard,99.59,7,Yes,No,352,No,6489.6,No
NGB-00453,85,Flex,367.76,8,3,High,99.54,37,No,No,169,Yes,55023.4,No
NGB-00454,53,Standard,563.98,3,3,Standard,99.47,30,No,No,72,Yes,19660.99,No
NGB-00455,51,Standard,679.88,6,5,Standard,99.83,19,No,No,4,Yes,17690.61,No
NGB-00456,43,Term,876.67,2,3,Enterprise,99.99,12,Yes,No,239,Yes,92760.06,No
NGB-00457,18,Standard,741.64,4,6,High,99.88,32,No,No,174,Yes,10589.7,No
NGB-00458,47,Term,710.51,3,2,Standard,99.3,12,Yes,No,474,Yes,32383.53,No
NGB-00459,90,Standard,480.17,2,1,High,99.86,17,Yes,No,192,Yes,62451.94,No
NGB-00460,13,Term,994.96,2,4,Standard,99.72,22,No,Yes,125,No,16343.42,No
NGB-00461,13,Term,886.1,1,1,Enterprise,99.87,39,No,Yes,227,Yes,15256.32,No
NGB-00462,51,Flex,524.9,6,2,High,99.68,37,Yes,No,333,Yes,30572.93,No
NGB-00463,81,Standard,542.24,3,4,High,99.59,36,No,No,73,No,31302.24,No
NGB-00464,17,Flex,426.74,6,1,Standard,98.6,27,No,No,16,Yes,9271.03,No
NGB-00465,4,Standard,604.11,2,2,High,99.28,4,No,No,174,Yes,6613.71,Yes
NGB-00466,28,Flex,335.91,4,2,Standard,99.82,31,No,No,304,Yes,14695.93,Yes
NGB-00467,20,Flex,323.53,2,1,High,99.97,27,No,No,236,Yes,6039.4,No
NGB-00468,83,Flex,494.85,3,4,Standard,98.99,30,No,No,110,No,35208.23,No
NGB-00469,42,Term,1016.88,2,6,Standard,99.06,33,Yes,Yes,490,Yes,43241.03,No
NGB-00470,73,Standard,706.13,3,3,Standard,99.81,2,No,No,303,No,33757.94,Yes
NGB-00471,36,Standard,659.42,2,0,Standard,99.34,33,No,No,442,Yes,41516.27,No
NGB-00472,65,Standard,629.84,2,3,Enterprise,99.61,24,No,Yes,234,Yes,32014.16,No
NGB-00473,1,Term,638.12,4,5,Standard,99.65,25,No,Yes,153,Yes,1217.98,No
NGB-00474,68,Standard,653.74,4,6,Enterprise,99.88,2,No,No,330,No,156474.05,No
NGB-00475,10,Standard,555.53,1,0,High,99.99,28,No,No,414,No,4026.1,No
NGB-00476,74,Standard,662.21,4,1,High,99.13,24,No,No,181,Yes,40553.21,No
NGB-00477,22,Standard,596.4,2,3,Standard,99.22,23,No,No,303,Yes,15499.23,Yes
NGB-00478,3,Flex,393.59,4,2,Enterprise,99.93,5,Yes,No,387,Yes,1777.16,Yes
NGB-00479,57,Flex,341.77,2,0,Enterprise,99.47,38,No,Yes,49,Yes,12793.19,No
NGB-00480,26,Standard,660.47,3,3,High,99.64,10,No,No,67,Yes,22374.77,No
NGB-00481,1,Flex,363.42,4,0,Standard,99.02,1,No,No,316,No,1308.63,Yes
NGB-00482,16,Term,916.85,3,1,High,99.41,36,No,Yes,35,Yes,9732.13,No
NGB-00483,65,Flex,351.32,5,3,Standard,99.85,16,No,Yes,284,Yes,17902.45,No
NGB-00484,83,Term,1260.92,2,5,High,99.64,23,Yes,Yes,157,Yes,180814.75,No
NGB-00485,25,Term,985.0,3,2,Standard,99.48,37,No,Yes,89,Yes,18468.28,No
NGB-00486,63,Term,977.98,6,3,Standard,98.74,7,Yes,No,460,Yes,27634.75,No
NGB-00487,88,Standard,564.82,4,3,High,98.93,11,No,No,165,No,41111.35,No
NGB-00488,46,Flex,473.71,2,2,Standard,99.89,34,No,No,489,Yes,42019.96,Yes
NGB-00489,77,Standard,611.97,3,1,High,99.68,36,No,No,360,Yes,17069.69,No
NGB-00490,82,Term,1029.68,1,4,Standard,99.64,36,Yes,No,208,Yes,86887.36,No
NGB-00491,71,Flex,408.98,3,4,Standard,99.91,5,No,No,304,Yes,35237.63,Yes
NGB-00492,5,Standard,543.41,2,3,Standard,99.67,13,No,No,20,Yes,3564.29,No
NGB-00493,23,Flex,401.58,4,2,High,99.15,24,Yes,No,160,Yes,4425.6,Yes
NGB-00494,1,Flex,477.68,4,3,High,99.61,5,Yes,No,205,Yes,160.66,Yes
NGB-00495,6,Standard,627.71,5,2,High,99.64,9,No,Yes,431,Yes,4220.69,No
NGB-00496,11,Standard,588.2,3,4,High,99.56,7,Yes,No,310,Yes,16417.54,No
NGB-00497,7,Term,817.04,2,4,High,99.67,4,No,No,54,Yes,2273.99,No
NGB-00498,25,Term,824.8,5,6,Standard,99.44,12,No,No,468,Yes,27584.35,No
NGB-00499,0,Flex,366.48,5,6,High,99.37,22,No,Yes,328,No,671.43,No
NGB-00500,39,Standard,573.19,3,8,Standard,99.46,9,No,No,432,Yes,28658.84,No
NGB-00501,84,Flex,414.71,5,4,Standard,99.86,31,No,No,133,No,27798.07,Yes
NGB-00502,12,Term,717.79,3,6,Standard,99.99,25,Yes,Yes,66,No,6933.12,No
NGB-00503,24,Term,917.28,4,1,High,99.51,27,No,Yes,372,No,40222.88,No
NGB-00504,53,Flex,490.32,2,5,Standard,99.81,29,No,Yes,404,No,20373.62,No
NGB-00505,52,Term,1254.6,3,2,High,99.71,3,Yes,Yes,38,No,30950.96,No
NGB-00506,60,Flex,397.49,5,3,Enterprise,99.99,18,No,No,98,No,16987.61,No
NGB-00507,44,Term,980.57,2,4,Standard,99.99,6,No,No,167,Yes,40672.57,No
NGB-00508,50,Term,671.45,5,0,Standard,99.54,14,Yes,Yes,449,Yes,47263.81,No
NGB-00509,3,Standard,615.05,4,5,Standard,99.34,39,No,No,240,No,2538.71,No
NGB-00510,39,Standard,466.79,4,4,Standard,98.69,24,Yes,No,120,No,14157.34,No
NGB-00511,87,Term,798.97,4,2,High,99.58,18,Yes,No,192,Yes,38574.58,No
NGB-00512,71,Standard,693.91,3,4,Enterprise,99.61,6,No,No,307,No,19198.18,Yes
NGB-00513,65,Flex,360.48,4,4,Enterprise,99.57,10,No,No,355,Yes,49007.73,Yes
NGB-00514,74,Term,988.94,3,6,High,99.61,37,Yes,No,399,No,69515.81,No
NGB-00515,47,Term,929.35,2,1,High,99.74,25,No,Yes,415,No,22919.72,No
NGB-00516,28,Flex,328.4,5,5,High,99.48,23,Yes,No,227,Yes,7363.52,Yes
NGB-00517,65,Standard,521.81,3,2,High,99.09,20,No,Yes,120,No,22629.58,Yes
NGB-00518,9,Standard,561.43,3,2,Standard,99.71,18,No,No,77,No,3820.72,No
NGB-00519,74,Standard,554.08,1,3,High,99.5,22,No,No,113,No,53255.98,No
NGB-00520,33,Standard,460.75,5,2,Enterprise,99.3,11,No,No,154,Yes,33242.27,No
NGB-00521,49,Term,863.75,3,1,Standard,99.99,5,Yes,Yes,353,Yes,66606.01,No
NGB-00522,65,Standard,679.37,3,3,High,99.58,15,No,No,169,No,25712.54,No
NGB-00523,81,Standard,614.46,1,3,Standard,99.29,20,No,Yes,296,Yes,35917.47,No
NGB-00524,2,Standard,614.83,4,2,Enterprise,99.7,16,No,No,92,Yes,453.23,No
NGB-00525,67,Term,784.98,8,5,Enterprise,99.99,33,No,Yes,342,Yes,67037.16,No
NGB-00526,36,Standard,763.16,6,4,Standard,99.73,1,No,No,440,Yes,33482.87,No
NGB-00527,90,Standard,559.58,3,2,High,99.32,22,No,No,200,Yes,32917.87,Yes
NGB-00528,74,Term,729.8,6,0,Enterprise,99.99,20,No,No,203,No,62045.24,No
NGB-00529,46,Term,692.36,1,4,Standard,99.73,36,No,Yes,325,Yes,43458.64,No
NGB-00530,52,Flex,398.53,7,3,Standard,99.7,35,Yes,No,296,No,23873.73,No
NGB-00531,57,Term,1099.69,3,4,Standard,99.22,38,No,Yes,481,Yes,43341.88,No
NGB-00532,83,Term,926.12,1,3,Standard,99.49,36,No,No,434,No,110264.18,No
NGB-00533,44,Term,1035.96,1,5,High,99.85,7,No,No,445,Yes,59739.29,Yes
NGB-00534,12,Term,914.94,5,3,Standard,99.82,19,No,No,496,Yes,12327.94,No
NGB-00535,73,Term,919.36,6,3,Standard,98.65,1,No,Yes,308,No,100005.36,No
NGB-00536,49,Flex,502.29,4,4,Standard,99.38,6,No,No,205,Yes,40172.84,No
NGB-00537,13,Standard,468.57,3,2,Standard,99.62,31,Yes,No,58,Yes,18767.96,Yes
NGB-00538,67,Term,867.76,2,1,Standard,98.95,5,Yes,No,478,Yes,63802.24,No
NGB-00539,89,Flex,336.15,3,2,High,98.85,19,No,No,476,No,32211.0,No
NGB-00540,40,Flex,415.31,3,3,High,99.91,28,No,No,104,Yes,8766.0,No
NGB-00541,44,Flex,289.95,1,3,Standard,99.5,16,Yes,No,329,Yes,17379.29,Yes
NGB-00542,43,Standard,647.36,2,6,Standard,99.37,39,No,Yes,108,Yes,25730.57,No
NGB-00543,61,Standard,659.43,4,3,Standard,99.4,8,No,No,290,No,41497.38,Yes
NGB-00544,47,Term,835.64,1,4,Standard,99.73,7,No,No,213,Yes,19517.07,No
NGB-00545,26,Flex,458.0,3,2,Standard,99.7,1,Yes,No,67,Yes,7815.1,Yes
NGB-00546,14,Flex,368.66,3,4,Standard,99.84,37,No,No,41,No,4116.45,Yes
NGB-00547,18,Standard,427.66,3,8,Standard,99.65,29,Yes,No,493,Yes,4350.46,No
NGB-00548,49,Flex,466.02,2,1,High,99.78,31,No,Yes,302,No,32098.81,No
NGB-00549,72,Flex,453.26,3,1,Standard,99.89,28,Yes,No,321,No,39393.35,Yes
NGB-00550,24,Flex,375.48,4,2,Standard,99.99,17,Yes,No,304,Yes,14143.2,Yes
NGB-00551,70,Standard,481.76,5,4,Standard,99.61,15,No,No,269,Yes,31924.29,No
NGB-00552,39,Flex,379.12,7,6,High,99.51,23,No,No,18,Yes,28642.19,Yes
NGB-00553,6,Flex,434.35,3,2,High,99.99,26,No,No,301,No,9470.82,Yes
NGB-00554,20,Term,715.0,5,4,Standard,99.15,30,No,No,33,Yes,13240.71,No
NGB-00555,14,Term,790.44,2,3,Standard,99.24,39,No,No,261,No,12337.17,No
NGB-00556,37,Standard,656.5,7,3,High,99.77,39,No,Yes,147,Yes,25069.27,No
NGB-00557,62,Flex,378.2,4,4,High,99.85,36,No,No,339,Yes,17209.56,Yes
NGB-00558,70,Standard,597.3,5,1,Standard,99.22,21,No,No,62,Yes,20163.54,No
NGB-00559,35,Standard,675.67,2,3,High,99.7,29,No,No,190,Yes,19541.28,No
NGB-00560,46,Term,658.32,1,1,Standard,99.43,23,Yes,Yes,75,Yes,42960.36,No
NGB-00561,1,Term,726.98,3,6,High,99.38,13,No,Yes,357,No,2403.15,No
NGB-00562,78,Term,894.5,3,4,Enterprise,99.55,32,No,Yes,476,Yes,52467.53,No
NGB-00563,19,Term,827.08,3,3,Standard,99.84,8,No,No,459,Yes,26411.69,No
NGB-00564,78,Standard,615.87,2,3,High,99.95,30,No,No,353,No,57274.68,Yes
NGB-00565,23,Flex,407.15,3,5,Enterprise,99.99,23,No,No,216,Yes,36111.91,No
NGB-00566,15,Standard,632.86,4,2,High,99.66,37,Yes,Yes,436,Yes,13111.28,No
NGB-00567,53,Standard,646.09,6,2,High,99.32,38,No,No,70,No,45177.09,No
NGB-00568,5,Term,878.96,3,6,Standard,99.44,16,No,No,444,Yes,4244.64,No
NGB-00569,28,Standard,617.34,2,1,High,99.46,10,No,No,402,Yes,25342.86,No
NGB-00570,28,Term,1059.07,3,2,Enterprise,99.03,35,No,Yes,115,Yes,18559.72,No
NGB-00571,44,Term,989.07,2,3,High,99.08,18,No,No,285,Yes,46205.9,No
NGB-00572,51,Term,923.02,3,4,Standard,98.57,39,Yes,Yes,183,No,45671.53,No
NGB-00573,67,Flex,554.35,5,2,High,99.32,12,No,No,285,No,48232.39,No
NGB-00574,30,Term,708.08,2,5,High,99.14,1,No,Yes,227,No,26683.63,Yes
