customer_id,churned,monthly_subscription_fee,tenure_months,estimated_account_value,plan_tier,num_seats,integrations_connected,api_calls_per_month,support_tickets_ytd,onboarding_completed,admin_logins_per_week,has_sso,nps_score,days_since_last_login,billing_cycle
VTX-001489,No,208.71,55,12698.88,Scale,2,2,2619,1,No,2.2,Yes,80,3,monthly
VTX-001490,No,40.7,50,1300.5,Growth,8,2,5254,3,No,7.5,No,34,7,monthly
VTX-001491,No,0.0,9,69.21,Free,8,0,3427,1,Yes,3.0,No,20,28,monthly
VTX-001492,No,215.43,28,10360.39,Scale,5,1,2754,1,Yes,6.1,Yes,8,8,monthly
VTX-001493,No,52.26,57,2476.11,Growth,5,1,3328,0,Yes,1.0,No,23,19,annual
VTX-001494,Yes,172.7,14,2519.22,Scale,6,5,1654,3,Yes,2.5,Yes,16,29,monthly
VTX-001495,No,31.68,52,1727.29,Growth,10,1,1849,0,Yes,5.1,Yes,16,3,monthly
VTX-001496,Yes,33.1,29,2599.0,Growth,9,4,4230,1,Yes,2.2,No,0,1,monthly
VTX-001497,No,207.97,31,10135.53,Scale,5,1,4433,2,Yes,8.8,Yes,99,2,monthly
VTX-001498,No,46.57,15,1030.68,Growth,2,2,6945,1,Yes,8.0,No,100,2,annual
VTX-001499,No,53.42,56,1761.6,Growth,7,0,3303,0,Yes,2.8,No,32,2,monthly
VTX-001500,No,53.84,32,2309.5,Growth,7,0,3996,2,No,3.0,No,92,9,monthly
VTX-001501,No,63.24,35,3082.81,Growth,9,2,786,4,No,7.5,No,63,1,monthly
VTX-001502,No,195.63,28,2383.0,Scale,2,5,1327,1,Yes,7.1,Yes,88,1,monthly
VTX-001503,No,49.74,5,0.0,Growth,3,2,2357,3,Yes,4.6,No,86,3,monthly
VTX-001504,No,45.65,47,1680.92,Growth,11,3,3060,1,No,5.1,No,30,2,monthly
VTX-001505,No,191.88,20,5875.73,Scale,7,3,1549,2,Yes,2.8,No,87,13,monthly
VTX-001506,No,37.23,14,484.57,Growth,4,3,4542,0,Yes,1.4,No,14,8,monthly
VTX-001507,No,45.54,47,3737.93,Growth,5,4,2698,2,No,5.3,Yes,29,20,monthly
VTX-001508,No,55.37,12,592.13,Growth,5,2,2400,1,No,2.3,No,23,12,monthly
VTX-001509,No,0.0,41,87.79,Free,9,3,3886,3,No,2.4,No,35,17,monthly
VTX-001510,Yes,55.77,28,1353.46,Growth,4,2,3507,5,No,4.7,No,31,5,monthly
VTX-001511,Yes,0.0,48,121.71,Free,5,1,2153,1,Yes,6.8,No,46,19,annual
VTX-001512,Yes,0.0,3,313.47,Free,6,3,3933,4,No,3.8,Yes,33,0,monthly
VTX-001513,No,51.38,47,2319.32,Growth,1,1,2471,0,No,2.7,No,55,9,annual
VTX-001514,No,53.92,13,481.58,Growth,5,0,2934,2,Yes,3.6,No,81,3,monthly
VTX-001515,No,175.23,53,9916.15,Scale,15,2,4995,3,Yes,1.7,No,64,2,monthly
VTX-001516,No,0.0,21,43.02,Free,6,3,5263,2,Yes,4.1,No,91,8,monthly
VTX-001517,Yes,0.0,0,123.07,Free,8,1,3755,1,Yes,2.4,No,54,15,annual
VTX-001518,No,231.02,29,7829.08,Scale,4,5,3358,3,Yes,1.6,Yes,36,8,monthly
VTX-001519,Yes,0.0,3,24.13,Free,3,3,2515,1,Yes,5.5,No,43,3,annual
VTX-001520,No,0.0,16,0.0,Free,9,0,1953,1,No,1.6,No,56,4,monthly
VTX-001521,Yes,0.0,43,474.93,Free,5,3,9859,2,No,9.2,Yes,53,9,monthly
VTX-001522,Yes,60.49,34,2371.68,Growth,8,2,6875,2,Yes,6.6,Yes,31,9,annual
VTX-001523,No,211.09,43,14404.86,Scale,8,4,2269,2,Yes,2.1,No,46,8,monthly
VTX-001524,No,207.56,53,8965.91,Scale,3,3,4008,2,Yes,2.0,No,0,22,monthly
VTX-001525,No,49.68,28,1891.0,Growth,3,2,5022,1,No,6.1,No,85,0,annual
VTX-001526,No,0.0,33,0.0,Free,1,4,1258,2,Yes,2.7,No,56,8,monthly
VTX-001527,Yes,61.31,3,263.98,Growth,13,5,2956,2,Yes,5.9,Yes,20,0,monthly
VTX-001528,No,42.46,17,741.87,Growth,6,1,3473,1,Yes,3.5,No,71,18,monthly
VTX-001529,Yes,0.0,44,0.0,Free,5,3,8194,1,No,8.3,No,28,10,monthly
VTX-001530,No,0.0,3,101.06,Free,7,3,3213,2,Yes,1.3,No,86,2,annual
VTX-001531,No,0.0,21,61.82,Free,5,1,946,3,Yes,1.2,No,11,8,monthly
VTX-001532,No,0.0,8,235.83,Free,9,1,5340,0,Yes,1.4,No,41,1,monthly
VTX-001533,No,48.34,52,2062.95,Growth,7,1,5060,2,Yes,4.6,No,90,18,monthly
VTX-001534,Yes,44.67,34,1089.43,Growth,5,2,2920,0,Yes,5.2,No,10,29,monthly
VTX-001535,No,0.0,39,81.65,Free,8,3,1969,2,Yes,5.2,No,40,0,annual
VTX-001536,No,56.13,41,3127.2,Growth,6,3,3319,1,Yes,2.6,Yes,91,3,monthly
VTX-001537,No,270.78,13,3912.79,Scale,9,3,3484,1,Yes,6.1,Yes,98,10,monthly
VTX-001538,No,39.87,3,253.9,Growth,4,1,5341,1,Yes,2.2,No,74,8,monthly
VTX-001539,No,215.58,24,7044.86,Scale,6,1,2674,0,Yes,2.6,Yes,72,1,monthly
VTX-001540,No,46.1,11,650.5,Growth,2,2,6322,2,Yes,2.0,No,16,3,annual
VTX-001541,No,241.02,19,3293.84,Scale,3,3,1927,1,No,6.3,No,79,9,monthly
VTX-001542,Yes,0.0,19,194.92,Free,6,2,4187,0,Yes,2.9,No,22,10,monthly
VTX-001543,No,32.26,47,2922.84,Growth,3,3,1242,1,Yes,1.5,No,56,0,monthly
VTX-001544,No,0.0,19,53.86,Free,4,2,3660,1,Yes,7.6,No,97,5,annual
VTX-001545,No,54.35,9,1091.0,Growth,4,0,1701,2,Yes,4.4,Yes,52,9,monthly
VTX-001546,No,60.22,58,3190.66,Growth,7,4,2052,0,Yes,3.7,Yes,63,1,monthly
VTX-001547,Yes,0.0,2,33.72,Free,16,2,1434,3,No,4.0,No,11,8,monthly
VTX-001548,No,57.2,12,1078.63,Growth,5,5,3880,2,Yes,10.2,No,83,1,monthly
VTX-001549,Yes,0.0,21,0.0,Free,8,2,1969,1,No,2.5,No,28,8,monthly
VTX-001550,Yes,0.0,3,183.27,Free,5,2,804,3,Yes,4.3,Yes,42,1,monthly
VTX-001551,No,0.0,54,35.92,Free,7,1,894,4,Yes,8.3,No,93,1,monthly
VTX-001552,No,56.31,21,1610.96,Growth,5,1,7165,0,No,2.8,Yes,5,25,annual
VTX-001553,No,0.0,47,383.98,Free,2,5,4485,2,No,0.5,Yes,33,12,annual
VTX-001554,Yes,56.55,8,825.93,Growth,7,1,1602,0,No,2.4,No,37,14,annual
VTX-001555,No,0.0,31,0.0,Free,8,1,358,0,No,8.4,No,55,6,annual
VTX-001556,No,208.55,7,992.03,Scale,7,3,1317,1,Yes,7.2,No,44,7,monthly
VTX-001557,Yes,186.64,14,2726.49,Scale,9,2,3889,1,Yes,3.5,No,98,16,monthly
VTX-001558,No,55.3,24,1105.11,Growth,7,1,5564,2,Yes,1.5,No,35,1,monthly
VTX-001559,No,54.53,52,2092.35,Growth,8,4,8205,1,Yes,3.6,No,92,1,annual
VTX-001560,Yes,161.93,18,3168.32,Scale,6,1,3171,4,Yes,2.2,No,97,10,monthly
VTX-001561,No,207.45,46,11115.36,Scale,5,0,1610,0,No,1.8,No,96,23,monthly
VTX-001562,No,55.11,5,376.05,Growth,6,1,1045,3,No,3.9,Yes,76,8,monthly
VTX-001563,No,120.0,15,1994.17,Scale,9,3,2691,3,Yes,5.4,Yes,30,4,monthly
VTX-001564,No,208.54,36,7476.13,Scale,7,2,466,1,Yes,3.3,No,91,1,annual
VTX-001565,No,210.04,28,7658.4,Scale,7,3,2064,1,Yes,1.9,Yes,31,27,monthly
VTX-001566,No,43.1,30,1430.71,Growth,4,7,5327,1,No,0.6,No,79,34,monthly
VTX-001567,No,0.0,41,133.73,Free,4,1,5183,1,No,1.8,No,86,5,monthly
VTX-001568,No,0.0,4,0.0,Free,12,4,1651,0,Yes,4.6,No,22,2,monthly
VTX-001569,No,47.2,42,3867.07,Growth,4,3,3837,1,Yes,0.5,No,24,2,monthly
VTX-001570,No,49.63,52,4371.57,Growth,3,0,3637,1,Yes,2.5,No,83,3,monthly
VTX-001571,No,45.98,46,1765.03,Growth,4,2,1493,1,Yes,2.3,No,94,4,annual
VTX-001572,No,34.9,17,883.8,Growth,8,4,3241,1,Yes,1.5,No,28,3,monthly
VTX-001573,No,37.88,21,274.73,Growth,4,5,607,0,Yes,2.3,No,85,1,annual
VTX-001574,No,191.39,58,10061.62,Scale,9,1,1061,1,Yes,2.8,Yes,40,8,monthly
VTX-001575,No,0.0,48,40.36,Free,6,4,3546,1,Yes,7.9,No,71,13,monthly
VTX-001576,No,0.0,56,0.0,Free,7,2,605,0,Yes,2.1,No,52,13,monthly
VTX-001577,No,195.77,55,4607.39,Scale,3,1,400,1,No,2.4,No,77,0,monthly
VTX-001578,No,155.21,26,3304.85,Scale,8,0,4408,1,Yes,2.5,No,89,28,monthly
VTX-001579,No,247.5,7,2736.72,Scale,6,1,484,0,No,4.8,Yes,9,9,annual
VTX-001580,Yes,187.2,13,1678.61,Scale,2,2,1455,2,No,10.3,Yes,90,1,annual
VTX-001581,No,164.98,17,2135.99,Scale,5,2,7036,1,No,4.2,No,62,9,monthly
VTX-001582,Yes,0.0,50,0.0,Free,10,4,958,1,No,2.4,No,45,4,monthly
VTX-001583,No,51.07,16,861.91,Growth,6,1,4095,1,Yes,1.3,No,52,1,monthly
VTX-001584,No,0.0,22,0.0,Free,3,2,1840,0,Yes,3.8,No,6,2,monthly
VTX-001585,No,57.15,51,2459.1,Growth,9,1,2750,2,Yes,1.2,No,40,6,monthly
VTX-001586,No,218.06,9,3419.93,Scale,8,4,1489,1,Yes,0.6,Yes,65,3,annual
VTX-001587,No,49.08,40,1756.96,Growth,4,3,4685,0,Yes,2.6,No,53,2,monthly
VTX-001588,No,73.88,33,4325.36,Growth,6,1,3464,1,Yes,11.7,Yes,12,50,monthly
VTX-001589,No,0.0,60,140.36,Free,7,1,4349,1,Yes,6.4,No,13,3,annual
VTX-001590,No,0.0,29,249.11,Free,2,1,4781,2,Yes,4.7,No,32,2,monthly
VTX-001591,No,0.0,31,52.63,Free,2,1,4220,1,Yes,1.6,No,100,2,monthly
VTX-001592,No,0.0,51,178.0,Free,4,2,2852,1,Yes,2.5,No,36,8,monthly
VTX-001593,No,202.88,60,8212.05,Scale,3,2,2961,0,Yes,5.9,Yes,54,22,monthly
VTX-001594,No,40.72,44,1989.26,Growth,8,3,1447,1,Yes,6.1,No,98,13,monthly
VTX-001595,No,186.46,42,20335.09,Scale,5,3,2465,0,Yes,0.4,Yes,82,23,monthly
VTX-001596,No,53.0,53,2553.02,Growth,11,1,3810,3,Yes,2.4,No,96,6,monthly
VTX-001597,No,0.0,59,0.0,Free,8,3,1918,1,Yes,2.6,No,14,7,monthly
VTX-001598,No,0.0,44,221.26,Free,5,3,2406,1,No,8.9,Yes,8,9,annual
VTX-001599,No,182.76,17,3651.35,Scale,3,1,564,1,Yes,1.8,Yes,22,5,monthly
VTX-001600,Yes,0.0,39,0.0,Free,4,1,1341,4,Yes,3.9,No,86,2,monthly
VTX-001601,No,198.8,14,2331.35,Scale,4,3,3091,1,No,1.8,No,63,22,monthly
VTX-001602,No,0.0,30,0.0,Free,8,5,2864,3,Yes,2.3,No,88,6,monthly
VTX-001603,No,60.62,27,2758.33,Growth,5,1,3397,1,Yes,1.3,Yes,72,15,annual
VTX-001604,No,246.1,60,13478.89,Scale,4,3,7963,1,No,1.3,Yes,49,14,monthly
VTX-001605,Yes,0.0,33,0.0,Free,8,1,2881,1,No,1.5,No,17,2,monthly
VTX-001606,Yes,0.0,58,106.59,Free,6,3,1696,1,No,0.8,No,30,8,monthly
VTX-001607,No,215.43,49,7932.17,Scale,5,4,2751,0,Yes,2.8,No,89,5,monthly
VTX-001608,No,0.0,51,166.63,Free,4,2,11478,1,No,3.3,No,19,4,monthly
VTX-001609,No,58.59,10,737.28,Growth,6,3,2515,2,No,0.9,Yes,29,4,annual
VTX-001610,Yes,54.9,47,6147.69,Growth,9,1,363,0,No,0.6,No,46,6,monthly
VTX-001611,Yes,0.0,15,287.45,Free,15,0,9855,1,No,5.1,No,16,7,monthly
VTX-001612,No,197.8,35,9503.14,Scale,6,3,3308,0,No,4.0,Yes,78,47,monthly
VTX-001613,No,228.84,29,5597.61,Scale,4,1,1599,1,Yes,7.2,No,82,4,annual
VTX-001614,No,58.63,15,1818.55,Growth,6,0,1959,2,Yes,4.3,No,48,18,annual
VTX-001615,No,199.96,60,12970.05,Scale,7,1,1417,0,No,1.2,Yes,24,1,annual
VTX-001616,Yes,0.0,53,178.83,Free,5,1,700,4,Yes,1.2,Yes,75,27,monthly
VTX-001617,No,0.0,35,217.1,Free,7,3,5715,1,Yes,1.5,Yes,38,27,annual
VTX-001618,No,49.5,0,2.72,Growth,9,2,4682,0,Yes,2.4,No,32,5,monthly
VTX-001619,No,213.05,11,3260.31,Scale,5,1,1130,4,Yes,2.9,Yes,29,5,annual
VTX-001620,Yes,0.0,13,0.0,Free,7,4,2011,1,Yes,5.0,No,42,8,annual
VTX-001621,No,0.0,59,316.94,Free,5,5,6414,1,No,6.2,Yes,90,11,monthly
VTX-001622,No,63.97,24,1617.37,Growth,7,2,1195,2,Yes,1.2,No,13,8,annual
VTX-001623,No,204.29,2,672.97,Scale,4,1,1123,1,No,5.4,No,38,1,monthly
VTX-001624,Yes,0.0,35,0.0,Free,6,2,5360,1,Yes,2.8,No,17,2,monthly
VTX-001625,Yes,60.55,57,3220.68,Growth,5,1,2938,2,Yes,3.4,No,91,9,annual
VTX-001626,Yes,41.33,34,1513.04,Growth,9,2,7583,0,Yes,12.1,Yes,5,2,monthly
VTX-001627,No,51.89,27,1114.76,Growth,6,1,4587,3,No,8.2,No,42,1,annual
VTX-001628,No,0.0,10,0.0,Free,7,1,3174,3,Yes,1.3,No,42,17,monthly
VTX-001629,No,0.0,53,158.79,Free,6,4,935,2,No,4.2,No,53,0,annual
VTX-001630,Yes,35.07,6,407.34,Growth,6,1,7977,2,Yes,3.3,Yes,29,7,annual
VTX-001631,No,62.7,56,2703.71,Growth,4,1,5862,2,Yes,5.1,No,30,4,annual
VTX-001632,No,219.64,13,2353.42,Scale,3,1,4200,0,Yes,3.3,No,90,25,annual
VTX-001633,Yes,51.02,8,565.9,Growth,4,3,5642,0,No,0.7,No,41,6,annual
VTX-001634,No,61.14,21,953.46,Growth,7,3,1772,2,No,7.6,No,80,3,annual
VTX-001635,No,183.45,0,190.78,Scale,3,2,2187,2,Yes,2.1,Yes,73,4,annual
VTX-001636,No,48.02,0,150.72,Growth,6,1,543,3,No,0.7,No,82,19,annual
VTX-001637,No,32.29,11,762.45,Growth,5,2,3241,0,No,6.1,No,10,11,monthly
VTX-001638,No,159.12,42,5555.0,Scale,6,2,1147,1,Yes,4.3,No,78,1,monthly
VTX-001639,Yes,0.0,49,0.0,Free,4,3,1756,4,Yes,1.6,No,79,5,monthly
VTX-001640,No,72.74,15,1729.19,Growth,5,0,281,2,Yes,9.9,No,1,2,annual
VTX-001641,No,50.18,39,2555.98,Growth,4,1,6547,3,No,9.4,Yes,14,0,monthly
VTX-001642,No,0.0,21,0.0,Free,11,2,4696,2,Yes,3.1,No,36,6,monthly
VTX-001643,No,40.0,26,1888.98,Growth,4,0,522,0,Yes,3.0,No,13,0,monthly
VTX-001644,No,0.0,20,328.33,Free,1,3,5272,0,Yes,0.9,Yes,59,34,monthly
VTX-001645,Yes,0.0,54,0.0,Free,1,0,1771,0,No,6.5,No,78,57,monthly
VTX-001646,No,59.31,31,1129.53,Growth,6,3,941,1,No,7.0,No,7,1,monthly
VTX-001647,No,0.0,30,0.0,Free,5,2,1192,4,Yes,2.5,No,77,4,monthly
VTX-001648,No,230.74,52,8457.73,Scale,8,3,3311,1,No,4.6,Yes,59,14,monthly
VTX-001649,No,251.67,40,9696.59,Scale,5,1,6358,0,No,4.3,No,97,8,monthly
VTX-001650,No,160.78,9,1798.94,Scale,10,2,527,2,No,1.4,Yes,96,18,annual
VTX-001651,No,0.0,11,64.1,Free,8,1,5514,1,Yes,17.3,No,81,11,monthly
VTX-001652,No,0.0,20,0.0,Free,5,1,1918,1,Yes,7.2,No,77,2,monthly
VTX-001653,No,0.0,5,241.24,Free,13,3,4027,3,No,4.5,Yes,48,4,monthly
VTX-001654,No,0.0,42,1.44,Free,4,1,744,2,Yes,3.4,No,22,2,monthly
VTX-001655,No,205.28,30,2800.4,Scale,6,2,1371,2,No,1.0,Yes,46,7,annual
VTX-001656,Yes,67.32,2,90.27,Growth,9,2,1891,2,No,3.7,No,47,23,monthly
VTX-001657,No,0.0,24,0.0,Free,8,2,1380,3,Yes,4.1,No,31,4,monthly
VTX-001658,No,183.29,50,10953.97,Scale,8,2,4356,0,Yes,10.1,No,93,3,monthly
VTX-001659,No,47.18,55,1973.68,Growth,10,0,2223,0,Yes,0.7,No,9,2,annual
VTX-001660,No,0.0,58,0.0,Free,4,2,1753,2,Yes,3.3,No,71,2,monthly
VTX-001661,No,0.0,56,16.19,Free,5,2,3121,1,Yes,2.8,No,75,2,monthly
VTX-001662,No,48.11,37,1793.19,Growth,8,1,3013,1,No,2.1,Yes,97,25,monthly
VTX-001663,No,229.92,56,9359.73,Scale,6,3,3009,5,No,1.7,No,2,4,annual
VTX-001664,No,0.0,58,50.99,Free,12,2,3472,3,No,7.3,No,99,20,monthly
VTX-001665,No,207.63,38,4310.85,Scale,6,1,10561,3,Yes,2.0,No,23,0,annual
VTX-001666,No,315.46,25,5254.67,Scale,6,2,1087,1,No,12.1,No,70,16,monthly
VTX-001667,No,188.45,58,16766.36,Scale,5,5,1873,3,Yes,2.8,No,11,2,annual
VTX-001668,No,0.0,25,0.0,Free,8,3,3262,0,Yes,2.4,No,5,24,monthly
VTX-001669,Yes,0.0,10,2.59,Free,10,1,3509,1,No,6.7,No,86,14,monthly
VTX-001670,No,252.81,6,1642.6,Scale,6,3,1352,0,Yes,3.2,No,20,8,monthly
VTX-001671,Yes,0.0,34,51.23,Free,4,1,1698,1,No,3.6,No,44,2,monthly
VTX-001672,No,51.14,2,0.0,Growth,6,2,3611,3,Yes,5.1,No,12,2,monthly
VTX-001673,No,39.0,7,256.41,Growth,3,4,2394,1,Yes,3.4,No,26,3,monthly
VTX-001674,No,0.0,14,7.79,Free,6,1,1456,0,Yes,6.9,No,100,41,annual
VTX-001675,No,256.21,32,8323.32,Scale,4,4,4657,2,Yes,1.2,Yes,79,12,monthly
VTX-001676,No,217.68,29,4530.58,Scale,4,0,1853,0,Yes,0.7,Yes,89,18,annual
VTX-001677,No,42.78,31,1226.59,Growth,3,2,3435,2,No,6.1,No,97,2,monthly
VTX-001678,No,65.04,30,2909.89,Growth,5,2,2095,1,Yes,5.2,Yes,77,11,monthly
VTX-001679,No,200.3,60,9991.2,Scale,10,0,4514,0,Yes,10.4,No,53,15,annual
VTX-001680,Yes,47.81,13,1432.65,Growth,7,2,1119,2,Yes,7.2,No,60,33,monthly
VTX-001681,No,41.46,28,937.88,Growth,6,1,6457,2,Yes,2.5,No,40,12,annual
VTX-001682,No,202.32,37,9143.91,Scale,4,3,7868,2,Yes,4.5,No,32,5,monthly
VTX-001683,No,44.93,16,459.84,Growth,6,6,827,1,Yes,3.0,No,77,13,monthly
VTX-001684,No,0.0,11,21.59,Free,6,1,4622,2,Yes,2.9,No,62,4,annual
VTX-001685,Yes,0.0,2,86.28,Free,4,2,2896,4,Yes,5.4,No,5,4,annual
VTX-001686,Yes,0.0,19,145.47,Free,8,3,1450,2,Yes,2.3,Yes,98,14,monthly
VTX-001687,No,58.66,15,712.56,Growth,3,2,1141,2,Yes,2.0,No,16,3,monthly
VTX-001688,No,31.22,11,691.49,Growth,6,4,1601,2,Yes,5.2,No,13,12,annual
VTX-001689,No,51.29,16,591.66,Growth,7,2,780,0,Yes,0.7,Yes,78,1,monthly
VTX-001690,No,71.16,42,3159.68,Growth,6,0,2131,2,Yes,3.2,No,27,2,annual
VTX-001691,No,199.36,50,18415.88,Scale,6,1,2017,0,Yes,0.5,Yes,41,12,monthly
VTX-001692,Yes,238.67,31,6964.3,Scale,6,1,2175,1,No,1.5,Yes,41,0,monthly
VTX-001693,No,0.0,4,0.0,Free,4,0,4892,0,Yes,4.2,No,3,1,annual
VTX-001694,No,67.28,44,4424.75,Growth,4,5,1663,0,Yes,4.4,No,56,1,monthly
VTX-001695,No,54.16,9,1661.94,Growth,3,3,3105,1,No,4.4,Yes,34,8,monthly
VTX-001696,No,60.85,3,0.0,Growth,11,0,1547,0,No,5.2,No,86,1,annual
VTX-001697,No,0.0,34,197.19,Free,7,0,706,1,No,1.5,No,45,3,annual
VTX-001698,No,168.46,25,2276.85,Scale,6,3,1685,1,No,4.9,Yes,52,7,annual
VTX-001699,No,193.37,19,2840.68,Scale,5,1,934,1,No,6.5,Yes,40,12,monthly
VTX-001700,No,60.76,58,4384.62,Growth,6,2,4599,2,Yes,4.0,No,49,7,monthly
VTX-001701,No,189.12,5,1138.44,Scale,7,3,4418,1,Yes,0.3,Yes,6,14,monthly
VTX-001702,No,138.58,3,361.93,Scale,6,3,4429,0,No,4.1,No,1,3,monthly
VTX-001703,No,47.87,35,1896.06,Growth,5,1,3797,3,Yes,1.3,No,33,5,monthly
VTX-001704,No,57.32,25,1215.21,Growth,6,2,1201,0,Yes,1.2,No,30,7,monthly
VTX-001705,No,65.1,48,3809.01,Growth,6,5,1689,1,Yes,4.2,No,4,3,monthly
VTX-001706,No,229.06,2,581.51,Scale,7,1,5797,1,Yes,4.4,Yes,2,7,monthly
VTX-001707,No,0.0,25,352.95,Free,4,2,6844,1,No,3.4,Yes,33,1,annual
VTX-001708,No,37.63,8,541.1,Growth,5,5,1230,1,No,8.1,Yes,13,9,monthly
VTX-001709,No,236.2,2,336.29,Scale,8,1,858,2,No,3.3,No,41,2,monthly
VTX-001710,Yes,0.0,28,32.28,Free,5,2,1305,1,Yes,2.0,No,25,22,annual
VTX-001711,No,176.8,44,12399.78,Scale,7,3,4681,2,Yes,5.5,Yes,12,3,annual
VTX-001712,No,54.19,9,605.15,Growth,5,0,1885,2,Yes,2.5,No,27,6,monthly
VTX-001713,No,235.05,51,11556.94,Scale,4,4,2766,1,Yes,3.8,Yes,14,2,monthly
VTX-001714,No,143.57,31,3430.03,Scale,6,1,1078,3,Yes,4.6,Yes,17,12,annual
VTX-001715,No,0.0,29,62.5,Free,8,0,2737,2,Yes,5.8,No,49,17,monthly
VTX-001716,No,199.84,56,12740.63,Scale,6,3,2076,2,Yes,8.6,No,45,7,monthly
VTX-001717,No,0.0,20,121.15,Free,2,1,4153,0,Yes,4.6,No,67,5,monthly
VTX-001718,No,52.25,12,1134.64,Growth,7,6,10112,2,Yes,0.6,Yes,0,1,monthly
VTX-001719,No,49.93,47,1751.88,Growth,6,2,3679,1,Yes,6.2,No,94,17,monthly
VTX-001720,No,194.58,6,1289.6,Scale,7,1,432,2,No,3.7,Yes,48,2,monthly
VTX-001721,Yes,0.0,53,24.1,Free,7,2,2288,0,Yes,2.3,No,27,5,monthly
VTX-001722,No,0.0,50,125.96,Free,6,3,3168,2,Yes,4.3,No,33,3,monthly
VTX-001723,No,49.13,59,4085.57,Growth,4,2,12516,0,No,2.7,No,68,17,monthly
VTX-001724,No,51.09,28,1451.88,Growth,2,1,1150,1,Yes,4.2,No,92,1,annual
VTX-001725,No,51.84,37,2845.81,Growth,11,1,5492,1,Yes,3.9,No,93,25,annual
VTX-001726,No,0.0,53,283.94,Free,8,1,3440,0,Yes,2.2,Yes,79,6,monthly
VTX-001727,No,59.07,8,780.41,Growth,9,3,2107,1,Yes,3.4,No,68,4,monthly
VTX-001728,No,202.07,18,3785.67,Scale,5,1,9295,2,No,6.8,No,68,6,annual
VTX-001729,Yes,0.0,28,226.3,Free,7,4,7628,1,No,7.4,No,61,6,monthly
VTX-001730,No,53.29,38,2090.05,Growth,4,6,1655,4,No,1.0,Yes,50,24,monthly
VTX-001731,No,201.89,41,10669.3,Scale,10,3,8765,2,Yes,1.4,Yes,56,11,annual
VTX-001732,No,0.0,56,0.0,Free,4,4,2426,0,No,5.1,No,19,2,monthly
VTX-001733,No,47.4,29,1056.85,Growth,4,3,1628,2,Yes,3.4,No,29,1,monthly
VTX-001734,Yes,0.0,10,105.16,Free,6,3,6228,3,Yes,4.3,No,53,14,monthly
VTX-001735,No,196.3,11,3231.66,Scale,8,3,2133,0,Yes,5.0,No,98,7,annual
VTX-001736,No,41.44,48,4700.36,Growth,6,3,4350,3,Yes,2.0,No,0,3,monthly
VTX-001737,No,185.43,28,11904.01,Scale,4,1,9698,1,Yes,0.4,Yes,83,9,monthly
VTX-001738,No,0.0,38,274.42,Free,3,1,5085,1,Yes,3.1,Yes,56,17,monthly
VTX-001739,No,44.75,34,580.29,Growth,6,1,1023,2,No,8.6,No,71,15,monthly
VTX-001740,No,195.2,49,12833.1,Scale,5,2,5160,1,Yes,2.8,Yes,89,1,monthly
VTX-001741,No,0.0,13,17.74,Free,7,2,1314,0,Yes,6.5,No,31,4,monthly
VTX-001742,Yes,0.0,10,297.2,Free,6,1,1211,2,No,5.6,Yes,34,27,monthly
VTX-001743,No,0.0,44,0.0,Free,12,4,2414,0,Yes,2.0,No,28,52,monthly
VTX-001744,No,246.71,26,2872.95,Scale,4,4,1780,6,No,3.4,No,31,8,monthly
VTX-001745,No,51.35,49,5708.94,Growth,7,0,5564,2,Yes,5.3,Yes,18,5,annual
VTX-001746,No,42.65,7,603.59,Growth,2,2,2022,1,Yes,1.7,Yes,6,0,monthly
VTX-001747,No,57.51,16,1256.09,Growth,5,3,2402,1,Yes,1.3,No,69,2,annual
VTX-001748,No,52.87,58,2147.67,Growth,7,2,1110,0,No,3.4,No,28,2,monthly
VTX-001749,No,59.29,51,2600.42,Growth,9,2,3135,1,Yes,5.4,No,92,14,monthly
VTX-001750,Yes,43.25,3,215.48,Growth,5,3,2217,2,No,2.7,Yes,26,4,monthly
VTX-001751,Yes,41.52,49,2318.96,Growth,4,5,5066,0,No,4.0,Yes,81,1,monthly
VTX-001752,Yes,0.0,3,195.3,Free,2,3,6910,0,Yes,2.3,No,81,25,monthly
VTX-001753,No,178.74,7,1062.31,Scale,4,4,4784,5,No,0.1,No,88,0,monthly
VTX-001754,No,277.94,54,16465.61,Scale,5,4,1862,0,Yes,3.3,No,20,5,monthly
VTX-001755,No,59.22,7,686.52,Growth,6,0,3233,1,Yes,1.8,No,85,4,monthly
VTX-001756,No,50.17,18,1183.43,Growth,7,4,4095,0,Yes,3.9,No,18,10,annual
VTX-001757,Yes,0.0,8,9.56,Free,7,1,1810,2,Yes,4.5,No,63,0,monthly
VTX-001758,No,176.77,36,6018.86,Scale,6,0,2437,0,Yes,3.0,Yes,15,14,monthly
VTX-001759,No,207.4,3,924.97,Scale,5,2,2444,3,No,7.1,No,63,7,monthly
VTX-001760,Yes,218.99,17,2604.08,Scale,10,1,3353,0,Yes,2.4,Yes,58,25,annual
VTX-001761,Yes,0.0,19,205.23,Free,10,2,3912,0,No,5.3,Yes,18,5,annual
VTX-001762,No,0.0,39,122.35,Free,5,4,1910,0,Yes,4.5,No,44,1,monthly
VTX-001763,No,0.0,30,0.0,Free,7,2,1023,2,Yes,4.3,No,70,4,monthly
VTX-001764,Yes,0.0,11,0.0,Free,9,2,783,4,No,8.7,No,53,3,annual
VTX-001765,No,0.0,28,0.0,Free,2,1,3130,0,No,0.7,No,54,6,monthly
