customer_id,cancelled,weekly_box_price,tenure_weeks,estimated_lifetime_value,meal_plan,household_size,dietary_preference,meals_skipped_ytd,referral_count,recipe_rating_avg,delivery_issues_ytd,app_engagement_score,payment_method,auto_renew,boxes_per_week
HTM-003024,No,37.36,98,1874.23,Basic,2,Vegetarian,4,1,3.2,1,92,paypal,No,2
HTM-003025,No,62.97,40,3795.78,Family,2,Omnivore,1,0,4.1,0,83,card,No,2
HTM-003026,No,72.45,4,448.28,Family,2,Omnivore,2,0,4.3,2,86,paypal,No,3
HTM-003027,No,40.87,51,1903.06,Basic,4,Vegetarian,3,0,3.6,0,50,card,Yes,1
HTM-003028,Yes,61.96,26,1770.46,Family,1,Omnivore,7,1,4.2,0,45,bnpl,No,1
HTM-003029,No,36.94,39,1368.36,Basic,2,Pescatarian,2,0,3.5,1,10,card,Yes,1
HTM-003030,No,105.4,9,1082.71,Gourmet,3,Omnivore,2,0,4.5,0,3,bnpl,No,2
HTM-003031,No,91.04,101,11065.77,Gourmet,4,Vegetarian,9,0,4.6,0,41,card,No,2
HTM-003032,No,100.6,81,8724.48,Gourmet,1,Vegan,6,0,3.5,0,36,card,No,1
HTM-003033,No,39.3,71,2652.25,Basic,6,Vegetarian,3,1,4.3,1,15,paypal,Yes,1
HTM-003034,No,37.08,23,825.35,Basic,1,Omnivore,2,0,4.2,0,54,paypal,Yes,1
HTM-003035,No,55.43,34,2047.36,Family,3,Omnivore,3,0,3.2,0,97,card,Yes,2
HTM-003036,Yes,78.36,93,4691.52,Family,3,Vegan,4,0,4.1,1,94,paypal,Yes,2
HTM-003037,No,33.36,100,4429.17,Basic,3,Omnivore,3,1,4.3,0,54,bnpl,Yes,3
HTM-003038,No,59.15,50,2317.41,Family,2,Omnivore,6,0,3.6,1,10,card,Yes,3
HTM-003039,No,99.37,87,16835.68,Gourmet,2,Omnivore,7,1,3.5,2,51,card,Yes,3
HTM-003040,No,63.58,69,8910.36,Family,2,Omnivore,2,0,3.5,1,98,card,Yes,1
HTM-003041,No,112.73,67,3256.87,Gourmet,3,Pescatarian,7,0,3.7,0,8,card,Yes,3
HTM-003042,No,106.54,32,3612.59,Gourmet,1,Omnivore,3,0,3.6,0,78,card,Yes,2
HTM-003043,No,93.77,80,8050.87,Gourmet,2,Omnivore,3,0,4.0,0,29,card,Yes,2
HTM-003044,Yes,39.86,76,6942.5,Basic,2,Omnivore,2,0,5.0,1,72,paypal,Yes,3
HTM-003045,No,90.76,25,1403.7,Gourmet,2,Omnivore,3,0,3.3,0,66,card,Yes,2
HTM-003046,No,98.23,5,643.09,Gourmet,2,Vegetarian,2,1,5.0,1,23,paypal,Yes,2
HTM-003047,No,86.61,75,2656.28,Gourmet,4,Omnivore,2,0,4.7,1,9,card,No,2
HTM-003048,No,144.9,61,4498.93,Gourmet,5,Omnivore,1,0,3.0,0,30,card,Yes,2
HTM-003049,Yes,34.9,31,905.82,Basic,1,Omnivore,3,0,4.2,1,19,card,No,1
HTM-003050,No,88.84,84,12901.59,Gourmet,2,Vegetarian,4,1,3.6,0,97,card,No,1
HTM-003051,No,67.55,94,6162.44,Family,5,Vegetarian,5,0,3.5,0,14,bnpl,No,1
HTM-003052,No,91.77,34,3622.03,Gourmet,4,Vegetarian,2,0,4.6,2,15,card,No,1
HTM-003053,Yes,47.19,0,0.0,Basic,3,Vegan,3,0,3.2,2,7,card,No,2
HTM-003054,No,89.91,104,19689.94,Gourmet,1,Omnivore,5,0,3.8,0,43,paypal,No,1
HTM-003055,No,65.15,57,6073.52,Family,2,Pescatarian,2,0,3.8,0,44,card,Yes,1
HTM-003056,No,60.37,68,2386.62,Family,3,Omnivore,4,1,4.6,0,9,card,No,1
HTM-003057,No,68.53,2,168.05,Family,1,Vegan,1,0,3.2,3,67,card,No,1
HTM-003058,No,39.02,8,295.76,Basic,3,Pescatarian,4,0,4.3,0,55,card,Yes,1
HTM-003059,No,92.04,9,509.93,Gourmet,2,Omnivore,5,1,3.4,1,91,card,No,2
HTM-003060,No,41.93,58,3031.06,Basic,1,Omnivore,2,0,3.2,1,70,card,Yes,2
HTM-003061,No,68.14,11,661.19,Family,2,Omnivore,5,2,2.4,1,0,card,No,1
HTM-003062,No,81.69,96,5749.27,Family,3,Vegan,4,0,3.8,0,21,paypal,No,2
HTM-003063,No,76.04,23,665.77,Family,4,Omnivore,6,0,3.4,0,92,card,No,2
HTM-003064,Yes,31.92,31,1675.75,Basic,2,Omnivore,5,0,4.2,1,43,card,Yes,1
HTM-003065,No,56.13,8,337.88,Family,2,Vegetarian,1,0,3.1,0,24,card,No,1
HTM-003066,No,66.34,33,1497.0,Family,4,Omnivore,5,0,3.3,1,42,card,Yes,2
HTM-003067,No,104.81,102,13547.06,Gourmet,1,Vegetarian,5,0,3.5,2,74,card,Yes,2
HTM-003068,No,76.59,6,425.07,Family,2,Vegetarian,3,0,4.5,0,34,paypal,No,3
HTM-003069,No,79.62,21,1778.09,Family,2,Vegetarian,1,0,4.2,0,15,card,No,1
HTM-003070,No,75.4,33,14818.64,Family,2,Vegetarian,5,0,4.4,1,65,paypal,No,1
HTM-003071,No,77.45,76,8569.09,Family,3,Omnivore,2,0,4.4,0,34,bnpl,Yes,2
HTM-003072,No,74.21,28,3687.43,Family,3,Vegan,2,0,4.4,2,18,paypal,Yes,1
HTM-003073,No,32.95,98,2979.74,Basic,1,Vegan,4,0,3.2,0,70,paypal,Yes,1
HTM-003074,Yes,125.44,51,3513.11,Gourmet,1,Omnivore,3,0,4.2,3,16,bnpl,No,1
HTM-003075,No,94.39,82,10189.89,Gourmet,2,Pescatarian,3,0,3.3,1,94,card,Yes,1
HTM-003076,No,63.94,33,3761.2,Family,3,Omnivore,3,1,4.0,2,11,paypal,Yes,2
HTM-003077,No,66.5,48,1746.95,Family,2,Vegetarian,2,0,5.0,2,96,paypal,Yes,1
HTM-003078,No,43.33,15,678.81,Basic,4,Vegan,2,1,3.4,0,67,card,No,2
HTM-003079,No,81.9,74,4477.96,Family,3,Omnivore,6,0,4.5,0,31,bnpl,No,1
HTM-003080,No,68.31,85,4658.54,Family,3,Omnivore,3,1,3.9,2,78,card,Yes,1
HTM-003081,No,100.45,46,2693.55,Gourmet,2,Omnivore,2,1,3.6,0,20,card,Yes,2
HTM-003082,No,38.66,16,543.69,Basic,4,Omnivore,1,0,3.7,0,32,card,Yes,1
HTM-003083,No,41.45,28,1607.28,Basic,2,Vegan,6,0,3.9,1,31,card,No,3
HTM-003084,Yes,40.68,7,331.7,Basic,1,Vegan,4,1,3.7,0,20,card,No,1
HTM-003085,Yes,91.93,62,4304.39,Gourmet,2,Omnivore,2,1,4.9,0,5,bnpl,No,1
HTM-003086,No,80.58,21,1662.52,Family,1,Vegan,1,2,3.9,0,48,card,Yes,2
HTM-003087,No,98.45,98,7047.27,Gourmet,2,Omnivore,6,0,3.7,1,80,card,No,1
HTM-003088,No,66.69,90,7685.41,Family,2,Pescatarian,4,1,4.4,0,43,card,Yes,3
HTM-003089,No,36.79,1,16.98,Basic,3,Omnivore,1,0,3.6,0,84,paypal,Yes,1
HTM-003090,Yes,109.84,16,5745.52,Gourmet,2,Omnivore,1,0,4.4,0,85,paypal,No,1
HTM-003091,No,34.94,37,1337.46,Basic,2,Vegetarian,1,0,4.5,2,72,bnpl,No,1
HTM-003092,No,81.44,98,6764.47,Family,3,Pescatarian,3,0,5.0,0,24,paypal,Yes,2
HTM-003093,No,85.79,82,10812.85,Family,4,Vegetarian,3,0,4.7,0,45,card,Yes,1
HTM-003094,No,32.32,77,3558.31,Basic,2,Omnivore,5,1,3.7,0,3,paypal,No,1
HTM-003095,No,113.54,100,8306.88,Gourmet,2,Omnivore,3,0,3.8,0,67,paypal,Yes,1
HTM-003096,No,53.01,13,1296.37,Basic,2,Omnivore,1,0,5.0,0,79,card,Yes,2
HTM-003097,No,42.17,60,1677.97,Basic,2,Omnivore,4,0,3.3,0,84,card,No,1
HTM-003098,Yes,35.94,29,948.44,Basic,4,Omnivore,3,0,2.7,0,24,card,Yes,1
HTM-003099,No,50.0,23,1092.09,Family,1,Vegetarian,4,0,4.1,1,41,card,Yes,3
HTM-003100,No,78.68,7,293.91,Family,5,Omnivore,2,1,4.2,1,4,card,No,1
HTM-003101,No,115.17,76,6652.84,Gourmet,2,Omnivore,2,1,4.1,1,11,card,No,2
HTM-003102,No,84.79,14,831.54,Family,2,Vegetarian,2,1,4.1,1,56,card,Yes,1
HTM-003103,No,44.25,56,2934.32,Basic,1,Pescatarian,5,1,3.5,0,33,card,Yes,3
HTM-003104,Yes,45.74,67,4109.09,Basic,4,Omnivore,2,0,4.5,0,54,bnpl,Yes,2
HTM-003105,No,34.11,75,2430.04,Basic,2,Vegetarian,1,0,4.3,1,55,card,No,1
HTM-003106,No,84.29,98,2897.68,Gourmet,2,Omnivore,4,0,3.9,0,90,card,Yes,1
HTM-003107,No,100.18,104,13458.25,Gourmet,3,Omnivore,3,1,3.9,0,99,card,Yes,1
HTM-003108,No,98.8,65,7651.09,Gourmet,3,Vegan,2,1,4.6,0,82,card,Yes,2
HTM-003109,No,105.31,56,5483.66,Gourmet,2,Omnivore,1,0,4.7,0,29,bnpl,No,1
HTM-003110,No,61.46,104,4801.42,Family,2,Vegetarian,8,0,3.2,0,62,card,Yes,1
HTM-003111,Yes,37.68,7,523.1,Basic,4,Omnivore,6,0,4.3,0,60,card,No,2
HTM-003112,No,93.15,99,5426.66,Gourmet,1,Vegetarian,7,0,5.0,0,82,card,Yes,3
HTM-003113,No,34.01,98,5793.49,Basic,6,Omnivore,5,2,4.1,0,67,card,No,1
HTM-003114,No,71.72,53,4826.26,Family,2,Omnivore,4,1,3.5,2,84,paypal,No,2
HTM-003115,No,36.11,70,1857.15,Basic,2,Omnivore,5,0,3.8,0,35,card,No,2
HTM-003116,No,38.17,56,1252.2,Basic,2,Vegetarian,0,1,4.6,0,7,paypal,Yes,1
HTM-003117,No,92.69,41,5766.61,Gourmet,4,Vegan,6,1,3.9,1,97,card,No,1
HTM-003118,Yes,33.8,65,1560.88,Basic,4,Omnivore,4,1,3.7,0,51,card,Yes,2
HTM-003119,Yes,36.42,39,1182.46,Basic,3,Omnivore,2,1,3.8,0,96,card,No,1
HTM-003120,No,42.79,67,3681.36,Basic,2,Omnivore,3,0,4.2,0,79,card,Yes,3
HTM-003121,Yes,32.48,61,1008.92,Basic,5,Vegan,3,1,4.6,0,68,card,Yes,1
HTM-003122,No,66.64,6,183.92,Family,2,Vegetarian,3,0,4.7,0,92,card,Yes,2
HTM-003123,Yes,100.32,99,17113.09,Gourmet,5,Vegetarian,5,0,3.0,0,22,paypal,No,1
HTM-003124,No,50.0,75,3051.83,Family,1,Omnivore,2,1,4.9,1,70,card,Yes,1
HTM-003125,No,67.13,98,3656.83,Family,2,Vegan,4,1,4.6,0,65,card,No,1
HTM-003126,No,73.26,54,6032.31,Family,2,Omnivore,0,0,3.3,0,80,card,Yes,2
HTM-003127,No,55.55,90,6126.68,Family,2,Omnivore,3,0,2.4,0,77,card,No,1
HTM-003128,No,45.68,63,4316.69,Basic,2,Vegetarian,1,0,4.5,2,37,card,Yes,1
HTM-003129,No,78.38,91,5674.42,Family,1,Vegan,1,1,4.0,0,58,paypal,Yes,3
HTM-003130,No,54.7,41,1027.48,Family,4,Pescatarian,1,0,4.5,1,88,card,Yes,1
HTM-003131,No,29.53,55,1981.11,Basic,5,Pescatarian,1,1,3.3,0,87,bnpl,Yes,2
HTM-003132,No,45.15,43,1593.51,Basic,2,Omnivore,3,0,4.3,0,60,card,Yes,2
HTM-003133,Yes,56.22,101,6976.2,Basic,1,Omnivore,4,0,5.0,0,73,card,No,2
HTM-003134,No,69.9,87,7436.84,Family,3,Omnivore,4,1,4.3,1,26,card,No,1
HTM-003135,Yes,44.56,75,5664.16,Basic,2,Omnivore,3,1,3.8,3,52,card,Yes,2
HTM-003136,No,99.62,22,912.56,Gourmet,5,Omnivore,2,1,3.6,1,51,card,Yes,2
HTM-003137,No,64.63,87,8905.55,Family,1,Omnivore,2,0,4.0,0,32,card,Yes,3
HTM-003138,No,77.84,26,1987.47,Family,3,Vegetarian,7,0,3.2,0,39,card,No,2
HTM-003139,Yes,57.65,25,3089.01,Family,4,Omnivore,6,0,3.9,0,84,bnpl,Yes,1
HTM-003140,No,91.59,9,600.67,Gourmet,3,Omnivore,2,0,5.0,1,57,card,Yes,1
HTM-003141,Yes,41.0,48,4407.44,Basic,4,Vegetarian,2,0,2.9,0,0,bnpl,Yes,2
HTM-003142,Yes,37.16,16,1002.68,Basic,5,Omnivore,7,0,4.0,1,95,card,Yes,3
HTM-003143,Yes,41.93,12,448.82,Basic,2,Omnivore,5,0,3.8,1,95,card,No,2
HTM-003144,Yes,69.79,13,355.22,Family,6,Vegetarian,4,2,3.9,0,12,card,No,1
HTM-003145,No,111.04,8,1141.48,Gourmet,1,Omnivore,1,0,3.5,1,57,paypal,Yes,1
HTM-003146,No,61.29,46,3008.44,Family,3,Vegetarian,2,0,4.3,0,87,card,No,1
HTM-003147,No,39.17,32,968.95,Basic,2,Vegetarian,3,1,4.3,0,34,card,Yes,1
HTM-003148,No,42.71,32,1435.03,Basic,1,Vegetarian,5,1,3.6,0,21,card,Yes,1
HTM-003149,No,115.37,78,11167.32,Gourmet,2,Vegetarian,3,2,4.5,1,85,card,Yes,1
HTM-003150,No,81.7,29,2646.21,Gourmet,2,Omnivore,2,1,3.0,1,52,card,Yes,2
HTM-003151,Yes,41.28,63,2984.65,Basic,5,Vegetarian,0,0,4.3,1,75,card,No,1
HTM-003152,Yes,112.86,7,841.54,Gourmet,3,Omnivore,2,0,5.0,0,83,card,Yes,1
HTM-003153,No,75.0,46,2050.89,Gourmet,1,Vegan,4,0,3.9,2,51,paypal,Yes,2
HTM-003154,No,76.05,66,7589.93,Family,1,Vegetarian,3,1,4.4,2,11,paypal,Yes,2
HTM-003155,No,59.84,86,2406.61,Family,2,Pescatarian,4,0,4.6,0,100,card,Yes,2
HTM-003156,No,80.28,52,5689.88,Family,3,Vegan,3,0,4.0,0,37,card,No,2
HTM-003157,No,89.05,11,598.66,Gourmet,4,Vegan,3,0,3.9,2,50,paypal,Yes,2
HTM-003158,No,36.0,94,3175.08,Basic,3,Vegetarian,6,0,4.0,2,34,paypal,Yes,1
HTM-003159,Yes,34.18,26,823.35,Basic,1,Pescatarian,4,0,4.1,1,46,card,No,3
HTM-003160,No,101.09,49,3610.8,Gourmet,5,Omnivore,3,0,4.7,0,41,paypal,No,1
HTM-003161,No,89.62,48,2869.39,Gourmet,1,Omnivore,4,0,3.6,1,11,card,Yes,2
HTM-003162,No,40.46,37,1601.67,Basic,2,Omnivore,3,0,3.5,1,88,paypal,Yes,3
HTM-003163,Yes,49.94,43,4904.37,Basic,3,Omnivore,3,0,4.6,3,97,card,Yes,1
HTM-003164,No,33.18,80,1633.77,Basic,2,Omnivore,2,0,4.5,0,93,card,No,2
HTM-003165,No,34.71,10,209.81,Basic,3,Omnivore,5,0,3.8,0,88,card,No,2
HTM-003166,No,80.08,61,5108.35,Gourmet,4,Pescatarian,4,1,5.0,2,28,card,No,1
HTM-003167,No,98.32,94,4797.53,Gourmet,4,Pescatarian,10,1,3.1,1,16,card,Yes,2
HTM-003168,No,105.78,13,1573.52,Gourmet,2,Omnivore,4,3,5.0,1,23,paypal,No,1
HTM-003169,No,35.33,100,3019.68,Basic,4,Vegetarian,2,0,4.8,3,84,paypal,No,1
HTM-003170,No,66.38,27,1231.79,Family,5,Vegetarian,3,0,3.9,1,27,paypal,Yes,2
HTM-003171,Yes,48.5,93,3757.18,Basic,1,Vegetarian,5,2,3.6,0,40,card,No,2
HTM-003172,No,34.48,80,2080.32,Basic,4,Pescatarian,3,0,3.6,2,54,card,No,2
HTM-003173,Yes,41.03,2,124.16,Basic,3,Omnivore,3,1,4.1,1,70,paypal,Yes,1
HTM-003174,No,74.58,49,4580.44,Family,1,Omnivore,0,0,3.0,0,65,card,No,2
HTM-003175,No,106.93,54,3735.04,Gourmet,4,Omnivore,4,0,3.4,2,38,card,Yes,2
HTM-003176,Yes,107.02,2,617.41,Gourmet,2,Omnivore,7,0,3.4,1,37,card,Yes,2
HTM-003177,No,120.45,89,18070.18,Gourmet,5,Vegan,3,0,4.3,0,74,bnpl,No,2
HTM-003178,No,96.87,28,2716.35,Gourmet,1,Omnivore,3,0,4.2,2,13,card,No,1
HTM-003179,No,74.06,93,8665.74,Family,1,Vegetarian,4,2,4.5,0,59,card,No,2
HTM-003180,Yes,43.96,9,965.96,Basic,1,Omnivore,2,0,4.6,2,39,card,No,2
HTM-003181,No,30.1,9,253.73,Basic,6,Pescatarian,5,1,4.3,0,45,card,Yes,1
HTM-003182,Yes,36.49,29,730.25,Basic,2,Vegetarian,4,0,3.0,0,1,paypal,Yes,1
HTM-003183,Yes,34.85,32,1218.76,Basic,2,Omnivore,2,1,3.2,1,74,card,Yes,1
HTM-003184,No,75.0,9,746.32,Gourmet,1,Omnivore,2,1,4.7,1,6,card,Yes,1
HTM-003185,No,105.36,17,1999.8,Gourmet,2,Omnivore,2,1,4.9,1,90,card,Yes,1
HTM-003186,No,103.37,2,220.85,Gourmet,2,Omnivore,0,0,4.3,1,37,card,Yes,2
HTM-003187,Yes,47.23,17,736.61,Basic,4,Omnivore,2,0,4.1,1,82,card,No,1
HTM-003188,No,41.27,104,9051.43,Basic,3,Omnivore,0,2,3.7,2,21,card,No,2
HTM-003189,No,65.52,17,1708.26,Family,2,Omnivore,5,1,3.3,0,38,paypal,Yes,3
HTM-003190,No,75.33,12,972.1,Family,6,Vegetarian,4,0,5.0,0,98,card,Yes,1
HTM-003191,Yes,46.59,65,2419.22,Basic,2,Vegetarian,3,0,4.4,0,3,bnpl,Yes,1
HTM-003192,No,75.47,76,8397.14,Family,1,Omnivore,2,2,3.7,0,48,paypal,No,2
HTM-003193,Yes,42.46,21,1017.98,Basic,3,Omnivore,3,1,3.8,2,94,paypal,Yes,1
HTM-003194,No,111.96,60,4934.62,Gourmet,2,Omnivore,3,0,4.2,2,90,card,Yes,1
HTM-003195,No,53.08,77,3060.92,Family,3,Omnivore,5,0,4.3,1,83,card,Yes,3
HTM-003196,No,43.31,17,812.18,Basic,3,Vegetarian,3,1,4.1,2,47,card,Yes,2
HTM-003197,No,99.68,47,2419.33,Gourmet,3,Pescatarian,6,0,3.4,2,25,card,No,3
HTM-003198,Yes,64.19,97,7439.37,Family,2,Pescatarian,2,0,3.7,1,79,card,No,2
HTM-003199,No,100.75,91,9385.73,Gourmet,2,Omnivore,3,1,4.6,0,53,card,No,2
HTM-003200,No,82.53,64,4427.31,Family,2,Omnivore,0,2,4.2,0,31,bnpl,Yes,3
HTM-003201,No,33.97,34,1458.93,Basic,4,Omnivore,3,1,4.1,2,50,card,Yes,2
HTM-003202,No,112.91,28,2843.59,Gourmet,4,Omnivore,4,1,5.0,2,89,card,No,1
HTM-003203,No,70.01,37,1944.08,Family,2,Omnivore,2,1,4.0,0,38,paypal,No,2
HTM-003204,No,38.04,87,1844.79,Basic,4,Vegetarian,1,1,3.6,3,66,card,Yes,1
HTM-003205,No,124.18,27,4150.15,Gourmet,4,Omnivore,4,0,4.0,0,18,card,Yes,2
HTM-003206,Yes,42.97,33,3490.3,Basic,3,Vegetarian,3,1,3.7,3,8,bnpl,No,2
HTM-003207,No,35.89,22,989.75,Basic,5,Omnivore,1,0,4.3,0,73,paypal,Yes,1
HTM-003208,No,48.12,7,641.81,Basic,6,Pescatarian,2,1,5.0,1,76,paypal,Yes,2
HTM-003209,No,70.13,104,16535.67,Family,4,Vegetarian,3,0,4.8,0,6,card,No,2
HTM-003210,No,80.93,22,1017.14,Family,2,Omnivore,3,0,4.1,1,28,card,No,1
HTM-003211,No,69.07,81,6651.69,Family,2,Vegan,3,0,4.9,0,28,paypal,Yes,1
HTM-003212,Yes,33.33,55,391.31,Basic,3,Vegetarian,2,0,3.9,0,60,card,Yes,1
HTM-003213,No,72.15,27,1393.29,Family,5,Vegan,4,0,3.9,0,20,paypal,Yes,1
HTM-003214,No,103.94,55,10528.95,Gourmet,1,Omnivore,4,0,3.6,0,51,bnpl,Yes,1
HTM-003215,No,93.2,9,689.64,Gourmet,3,Omnivore,4,0,3.7,0,43,paypal,Yes,1
HTM-003216,No,37.29,25,1277.58,Basic,2,Vegetarian,2,0,4.2,1,40,bnpl,Yes,1
HTM-003217,No,50.0,16,603.09,Family,2,Vegan,1,0,4.4,0,5,card,No,2
HTM-003218,No,42.8,44,1814.45,Basic,3,Pescatarian,3,0,3.8,0,33,card,Yes,2
HTM-003219,No,55.1,94,12672.69,Family,3,Vegetarian,2,0,3.6,1,62,card,No,1
HTM-003220,No,63.9,5,235.89,Family,2,Pescatarian,3,0,4.4,1,80,card,No,3
HTM-003221,No,57.71,93,2412.05,Family,2,Vegetarian,3,0,4.3,0,84,card,Yes,2
HTM-003222,No,36.4,64,2078.15,Basic,1,Vegetarian,3,1,2.9,0,98,card,No,1
HTM-003223,Yes,72.6,0,0.0,Family,3,Omnivore,5,1,4.4,1,4,bnpl,No,1
HTM-003224,No,106.77,7,1019.9,Gourmet,5,Omnivore,3,1,3.6,0,7,card,Yes,1
HTM-003225,Yes,34.14,2,69.37,Basic,4,Omnivore,4,0,4.2,2,21,card,No,1
HTM-003226,No,75.13,96,15640.46,Family,3,Vegetarian,5,1,3.3,3,55,card,Yes,1
HTM-003227,No,35.94,15,636.18,Basic,3,Omnivore,8,0,5.0,1,19,paypal,Yes,2
HTM-003228,No,68.48,66,5593.12,Family,3,Vegan,2,2,4.5,0,55,paypal,No,3
HTM-003229,Yes,31.15,98,3659.81,Basic,4,Omnivore,6,2,4.8,1,48,card,Yes,1
HTM-003230,Yes,34.44,1,86.5,Basic,3,Vegetarian,5,0,4.4,0,46,card,Yes,1
HTM-003231,No,35.3,87,3341.39,Basic,2,Omnivore,2,2,4.0,0,67,card,No,3
HTM-003232,No,86.41,24,1503.1,Gourmet,3,Omnivore,4,1,3.6,1,92,bnpl,Yes,1
HTM-003233,No,59.0,66,2951.89,Family,4,Vegetarian,2,1,4.3,3,58,card,Yes,2
HTM-003234,Yes,45.27,97,5051.93,Basic,4,Omnivore,2,1,4.3,2,90,card,Yes,2
HTM-003235,No,85.0,79,4322.87,Family,5,Vegetarian,6,0,4.4,1,14,card,No,1
HTM-003236,No,89.47,57,7410.43,Gourmet,3,Pescatarian,2,3,3.2,1,100,card,No,2
HTM-003237,No,57.78,42,2281.8,Family,3,Omnivore,2,0,3.5,0,74,paypal,Yes,3
HTM-003238,No,51.62,9,792.06,Basic,4,Omnivore,4,0,4.1,0,50,bnpl,No,1
HTM-003239,No,118.52,54,5845.72,Gourmet,3,Omnivore,2,0,4.1,0,40,card,Yes,3
HTM-003240,No,74.12,74,14569.48,Family,3,Vegan,5,0,3.8,1,11,paypal,Yes,3
HTM-003241,No,69.54,67,3146.52,Family,2,Vegan,7,0,5.0,1,63,bnpl,Yes,3
HTM-003242,No,61.71,102,4828.83,Family,4,Omnivore,4,2,3.5,0,91,card,No,1
HTM-003243,No,111.44,86,7187.44,Gourmet,3,Pescatarian,2,0,4.7,2,41,card,No,1
HTM-003244,No,82.47,98,16528.49,Gourmet,2,Vegetarian,5,1,4.3,2,22,card,No,2
HTM-003245,No,59.83,20,1292.0,Family,3,Omnivore,3,1,5.0,1,41,paypal,Yes,1
HTM-003246,No,117.61,35,3010.75,Gourmet,2,Vegetarian,3,1,4.7,2,45,card,Yes,1
HTM-003247,Yes,33.74,63,1744.02,Basic,2,Vegetarian,3,0,4.1,0,81,card,No,2
HTM-003248,No,97.87,39,5494.14,Gourmet,1,Omnivore,2,1,5.0,1,22,card,Yes,1
HTM-003249,No,74.88,88,11352.88,Family,1,Omnivore,4,0,3.3,1,26,paypal,Yes,2
HTM-003250,No,31.45,27,1519.61,Basic,3,Omnivore,1,0,4.2,1,68,paypal,Yes,1
HTM-003251,No,74.58,78,4240.86,Family,2,Omnivore,2,0,4.8,0,37,paypal,Yes,2
HTM-003252,No,84.97,25,1379.71,Family,5,Vegetarian,0,1,3.8,3,100,card,No,2
HTM-003253,No,98.99,8,479.82,Gourmet,3,Omnivore,6,3,4.4,0,21,paypal,Yes,1
HTM-003254,No,35.56,98,9198.19,Basic,5,Vegan,3,1,3.2,0,48,card,Yes,1
HTM-003255,Yes,36.32,102,7495.98,Basic,2,Omnivore,5,0,4.8,0,46,card,No,1
HTM-003256,No,92.57,40,3756.6,Gourmet,2,Vegetarian,3,1,5.0,0,26,card,Yes,2
HTM-003257,No,37.49,86,3045.41,Basic,1,Omnivore,3,0,5.0,1,26,card,No,1
HTM-003258,Yes,33.16,100,6048.01,Basic,1,Omnivore,1,0,3.7,0,69,paypal,Yes,2
HTM-003259,No,33.41,90,4314.55,Basic,2,Vegetarian,4,2,3.3,0,18,card,No,1
HTM-003260,No,77.23,101,5376.45,Family,1,Vegan,1,0,3.9,0,18,card,Yes,3
HTM-003261,No,62.72,86,5647.12,Family,2,Omnivore,5,0,4.2,0,38,card,Yes,1
HTM-003262,No,79.05,61,7661.45,Family,4,Vegetarian,3,0,4.1,1,40,card,Yes,1
HTM-003263,No,55.24,67,4255.6,Family,3,Vegan,2,2,4.6,0,87,bnpl,Yes,1
HTM-003264,No,68.43,91,5388.59,Family,1,Omnivore,3,0,4.2,0,94,card,Yes,2
HTM-003265,No,44.99,51,1642.65,Basic,1,Omnivore,3,0,3.1,0,34,card,No,2
HTM-003266,No,37.16,23,353.29,Basic,2,Omnivore,2,0,4.7,1,39,card,No,1
HTM-003267,Yes,40.38,6,250.69,Basic,2,Omnivore,2,2,4.5,0,28,paypal,No,1
HTM-003268,No,39.29,11,885.0,Basic,3,Omnivore,7,0,4.0,0,93,card,Yes,1
HTM-003269,Yes,38.03,70,2450.84,Basic,5,Omnivore,2,1,4.0,0,0,card,No,3
HTM-003270,No,99.44,53,5230.61,Gourmet,1,Vegan,3,0,4.3,0,75,paypal,Yes,1
HTM-003271,Yes,37.64,30,1707.4,Basic,2,Vegan,6,0,3.7,1,1,card,Yes,1
HTM-003272,Yes,48.73,60,3427.4,Basic,3,Vegetarian,0,0,3.4,1,50,card,No,1
HTM-003273,No,99.47,47,6580.43,Gourmet,4,Omnivore,3,0,4.5,0,19,card,Yes,3
HTM-003274,No,117.07,63,5685.06,Gourmet,1,Pescatarian,2,1,3.6,0,13,paypal,Yes,2
HTM-003275,No,76.52,103,6143.56,Family,4,Omnivore,2,1,4.3,0,39,card,Yes,2
HTM-003276,No,59.1,35,1690.84,Family,2,Omnivore,2,0,4.2,0,69,bnpl,Yes,1
HTM-003277,No,69.28,26,2855.06,Family,2,Omnivore,3,1,4.2,0,96,card,Yes,3
HTM-003278,Yes,36.85,36,2319.01,Basic,2,Vegan,2,0,3.6,2,13,card,No,3
HTM-003279,No,92.14,14,2001.19,Gourmet,3,Omnivore,2,1,3.8,0,28,paypal,Yes,2
HTM-003280,No,41.58,23,827.7,Basic,5,Omnivore,6,1,3.4,0,92,paypal,Yes,3
HTM-003281,No,72.82,103,11924.29,Family,1,Omnivore,3,0,5.0,0,81,card,No,1
HTM-003282,No,41.72,42,1405.25,Basic,2,Omnivore,0,1,3.5,0,39,paypal,Yes,3
HTM-003283,Yes,32.75,23,857.93,Basic,3,Omnivore,1,0,3.6,0,9,card,Yes,3
HTM-003284,No,62.67,42,2118.02,Family,1,Omnivore,3,1,3.8,0,71,card,Yes,1
HTM-003285,No,69.28,93,6096.82,Family,5,Vegan,5,1,4.1,0,64,card,No,1
HTM-003286,No,37.61,73,3212.65,Basic,1,Omnivore,1,1,3.9,0,41,card,Yes,1
HTM-003287,Yes,37.44,16,856.03,Basic,3,Omnivore,2,0,3.7,1,59,card,Yes,1
