customerId,monthsActive,planTier,monthlyFee,monitoringType,numSensors,hasCamera,alarmTriggersYtd,mobileAppActive,contractLengthMonths,installType,supportCallsYtd,estimatedValue,cancelled
BHS-00286,26,Premium,46.27,Professional,6,No,2,Yes,36,Professional,2,1884.9,No
BHS-00287,51,Premium,56.35,Professional,1,Yes,2,Yes,24,Professional,3,1853.34,No
BHS-00288,59,Basic,23.62,Hybrid,2,Yes,1,Yes,0,Professional,1,1803.08,No
BHS-00289,45,Standard,42.85,Self-Monitored,12,Yes,1,Yes,12,DIY,1,2482.27,Yes
BHS-00290,31,Standard,31.98,Self-Monitored,3,Yes,1,No,24,DIY,2,1088.87,No
BHS-00291,37,Standard,31.66,Hybrid,3,Yes,2,Yes,12,Professional,2,1089.46,Yes
BHS-00292,39,Standard,35.24,Hybrid,1,No,6,Yes,24,Professional,1,861.38,No
BHS-00293,72,Standard,36.02,Self-Monitored,4,No,1,Yes,0,DIY,0,3227.9,No
BHS-00294,72,Premium,48.6,Hybrid,7,Yes,2,Yes,12,DIY,2,3463.31,Yes
BHS-00295,32,Basic,21.64,Professional,2,Yes,3,Yes,24,DIY,0,680.08,Yes
BHS-00296,20,Standard,37.73,Hybrid,5,Yes,1,Yes,24,Professional,0,694.31,No
BHS-00297,16,Standard,37.19,Self-Monitored,7,No,4,Yes,12,DIY,0,721.48,No
BHS-00298,30,Premium,57.23,Hybrid,3,No,0,No,24,Professional,1,3010.57,No
BHS-00299,11,Standard,35.96,Hybrid,3,No,2,Yes,12,Professional,0,617.46,No
BHS-00300,5,Basic,19.26,Professional,7,No,2,Yes,12,DIY,1,362.25,Yes
BHS-00301,23,Standard,32.2,Hybrid,5,Yes,1,Yes,0,DIY,0,1065.22,No
BHS-00302,24,Basic,17.24,Self-Monitored,5,Yes,1,Yes,0,DIY,0,375.18,No
BHS-00303,54,Premium,60.22,Hybrid,5,Yes,3,Yes,0,DIY,0,7927.89,Yes
BHS-00304,65,Premium,48.85,Self-Monitored,2,Yes,2,No,24,Professional,0,8408.75,No
BHS-00305,24,Standard,42.99,Hybrid,1,No,4,Yes,0,DIY,0,655.8,No
BHS-00306,19,Premium,46.16,Self-Monitored,2,No,3,Yes,12,Professional,1,843.28,Yes
BHS-00307,28,Premium,61.14,Self-Monitored,4,Yes,0,Yes,0,DIY,0,2164.75,No
BHS-00308,61,Basic,20.02,Hybrid,4,Yes,0,Yes,24,Professional,1,1812.24,Yes
BHS-00309,23,Standard,41.1,Hybrid,1,No,0,No,0,DIY,1,851.18,Yes
BHS-00310,39,Basic,21.94,Self-Monitored,6,Yes,3,Yes,24,DIY,0,1134.95,No
BHS-00311,33,Premium,65.39,Self-Monitored,6,Yes,2,Yes,24,DIY,2,2917.26,No
BHS-00312,39,Premium,53.16,Professional,4,No,1,No,0,Professional,0,1315.41,Yes
BHS-00313,36,Premium,63.29,Self-Monitored,5,Yes,1,Yes,12,Professional,3,2125.36,No
BHS-00314,71,Standard,36.95,Hybrid,6,Yes,3,Yes,36,Professional,1,4160.22,No
BHS-00315,9,Standard,40.09,Professional,2,No,2,Yes,0,DIY,0,726.45,No
BHS-00316,34,Basic,20.18,Hybrid,4,No,2,Yes,24,DIY,0,1048.93,Yes
BHS-00317,47,Standard,34.94,Self-Monitored,7,No,4,No,24,DIY,1,2420.54,No
BHS-00318,22,Basic,20.21,Professional,5,Yes,2,Yes,0,Professional,2,566.66,Yes
BHS-00319,36,Basic,18.77,Hybrid,9,No,2,No,36,Professional,1,757.93,No
BHS-00320,47,Basic,16.68,Professional,6,No,0,Yes,0,Professional,2,952.7,No
BHS-00321,58,Standard,30.27,Professional,4,Yes,0,No,12,DIY,1,1341.46,No
BHS-00322,36,Standard,38.72,Self-Monitored,2,Yes,1,Yes,0,Professional,3,1405.67,No
BHS-00323,52,Basic,20.43,Professional,7,No,2,Yes,12,DIY,1,1368.0,Yes
BHS-00324,34,Standard,30.08,Self-Monitored,6,Yes,0,Yes,24,DIY,2,2159.61,No
BHS-00325,31,Basic,17.67,Self-Monitored,3,Yes,4,Yes,0,DIY,1,1479.02,No
BHS-00326,65,Standard,43.43,Hybrid,5,Yes,1,Yes,24,Professional,0,7019.06,No
BHS-00327,27,Standard,30.65,Self-Monitored,6,Yes,3,Yes,0,Professional,0,693.08,No
BHS-00328,53,Standard,40.82,Professional,5,Yes,4,No,0,Professional,1,4334.52,Yes
BHS-00329,15,Standard,42.69,Hybrid,6,Yes,3,Yes,24,Professional,0,841.2,No
BHS-00330,30,Premium,65.59,Hybrid,3,Yes,4,Yes,0,Professional,1,1783.17,No
BHS-00331,12,Premium,59.27,Self-Monitored,1,Yes,1,Yes,36,DIY,0,673.56,No
BHS-00332,13,Basic,22.37,Hybrid,5,No,1,Yes,36,Professional,0,235.53,Yes
BHS-00333,23,Basic,22.09,Self-Monitored,2,Yes,1,Yes,0,DIY,3,722.68,Yes
BHS-00334,5,Basic,24.16,Professional,5,Yes,0,No,12,DIY,1,415.15,Yes
BHS-00335,45,Premium,55.83,Self-Monitored,5,No,2,Yes,24,DIY,1,1575.62,No
BHS-00336,18,Basic,19.05,Self-Monitored,3,No,3,Yes,0,DIY,2,338.43,Yes
BHS-00337,46,Standard,29.79,Self-Monitored,4,Yes,0,Yes,36,Professional,0,1413.91,Yes
BHS-00338,71,Standard,29.4,Professional,6,No,0,Yes,12,Professional,2,4332.07,No
BHS-00339,67,Premium,59.06,Professional,6,Yes,2,Yes,0,Professional,2,1595.93,Yes
BHS-00340,8,Standard,37.25,Professional,3,Yes,2,Yes,36,DIY,0,577.3,No
BHS-00341,44,Standard,41.4,Self-Monitored,6,Yes,1,Yes,0,DIY,0,2360.59,No
BHS-00342,72,Basic,19.88,Professional,4,Yes,3,No,12,Professional,3,1909.94,Yes
BHS-00343,50,Standard,38.07,Professional,4,No,2,Yes,12,Professional,2,811.47,Yes
BHS-00344,46,Standard,31.94,Professional,4,Yes,0,Yes,12,Professional,0,1232.5,No
BHS-00345,58,Premium,60.21,Professional,4,No,1,No,36,Professional,1,2849.37,No
BHS-00346,35,Premium,41.52,Professional,5,Yes,4,Yes,12,DIY,0,886.01,No
BHS-00347,51,Basic,16.31,Professional,7,Yes,1,Yes,24,Professional,0,2133.72,No
BHS-00348,61,Basic,18.6,Self-Monitored,3,No,1,Yes,24,DIY,1,1633.91,Yes
BHS-00349,42,Standard,41.45,Hybrid,6,Yes,2,Yes,36,DIY,0,2883.17,No
BHS-00350,22,Standard,44.24,Self-Monitored,5,Yes,2,Yes,24,DIY,0,1541.39,No
BHS-00351,55,Standard,31.48,Self-Monitored,7,Yes,2,Yes,0,Professional,0,1082.9,No
BHS-00352,4,Basic,19.98,Self-Monitored,7,Yes,1,No,24,DIY,1,328.24,Yes
BHS-00353,49,Basic,20.19,Self-Monitored,4,No,1,Yes,12,DIY,0,1603.12,Yes
BHS-00354,12,Standard,36.81,Self-Monitored,4,Yes,4,Yes,36,DIY,2,392.23,No
BHS-00355,1,Basic,19.04,Professional,2,Yes,2,Yes,36,Professional,0,152.54,Yes
BHS-00356,58,Standard,37.81,Professional,9,No,3,Yes,36,Professional,3,1597.48,No
BHS-00357,58,Basic,18.42,Self-Monitored,7,Yes,3,Yes,24,DIY,1,1072.85,No
BHS-00358,42,Standard,34.17,Professional,3,Yes,2,Yes,24,DIY,1,1519.39,Yes
BHS-00359,1,Basic,20.6,Professional,5,Yes,1,Yes,12,DIY,2,272.6,Yes
BHS-00360,34,Basic,19.24,Self-Monitored,2,Yes,2,No,24,Professional,0,386.39,Yes
BHS-00361,32,Basic,23.27,Self-Monitored,4,Yes,1,Yes,0,Professional,1,995.24,Yes
BHS-00362,55,Premium,54.29,Professional,7,Yes,3,Yes,12,DIY,1,9260.05,No
BHS-00363,62,Basic,20.62,Professional,6,Yes,4,Yes,36,DIY,0,1883.24,No
BHS-00364,35,Standard,31.7,Hybrid,6,Yes,0,No,36,Professional,2,969.69,No
BHS-00365,50,Standard,31.04,Professional,3,No,2,Yes,36,Professional,0,1231.82,No
BHS-00366,34,Standard,28.18,Professional,3,No,0,Yes,0,Professional,1,940.8,Yes
BHS-00367,67,Standard,38.75,Self-Monitored,10,Yes,0,Yes,24,Professional,1,2882.97,No
BHS-00368,66,Standard,33.24,Hybrid,3,Yes,2,Yes,24,Professional,0,1621.99,No
BHS-00369,53,Basic,18.66,Self-Monitored,5,Yes,1,Yes,0,Professional,1,1730.9,No
BHS-00370,41,Standard,41.93,Self-Monitored,4,Yes,1,Yes,12,Professional,2,1346.69,No
BHS-00371,36,Basic,22.7,Hybrid,1,Yes,3,No,0,DIY,1,838.5,Yes
BHS-00372,47,Standard,37.46,Professional,3,Yes,3,No,12,Professional,0,3835.37,No
BHS-00373,26,Standard,34.95,Self-Monitored,2,No,0,Yes,24,Professional,1,860.98,No
BHS-00374,46,Standard,41.09,Professional,6,Yes,2,Yes,24,Professional,0,5177.61,No
BHS-00375,1,Basic,17.47,Self-Monitored,8,Yes,1,No,0,Professional,1,266.19,No
BHS-00376,20,Basic,19.01,Self-Monitored,4,Yes,1,Yes,12,DIY,0,516.12,Yes
BHS-00377,52,Standard,34.97,Hybrid,3,Yes,2,No,12,DIY,1,1867.46,No
BHS-00378,72,Standard,33.02,Self-Monitored,2,Yes,4,Yes,12,DIY,0,1924.12,Yes
BHS-00379,14,Standard,38.2,Self-Monitored,5,Yes,0,Yes,24,Professional,4,514.02,Yes
BHS-00380,2,Basic,17.37,Self-Monitored,7,No,7,Yes,36,Professional,0,230.32,Yes
BHS-00381,25,Basic,19.35,Professional,3,No,2,Yes,0,Professional,1,418.91,No
BHS-00382,23,Basic,23.42,Professional,2,No,1,Yes,12,DIY,1,177.13,No
BHS-00383,72,Premium,47.14,Professional,6,Yes,1,Yes,36,DIY,0,2338.31,No
BHS-00384,25,Premium,49.57,Self-Monitored,4,Yes,0,No,24,Professional,0,2194.85,No
BHS-00385,67,Basic,20.46,Professional,4,No,1,No,24,Professional,1,1236.58,Yes
BHS-00386,71,Standard,33.03,Professional,2,No,3,Yes,12,DIY,1,4945.76,Yes
BHS-00387,0,Basic,15.67,Self-Monitored,6,Yes,3,Yes,0,DIY,0,183.49,Yes
BHS-00388,43,Basic,19.03,Professional,3,Yes,2,Yes,12,DIY,1,1389.62,No
BHS-00389,19,Premium,56.92,Self-Monitored,1,Yes,3,No,0,DIY,2,1074.71,No
BHS-00390,27,Standard,35.9,Self-Monitored,7,No,2,Yes,0,DIY,1,991.08,No
BHS-00391,31,Basic,20.66,Self-Monitored,3,No,0,Yes,12,Professional,1,1230.73,No
BHS-00392,23,Standard,36.64,Professional,3,Yes,0,Yes,12,Professional,0,2307.76,No
BHS-00393,12,Basic,20.72,Hybrid,4,Yes,1,No,12,Professional,0,454.93,No
BHS-00394,6,Basic,19.55,Professional,5,Yes,1,No,24,Professional,3,321.87,Yes
BHS-00395,10,Standard,35.42,Professional,4,Yes,1,No,24,DIY,1,537.13,No
BHS-00396,2,Basic,21.91,Self-Monitored,8,Yes,2,Yes,24,DIY,0,260.29,No
BHS-00397,29,Standard,36.7,Hybrid,5,No,5,No,12,DIY,0,1456.8,No
BHS-00398,11,Basic,21.45,Hybrid,4,Yes,1,Yes,24,DIY,1,329.27,Yes
BHS-00399,13,Premium,54.41,Self-Monitored,2,Yes,0,No,24,Professional,1,576.11,Yes
BHS-00400,33,Basic,19.61,Professional,2,Yes,3,Yes,36,DIY,0,1752.18,Yes
BHS-00401,42,Basic,20.58,Self-Monitored,3,Yes,2,Yes,0,Professional,2,686.17,No
BHS-00402,21,Premium,55.19,Professional,6,Yes,0,No,24,DIY,2,1368.22,No
BHS-00403,34,Standard,36.71,Professional,6,No,1,Yes,0,DIY,0,2112.49,No
BHS-00404,71,Basic,19.64,Professional,2,Yes,1,Yes,12,Professional,1,1029.61,No
BHS-00405,64,Premium,54.21,Professional,4,Yes,1,Yes,12,Professional,2,3591.2,No
BHS-00406,20,Premium,53.87,Self-Monitored,3,No,1,No,0,DIY,2,1484.06,No
BHS-00407,51,Standard,35.89,Self-Monitored,6,No,2,Yes,12,Professional,0,1980.95,No
BHS-00408,60,Standard,33.03,Self-Monitored,3,Yes,0,Yes,12,DIY,1,2534.27,No
BHS-00409,40,Premium,54.91,Professional,7,Yes,3,Yes,12,DIY,2,2113.07,No
BHS-00410,62,Standard,30.99,Professional,6,No,2,Yes,12,DIY,0,2410.65,No
BHS-00411,23,Standard,32.17,Self-Monitored,1,Yes,1,Yes,24,Professional,2,577.96,No
BHS-00412,15,Standard,32.42,Professional,6,Yes,3,No,36,DIY,2,322.62,No
BHS-00413,31,Basic,20.13,Professional,5,No,3,Yes,24,DIY,0,601.73,No
BHS-00414,16,Standard,37.75,Professional,9,No,1,Yes,24,DIY,0,892.52,No
BHS-00415,43,Basic,20.47,Professional,4,Yes,4,Yes,24,DIY,1,1331.97,Yes
BHS-00416,52,Basic,22.53,Self-Monitored,4,Yes,0,Yes,0,DIY,1,2206.6,No
BHS-00417,65,Premium,64.37,Professional,4,Yes,3,No,12,Professional,0,8684.49,No
BHS-00418,70,Premium,58.88,Hybrid,6,No,0,Yes,12,DIY,2,2182.63,Yes
BHS-00419,35,Standard,42.01,Self-Monitored,4,No,4,Yes,12,Professional,2,1042.77,No
BHS-00420,38,Basic,21.17,Professional,2,No,1,Yes,24,Professional,0,728.59,Yes
BHS-00421,0,Basic,20.0,Professional,2,Yes,3,No,12,Professional,2,110.08,Yes
BHS-00422,27,Basic,18.98,Professional,8,No,1,Yes,0,Professional,0,669.5,Yes
BHS-00423,21,Standard,35.08,Hybrid,5,Yes,3,No,0,Professional,0,1138.45,No
BHS-00424,2,Standard,40.03,Professional,4,Yes,2,No,24,Professional,0,216.52,No
BHS-00425,3,Basic,21.65,Hybrid,4,No,1,Yes,36,Professional,1,253.99,Yes
BHS-00426,57,Basic,20.78,Hybrid,4,No,1,No,36,DIY,0,668.94,No
BHS-00427,8,Basic,19.75,Professional,3,No,1,Yes,24,DIY,0,218.19,Yes
BHS-00428,18,Premium,49.37,Hybrid,7,Yes,3,No,24,DIY,0,1239.87,No
BHS-00429,45,Basic,19.23,Professional,4,No,2,Yes,12,Professional,1,967.5,Yes
BHS-00430,14,Standard,32.3,Professional,5,Yes,2,Yes,24,Professional,0,578.98,No
BHS-00431,42,Standard,34.52,Hybrid,5,No,2,Yes,12,DIY,1,3023.4,No
BHS-00432,15,Premium,52.34,Self-Monitored,6,Yes,1,Yes,24,DIY,2,1126.74,No
BHS-00433,26,Premium,59.1,Self-Monitored,6,Yes,1,Yes,0,DIY,1,1107.09,No
BHS-00434,49,Premium,53.38,Professional,5,Yes,3,Yes,24,Professional,0,1783.68,No
BHS-00435,59,Basic,20.15,Self-Monitored,6,No,1,No,12,DIY,3,1208.85,Yes
BHS-00436,30,Standard,34.42,Self-Monitored,4,No,1,Yes,24,DIY,0,633.75,No
BHS-00437,43,Standard,37.47,Professional,2,Yes,3,Yes,36,Professional,0,3626.2,No
BHS-00438,59,Basic,18.32,Hybrid,2,Yes,2,No,24,Professional,1,2182.77,Yes
BHS-00439,59,Basic,16.38,Hybrid,8,Yes,1,Yes,12,Professional,0,990.34,Yes
BHS-00440,6,Premium,58.07,Professional,7,Yes,4,Yes,12,DIY,2,658.62,No
BHS-00441,3,Standard,32.63,Self-Monitored,3,No,2,Yes,36,Professional,1,243.97,No
BHS-00442,50,Basic,23.92,Professional,4,Yes,1,Yes,0,Professional,1,1271.29,No
BHS-00443,35,Basic,23.99,Self-Monitored,7,Yes,4,No,0,Professional,1,955.0,Yes
BHS-00444,63,Basic,20.37,Hybrid,4,Yes,2,No,36,Professional,2,1822.95,No
BHS-00445,43,Basic,21.34,Professional,5,Yes,2,Yes,24,DIY,1,997.93,No
BHS-00446,62,Standard,38.07,Professional,4,Yes,0,No,0,Professional,1,2205.5,No
BHS-00447,56,Basic,19.46,Self-Monitored,3,Yes,2,Yes,12,Professional,0,1002.84,Yes
BHS-00448,12,Basic,21.3,Self-Monitored,7,Yes,3,Yes,24,Professional,0,652.8,Yes
BHS-00449,64,Standard,36.5,Professional,6,No,2,Yes,36,Professional,1,1763.92,No
BHS-00450,43,Basic,20.3,Professional,4,Yes,2,Yes,24,DIY,3,877.94,Yes
BHS-00451,6,Basic,20.52,Self-Monitored,5,No,0,No,12,DIY,1,211.69,No
BHS-00452,69,Premium,54.86,Self-Monitored,3,Yes,2,Yes,24,Professional,0,5431.04,No
BHS-00453,16,Standard,35.75,Professional,2,No,1,Yes,24,Professional,0,1202.37,Yes
BHS-00454,58,Standard,32.81,Professional,3,Yes,1,Yes,12,Professional,1,1507.66,Yes
BHS-00455,27,Standard,28.45,Professional,3,No,2,Yes,36,Professional,0,1578.7,No
BHS-00456,62,Premium,56.25,Hybrid,2,Yes,2,No,12,Professional,1,5979.63,No
BHS-00457,7,Premium,62.64,Professional,3,Yes,1,No,12,Professional,0,372.33,No
BHS-00458,67,Premium,57.4,Self-Monitored,3,Yes,2,No,36,Professional,0,4430.43,No
BHS-00459,36,Standard,33.29,Professional,5,No,2,Yes,24,Professional,2,863.86,Yes
BHS-00460,8,Standard,38.08,Professional,6,No,3,Yes,24,Professional,0,321.22,No
BHS-00461,32,Standard,28.01,Self-Monitored,1,No,0,Yes,12,DIY,0,519.22,No
BHS-00462,13,Standard,28.77,Professional,6,No,3,Yes,24,DIY,0,488.59,No
BHS-00463,38,Premium,66.6,Self-Monitored,4,No,0,Yes,36,DIY,3,2331.71,No
BHS-00464,58,Premium,51.02,Self-Monitored,5,No,3,Yes,24,DIY,1,2051.73,No
BHS-00465,8,Standard,33.91,Hybrid,7,Yes,3,Yes,36,Professional,2,631.52,No
BHS-00466,57,Premium,49.5,Professional,5,Yes,2,No,36,Professional,0,4777.28,No
BHS-00467,59,Standard,31.68,Professional,4,Yes,1,Yes,24,Professional,1,2568.15,No
BHS-00468,7,Premium,57.38,Professional,6,No,3,Yes,36,Professional,3,227.29,No
BHS-00469,61,Standard,47.89,Professional,9,Yes,3,Yes,24,DIY,1,5315.29,Yes
BHS-00470,62,Premium,53.7,Self-Monitored,6,No,2,Yes,12,Professional,1,3653.37,No
BHS-00471,45,Standard,36.0,Professional,5,No,1,Yes,12,DIY,0,1323.91,No
BHS-00472,22,Basic,17.58,Professional,5,Yes,3,No,12,DIY,2,520.49,No
BHS-00473,12,Standard,33.42,Hybrid,4,Yes,1,Yes,12,Professional,0,867.54,No
BHS-00474,67,Standard,39.58,Professional,2,Yes,1,Yes,12,Professional,1,2710.04,Yes
BHS-00475,58,Standard,34.76,Self-Monitored,5,Yes,0,Yes,24,DIY,0,1733.78,No
BHS-00476,4,Standard,34.68,Hybrid,4,No,0,Yes,24,Professional,0,222.66,No
BHS-00477,18,Premium,55.79,Professional,4,Yes,3,Yes,36,DIY,0,750.16,No
BHS-00478,44,Standard,42.32,Professional,2,Yes,0,Yes,24,Professional,0,1405.75,No
BHS-00479,43,Basic,24.5,Professional,7,Yes,2,No,12,Professional,0,1573.86,Yes
BHS-00480,71,Standard,26.69,Self-Monitored,3,No,0,Yes,24,Professional,1,1725.45,No
BHS-00481,49,Standard,31.16,Self-Monitored,1,No,1,No,0,DIY,6,1384.04,No
BHS-00482,42,Basic,17.27,Professional,4,Yes,1,Yes,12,DIY,0,900.4,No
BHS-00483,24,Standard,37.14,Professional,6,Yes,0,Yes,24,Professional,1,1433.29,No
BHS-00484,8,Standard,31.2,Self-Monitored,8,No,2,Yes,36,Professional,1,1077.04,No
BHS-00485,20,Standard,31.15,Professional,4,No,2,Yes,0,DIY,0,396.83,No
BHS-00486,6,Basic,22.15,Hybrid,3,No,2,No,36,Professional,2,205.91,Yes
BHS-00487,69,Basic,18.05,Professional,2,No,0,Yes,24,Professional,1,1192.5,No
BHS-00488,41,Standard,38.32,Self-Monitored,1,Yes,1,Yes,0,DIY,1,2843.94,No
BHS-00489,30,Basic,15.13,Professional,3,Yes,1,Yes,0,DIY,2,665.22,No
BHS-00490,53,Standard,32.31,Professional,5,Yes,4,Yes,12,Professional,1,1557.48,No
BHS-00491,46,Standard,36.49,Self-Monitored,4,Yes,2,Yes,12,Professional,1,1599.16,No
BHS-00492,58,Basic,22.41,Hybrid,10,Yes,1,No,12,Professional,3,2838.85,No
BHS-00493,3,Premium,57.14,Self-Monitored,6,Yes,0,Yes,0,DIY,1,294.36,No
BHS-00494,42,Standard,34.0,Professional,4,No,2,Yes,12,Professional,1,1695.73,No
BHS-00495,0,Standard,36.42,Self-Monitored,2,No,2,Yes,36,DIY,0,101.35,No
BHS-00496,22,Basic,20.47,Professional,2,No,0,Yes,36,Professional,1,980.17,Yes
BHS-00497,24,Premium,47.24,Self-Monitored,5,No,6,Yes,12,DIY,2,657.72,Yes
BHS-00498,7,Premium,41.92,Professional,7,Yes,4,Yes,36,Professional,1,439.43,No
BHS-00499,68,Basic,16.65,Hybrid,4,Yes,2,Yes,0,DIY,1,1510.52,No
BHS-00500,48,Premium,59.32,Hybrid,6,Yes,0,No,24,Professional,0,2535.41,No
BHS-00501,59,Basic,21.72,Self-Monitored,6,No,0,No,12,DIY,1,825.2,No
BHS-00502,40,Basic,19.17,Professional,7,Yes,2,No,0,Professional,2,1358.21,Yes
BHS-00503,35,Basic,24.62,Hybrid,4,Yes,4,Yes,0,Professional,1,1001.66,Yes
BHS-00504,18,Standard,34.62,Professional,8,Yes,4,Yes,0,DIY,2,679.55,Yes
BHS-00505,16,Standard,38.36,Professional,3,Yes,3,Yes,12,DIY,0,533.42,No
BHS-00506,69,Basic,16.55,Professional,6,No,2,Yes,12,DIY,4,1491.66,Yes
BHS-00507,67,Basic,18.49,Hybrid,3,Yes,2,Yes,24,Professional,0,839.5,Yes
BHS-00508,41,Premium,46.38,Professional,3,Yes,1,No,24,Professional,1,2408.46,No
BHS-00509,63,Basic,22.13,Hybrid,2,Yes,2,Yes,12,Professional,1,5337.66,Yes
BHS-00510,57,Standard,38.82,Self-Monitored,6,Yes,2,No,12,DIY,1,1517.73,No
BHS-00511,54,Premium,51.93,Hybrid,12,Yes,4,Yes,24,Professional,1,6321.94,No
BHS-00512,44,Standard,32.22,Self-Monitored,5,Yes,1,No,36,DIY,1,2720.52,No
BHS-00513,27,Basic,19.01,Professional,3,Yes,2,Yes,36,Professional,1,513.12,Yes
BHS-00514,11,Basic,18.03,Self-Monitored,5,Yes,2,Yes,12,Professional,1,277.58,No
BHS-00515,33,Standard,28.55,Hybrid,4,No,1,No,12,DIY,0,863.2,No
BHS-00516,67,Standard,34.46,Professional,5,Yes,3,Yes,12,Professional,2,2923.68,No
BHS-00517,7,Standard,32.67,Professional,9,Yes,1,No,12,Professional,0,499.55,No
BHS-00518,42,Basic,20.64,Self-Monitored,2,No,1,Yes,12,Professional,1,817.33,Yes
BHS-00519,35,Basic,22.82,Professional,5,No,2,Yes,12,Professional,0,791.52,Yes
BHS-00520,47,Basic,19.95,Self-Monitored,2,Yes,1,Yes,0,DIY,0,803.94,No
BHS-00521,51,Basic,19.54,Self-Monitored,1,Yes,1,Yes,24,Professional,2,1458.17,No
BHS-00522,37,Standard,32.15,Professional,7,Yes,0,Yes,12,Professional,2,999.16,Yes
BHS-00523,43,Standard,28.06,Professional,5,Yes,2,No,0,DIY,3,1060.97,No
BHS-00524,56,Standard,33.36,Self-Monitored,8,No,2,Yes,12,Professional,0,2709.59,No
BHS-00525,14,Premium,53.95,Professional,7,Yes,1,No,24,Professional,2,776.65,No
BHS-00526,68,Basic,18.18,Self-Monitored,7,No,1,Yes,0,Professional,3,1177.78,Yes
BHS-00527,37,Standard,35.16,Self-Monitored,4,Yes,3,Yes,36,Professional,1,1221.42,No
BHS-00528,24,Premium,54.49,Self-Monitored,5,No,2,Yes,0,DIY,1,3102.84,No
BHS-00529,65,Premium,59.68,Professional,4,Yes,1,No,12,Professional,0,2557.4,Yes
BHS-00530,62,Basic,18.95,Professional,5,Yes,0,No,0,Professional,1,2322.5,Yes
BHS-00531,12,Basic,17.29,Self-Monitored,5,Yes,3,No,24,Professional,2,365.83,No
BHS-00532,8,Basic,23.13,Self-Monitored,5,No,3,No,0,Professional,0,323.45,Yes
BHS-00533,61,Basic,21.84,Professional,2,No,2,Yes,24,DIY,1,1138.03,Yes
BHS-00534,31,Standard,32.63,Professional,4,No,1,No,12,Professional,1,1678.22,No
BHS-00535,71,Standard,34.79,Self-Monitored,7,No,2,No,12,Professional,2,1402.67,No
BHS-00536,65,Basic,16.85,Self-Monitored,3,Yes,5,Yes,24,DIY,0,956.92,Yes
BHS-00537,8,Basic,18.64,Hybrid,3,Yes,5,Yes,36,DIY,0,192.72,No
BHS-00538,42,Premium,58.99,Self-Monitored,3,No,3,Yes,0,Professional,2,2789.52,Yes
BHS-00539,40,Premium,56.42,Professional,6,No,0,Yes,24,Professional,2,2542.77,No
BHS-00540,2,Standard,37.59,Self-Monitored,1,Yes,0,Yes,0,Professional,0,139.81,No
BHS-00541,24,Basic,21.94,Self-Monitored,3,Yes,4,No,0,Professional,2,422.41,No
BHS-00542,26,Premium,58.4,Professional,6,No,1,Yes,24,Professional,0,3531.14,Yes
BHS-00543,43,Standard,40.66,Professional,4,Yes,0,Yes,12,Professional,2,1886.01,Yes
BHS-00544,52,Basic,21.7,Self-Monitored,5,No,2,No,24,DIY,1,510.98,No
BHS-00545,10,Standard,41.13,Self-Monitored,1,Yes,1,No,36,DIY,1,677.09,Yes
BHS-00546,23,Standard,32.39,Self-Monitored,6,No,3,Yes,24,Professional,1,816.16,No
BHS-00547,29,Premium,48.82,Professional,4,No,1,Yes,12,DIY,2,1739.91,No
BHS-00548,17,Standard,31.99,Self-Monitored,4,Yes,1,Yes,0,Professional,0,762.5,Yes
BHS-00549,62,Premium,50.49,Professional,5,Yes,3,Yes,0,Professional,2,2123.5,No
BHS-00550,58,Standard,29.46,Self-Monitored,1,Yes,2,Yes,24,Professional,1,2175.34,Yes
BHS-00551,7,Basic,19.82,Professional,4,Yes,1,Yes,12,DIY,2,308.97,Yes
BHS-00552,18,Basic,19.44,Professional,6,Yes,0,Yes,24,DIY,0,561.8,No
BHS-00553,20,Standard,38.25,Professional,1,No,1,Yes,0,Professional,2,1215.85,No
BHS-00554,14,Basic,20.05,Professional,8,Yes,2,Yes,12,Professional,1,375.31,Yes
BHS-00555,11,Standard,35.72,Professional,5,Yes,1,Yes,0,Professional,2,677.7,No
BHS-00556,50,Standard,40.67,Self-Monitored,3,Yes,1,Yes,36,DIY,2,1356.71,No
BHS-00557,62,Standard,35.71,Professional,4,No,0,Yes,12,Professional,2,883.7,No
BHS-00558,50,Basic,18.95,Professional,6,No,3,Yes,0,Professional,3,697.71,Yes
BHS-00559,50,Basic,22.75,Hybrid,2,Yes,3,Yes,0,Professional,0,628.77,No
BHS-00560,0,Standard,32.76,Professional,4,Yes,1,Yes,12,Professional,0,135.72,No
BHS-00561,6,Premium,75.0,Professional,3,Yes,1,Yes,0,Professional,3,418.75,No
BHS-00562,41,Standard,34.8,Self-Monitored,7,No,2,Yes,12,Professional,1,1934.33,Yes
BHS-00563,46,Standard,34.12,Professional,6,Yes,1,Yes,24,Professional,3,1439.93,No
BHS-00564,4,Standard,32.11,Professional,5,Yes,2,No,0,Professional,2,321.62,No
BHS-00565,53,Standard,35.33,Hybrid,5,No,1,No,12,Professional,0,1502.19,No
BHS-00566,66,Standard,31.49,Hybrid,6,Yes,0,Yes,24,DIY,1,2475.61,Yes
BHS-00567,47,Standard,40.55,Self-Monitored,4,No,1,Yes,24,Professional,0,1391.11,No
BHS-00568,53,Standard,28.1,Professional,2,No,0,Yes,0,Professional,1,1971.77,No
BHS-00569,54,Premium,55.9,Self-Monitored,7,No,2,No,0,Professional,0,2967.76,No
