cust_id,mo_active,box_tier,sub_fee,gear_cat,boxes_skip,ref_cnt,app_use,avg_rating,pay_meth,loyalty_pts,gift_sub,ltv_est,churn
RID-00708,10,core,22.53,camping,1,0,no,3.4,card,316,no,257.25,yes
RID-00709,13,summit,63.72,camping,0,0,yes,5.0,paypal,332,no,652.38,no
RID-00710,38,plus,40.93,hiking,0,1,yes,4.2,card,99,no,793.6,no
RID-00711,45,summit,65.59,camping,1,1,no,2.9,paypal,285,no,3172.96,yes
RID-00712,55,plus,44.47,hiking,0,1,no,4.7,card,481,no,3634.67,no
RID-00713,59,core,30.86,climbing,3,0,no,3.5,card,188,no,1653.91,yes
RID-00714,13,core,21.92,camping,0,1,yes,3.7,bnpl,95,no,282.72,yes
RID-00715,13,plus,40.25,fishing,1,0,yes,3.9,paypal,181,no,1078.13,no
RID-00716,12,core,17.96,camping,3,0,yes,4.6,card,110,no,155.37,no
RID-00717,11,plus,43.24,climbing,4,0,yes,4.0,card,1337,no,1592.39,no
RID-00718,0,core,27.43,camping,1,0,yes,4.5,card,428,no,86.78,yes
RID-00719,35,plus,43.28,fishing,0,1,no,2.8,card,368,no,1518.72,no
RID-00720,0,core,22.97,camping,1,0,yes,3.2,card,58,no,0.0,yes
RID-00721,2,plus,47.05,hiking,1,0,no,4.0,paypal,197,no,304.44,no
RID-00722,24,summit,73.02,fishing,0,0,no,3.5,bnpl,174,no,808.98,no
RID-00723,49,core,27.29,camping,0,2,no,3.8,card,147,no,1531.81,yes
RID-00724,29,core,21.48,climbing,1,1,no,4.6,paypal,523,no,781.11,yes
RID-00725,24,core,23.71,climbing,2,0,no,3.4,paypal,967,no,1334.18,yes
RID-00726,11,core,28.58,camping,1,1,yes,3.4,paypal,147,no,300.64,no
RID-00727,41,plus,49.44,camping,5,0,no,4.1,paypal,34,no,846.79,yes
RID-00728,19,summit,62.91,fishing,1,2,no,2.4,paypal,153,no,1520.89,no
RID-00729,60,summit,67.8,fishing,1,1,yes,4.8,card,506,no,4308.16,no
RID-00730,8,plus,51.07,camping,2,0,yes,4.1,bnpl,428,yes,1121.99,no
RID-00731,47,plus,41.73,fishing,0,0,yes,4.1,card,249,no,3132.96,no
RID-00732,41,core,21.02,fishing,2,2,yes,3.6,card,366,no,812.12,no
RID-00733,22,summit,70.84,hiking,2,0,no,4.5,paypal,186,no,2498.51,no
RID-00734,23,plus,46.79,climbing,0,0,no,3.9,card,142,no,1186.08,yes
RID-00735,58,core,24.48,camping,1,0,yes,4.9,card,120,no,2042.51,yes
RID-00736,44,summit,80.15,hiking,1,2,yes,2.7,card,239,no,2576.99,no
RID-00737,2,plus,39.5,fishing,1,0,yes,4.0,card,156,no,308.44,yes
RID-00738,33,core,25.86,climbing,1,0,no,4.0,card,102,no,1193.55,yes
RID-00739,45,plus,44.44,camping,1,0,yes,4.2,card,274,no,2875.64,no
RID-00740,23,core,22.83,climbing,2,0,no,5.0,card,171,no,322.46,no
RID-00741,42,core,25.72,camping,0,1,no,3.0,paypal,519,no,1681.45,yes
RID-00742,38,core,25.04,camping,0,1,yes,3.0,card,312,no,740.79,no
RID-00743,20,plus,45.2,camping,0,2,yes,3.7,paypal,784,no,1228.66,no
RID-00744,0,core,26.59,camping,0,1,no,2.6,paypal,336,no,121.05,yes
RID-00745,2,core,30.52,hiking,0,0,yes,5.0,paypal,225,no,197.91,no
RID-00746,42,core,33.02,camping,1,0,yes,4.7,card,463,no,2020.31,yes
RID-00747,47,core,26.38,climbing,2,0,yes,4.4,card,723,no,1142.89,yes
RID-00748,22,plus,40.38,fishing,1,1,yes,4.6,card,48,yes,1082.42,yes
RID-00749,29,plus,47.79,hiking,1,0,yes,5.0,bnpl,467,no,1451.77,no
RID-00750,31,core,24.66,camping,3,3,yes,3.5,card,239,no,1158.38,no
RID-00751,53,core,26.31,fishing,0,0,yes,3.7,card,340,no,937.97,yes
RID-00752,31,core,24.29,camping,0,0,yes,4.3,card,763,no,753.35,yes
RID-00753,34,plus,44.21,hiking,0,1,no,3.6,bnpl,254,no,1212.76,no
RID-00754,34,summit,68.63,camping,0,2,yes,3.3,card,96,no,2292.38,yes
RID-00755,7,core,20.23,fishing,0,0,yes,3.6,card,66,yes,314.35,yes
RID-00756,42,core,24.85,hiking,4,0,no,4.3,card,746,no,1466.63,no
RID-00757,55,core,28.24,fishing,1,0,yes,4.7,bnpl,311,yes,2419.15,yes
RID-00758,6,plus,45.76,fishing,3,1,no,3.0,card,254,no,231.86,no
RID-00759,4,core,20.6,fishing,2,1,no,3.9,bnpl,689,no,260.24,no
RID-00760,29,plus,51.11,climbing,0,1,yes,4.0,bnpl,135,no,1255.02,no
RID-00761,46,plus,42.85,climbing,0,0,yes,3.0,paypal,136,no,1840.63,yes
RID-00762,5,core,22.04,fishing,1,1,no,4.3,card,848,no,580.66,yes
RID-00763,45,core,23.24,camping,1,2,yes,3.9,bnpl,118,no,954.95,yes
RID-00764,14,summit,70.96,climbing,3,0,yes,3.3,card,81,yes,1006.93,no
RID-00765,11,core,26.11,camping,1,0,yes,3.6,card,838,no,782.14,no
RID-00766,11,plus,49.24,hiking,3,0,no,4.4,paypal,454,yes,571.74,no
RID-00767,32,plus,52.2,hiking,1,0,yes,4.7,paypal,238,no,1280.98,no
RID-00768,36,core,32.12,fishing,4,0,no,4.3,bnpl,1121,no,1382.45,yes
RID-00769,28,plus,51.9,hiking,0,2,yes,5.0,bnpl,166,no,3422.71,no
RID-00770,36,core,22.56,hiking,3,1,yes,4.8,card,388,no,1433.45,yes
RID-00771,49,core,25.26,climbing,2,0,yes,4.4,card,356,no,3162.57,no
RID-00772,50,plus,44.05,climbing,3,0,yes,3.5,bnpl,701,no,1588.77,no
RID-00773,44,summit,84.21,camping,1,0,yes,4.8,card,133,no,4495.38,no
RID-00774,31,core,25.01,hiking,4,0,no,3.4,card,838,no,1012.1,yes
RID-00775,13,plus,40.13,climbing,1,1,no,4.6,card,1042,no,861.75,no
RID-00776,45,core,24.09,fishing,1,1,yes,2.2,card,617,no,904.66,yes
RID-00777,41,plus,41.44,fishing,0,0,yes,3.6,card,147,no,3056.99,no
RID-00778,54,core,24.85,camping,1,0,no,3.0,paypal,302,no,705.2,no
RID-00779,43,plus,37.06,camping,0,0,yes,3.8,bnpl,355,no,2454.22,yes
RID-00780,8,summit,59.11,climbing,2,0,no,2.8,bnpl,346,no,598.91,no
RID-00781,34,plus,48.42,hiking,2,0,yes,4.0,card,63,no,1175.51,yes
RID-00782,43,core,23.6,climbing,0,1,no,4.4,card,426,no,863.8,yes
RID-00783,60,summit,77.04,fishing,0,1,yes,3.5,card,320,no,4881.11,no
RID-00784,20,core,33.22,camping,1,0,yes,3.8,card,229,no,584.04,yes
RID-00785,52,plus,48.73,fishing,1,0,yes,4.2,card,246,no,2653.8,yes
RID-00786,16,plus,45.58,camping,0,0,yes,4.0,bnpl,1148,no,831.61,no
RID-00787,22,summit,78.49,fishing,0,0,yes,5.0,card,623,no,866.13,no
RID-00788,58,core,27.24,hiking,2,0,yes,3.5,card,54,no,644.68,no
RID-00789,10,plus,38.11,fishing,1,1,yes,4.4,paypal,231,no,664.41,no
RID-00790,12,plus,43.16,camping,0,0,yes,4.2,card,547,no,1258.57,no
RID-00791,50,plus,51.89,hiking,3,0,yes,2.8,card,634,no,2606.8,no
RID-00792,55,summit,78.74,camping,0,1,no,4.1,paypal,339,no,6267.79,no
RID-00793,6,core,23.62,climbing,1,0,no,3.9,card,102,no,216.07,no
RID-00794,50,core,28.54,fishing,1,2,yes,3.6,paypal,93,no,2365.45,yes
RID-00795,35,plus,48.04,fishing,0,0,yes,5.0,paypal,419,no,3090.67,no
RID-00796,53,core,25.76,climbing,0,0,yes,5.0,card,193,yes,931.27,yes
RID-00797,30,summit,70.48,camping,2,2,no,3.4,card,119,no,2329.15,no
RID-00798,35,core,25.16,fishing,1,0,no,4.5,card,19,no,1294.17,yes
RID-00799,14,plus,48.91,hiking,0,0,no,4.6,paypal,71,no,906.42,no
RID-00800,35,plus,60.0,climbing,3,1,no,4.1,bnpl,314,no,3080.71,no
RID-00801,25,summit,65.41,camping,2,0,no,3.2,bnpl,217,no,1793.98,no
RID-00802,24,plus,46.63,fishing,2,1,yes,3.3,card,679,no,1768.76,yes
RID-00803,17,core,24.44,hiking,0,1,yes,4.4,card,85,no,196.37,yes
RID-00804,24,core,24.24,hiking,2,1,no,4.4,card,147,no,496.73,yes
RID-00805,10,plus,34.2,camping,0,0,yes,3.8,card,171,no,779.59,yes
RID-00806,51,summit,88.67,hiking,2,0,yes,5.0,card,291,no,7524.99,no
RID-00807,24,plus,39.48,camping,2,1,no,5.0,card,172,no,2016.15,yes
RID-00808,23,plus,46.52,fishing,0,0,no,5.0,card,132,no,1010.77,yes
RID-00809,59,core,21.33,climbing,0,0,yes,5.0,paypal,345,no,932.73,no
RID-00810,29,plus,45.08,fishing,4,0,yes,4.0,card,279,no,1413.13,yes
RID-00811,42,plus,44.13,hiking,0,0,yes,3.0,paypal,465,yes,4578.14,yes
RID-00812,60,core,19.97,climbing,0,0,yes,3.8,paypal,213,no,988.71,no
RID-00813,52,core,26.1,hiking,3,0,yes,3.9,paypal,591,no,1512.65,yes
RID-00814,21,plus,44.22,fishing,2,1,no,3.5,card,120,no,1682.04,no
RID-00815,32,plus,41.07,hiking,2,0,yes,3.7,card,418,no,1429.69,yes
RID-00816,50,core,24.41,hiking,2,0,no,3.1,card,497,no,1249.35,no
RID-00817,30,summit,67.28,hiking,2,1,yes,4.5,card,24,no,2847.97,no
RID-00818,16,core,27.62,hiking,3,1,yes,5.0,bnpl,425,no,436.27,yes
RID-00819,32,plus,46.86,fishing,0,0,yes,5.0,card,237,yes,1956.12,no
RID-00820,1,summit,64.94,camping,1,2,no,4.2,card,296,no,127.78,no
RID-00821,53,summit,75.17,climbing,0,1,no,3.9,card,668,no,2101.12,no
RID-00822,36,summit,68.34,camping,1,1,yes,4.0,paypal,255,no,2271.93,no
RID-00823,15,summit,84.45,camping,0,2,yes,5.0,bnpl,113,yes,2306.4,no
RID-00824,29,plus,51.96,fishing,1,1,yes,5.0,card,402,no,1572.72,yes
RID-00825,1,plus,53.65,climbing,1,2,yes,3.8,paypal,223,no,130.89,no
RID-00826,47,summit,72.6,fishing,0,1,yes,4.9,card,259,no,3907.96,no
RID-00827,32,plus,53.51,hiking,1,0,yes,4.1,card,240,no,1445.53,yes
RID-00828,0,plus,40.21,climbing,0,1,no,3.4,card,452,no,183.86,yes
RID-00829,28,core,22.32,climbing,2,0,no,3.9,card,343,no,1027.67,yes
RID-00830,4,plus,44.89,hiking,2,0,no,5.0,card,262,no,323.65,no
RID-00831,23,core,21.7,camping,2,0,no,4.5,card,326,no,690.62,yes
RID-00832,52,plus,43.42,camping,1,1,no,3.6,paypal,118,no,1322.61,yes
RID-00833,39,core,27.32,camping,3,0,yes,4.7,paypal,426,no,2237.04,yes
RID-00834,29,core,24.1,climbing,2,1,yes,4.5,paypal,350,no,677.91,yes
RID-00835,31,core,27.56,climbing,2,0,yes,3.8,card,728,no,1967.83,yes
RID-00836,30,plus,47.95,climbing,3,0,yes,3.4,card,162,no,669.65,no
RID-00837,5,summit,85.61,camping,1,0,yes,3.2,bnpl,165,no,437.99,no
RID-00838,13,core,25.09,climbing,2,1,yes,2.8,bnpl,307,no,755.74,yes
RID-00839,49,core,30.62,camping,1,1,no,3.5,card,254,no,1593.59,no
RID-00840,56,plus,44.58,fishing,1,0,yes,3.9,card,114,no,910.24,no
RID-00841,8,plus,43.86,hiking,1,1,yes,4.9,paypal,94,no,147.37,no
RID-00842,55,core,27.26,climbing,1,0,yes,4.6,card,571,no,2024.2,yes
RID-00843,1,plus,52.26,camping,1,0,yes,4.1,paypal,147,no,148.76,yes
RID-00844,31,summit,79.03,camping,1,0,yes,2.6,card,214,no,2294.49,yes
RID-00845,50,core,26.22,hiking,1,0,yes,4.2,card,87,no,2209.28,yes
RID-00846,13,plus,45.48,hiking,1,0,no,2.8,paypal,1047,yes,1047.62,no
RID-00847,57,core,27.39,camping,2,1,no,4.7,card,156,no,1337.97,yes
RID-00848,59,summit,71.5,hiking,1,1,no,4.7,card,235,no,5996.22,yes
RID-00849,25,summit,85.02,camping,0,0,yes,4.0,paypal,62,no,3253.03,no
RID-00850,54,plus,45.61,fishing,1,1,no,4.6,card,295,no,2297.14,no
RID-00851,4,summit,69.13,hiking,1,1,no,4.8,card,866,no,557.05,no
RID-00852,31,core,24.17,hiking,3,1,no,4.1,card,97,no,367.01,no
RID-00853,17,plus,47.06,hiking,0,0,yes,3.9,card,305,no,1072.31,yes
RID-00854,38,plus,48.37,climbing,2,0,no,3.0,card,185,yes,1498.77,yes
RID-00855,15,summit,72.11,camping,2,0,yes,3.7,card,264,yes,1514.13,no
RID-00856,26,plus,48.4,climbing,3,0,yes,3.3,card,198,no,1477.21,no
RID-00857,44,core,20.06,fishing,2,0,yes,3.2,bnpl,82,no,1057.97,yes
RID-00858,12,core,26.07,hiking,1,1,yes,3.5,paypal,325,no,351.81,yes
RID-00859,51,core,30.81,camping,0,0,no,2.5,paypal,474,no,1001.56,yes
RID-00860,41,summit,79.75,camping,5,0,no,4.7,paypal,191,no,4189.14,no
RID-00861,15,core,18.12,fishing,1,1,no,4.2,paypal,567,no,721.34,yes
RID-00862,40,plus,52.75,camping,0,1,yes,4.9,card,573,no,6255.36,no
RID-00863,19,core,26.4,camping,0,0,yes,4.6,bnpl,475,no,554.44,no
RID-00864,33,plus,38.56,fishing,1,0,yes,4.4,paypal,109,no,809.62,yes
RID-00865,37,core,20.38,fishing,1,1,no,4.6,paypal,395,no,683.65,yes
RID-00866,49,plus,46.61,hiking,0,0,yes,4.1,card,366,no,2146.17,yes
RID-00867,21,core,24.92,camping,1,1,no,5.0,paypal,128,no,945.15,yes
RID-00868,27,core,25.23,hiking,3,1,yes,3.6,card,177,no,1099.3,yes
RID-00869,26,core,27.23,climbing,2,2,yes,4.0,paypal,266,no,1401.04,yes
RID-00870,52,summit,77.03,camping,1,3,yes,3.8,paypal,171,no,4999.73,no
RID-00871,51,plus,44.48,camping,1,1,yes,5.0,card,237,no,1279.32,yes
RID-00872,13,plus,43.49,fishing,2,1,no,3.5,card,749,no,800.48,no
RID-00873,6,summit,68.93,climbing,1,1,yes,5.0,bnpl,136,no,167.93,no
RID-00874,58,plus,48.78,hiking,0,3,yes,3.0,card,133,no,2484.19,no
RID-00875,10,plus,51.47,fishing,0,0,yes,4.1,paypal,542,no,714.08,no
RID-00876,12,plus,42.03,hiking,1,0,no,3.9,card,277,no,710.5,yes
RID-00877,7,core,25.62,fishing,0,1,yes,3.2,card,302,no,297.56,no
RID-00878,9,core,29.11,camping,1,1,yes,3.5,bnpl,216,no,262.25,yes
RID-00879,3,summit,61.16,hiking,0,0,no,4.4,paypal,218,no,201.7,no
RID-00880,36,plus,53.42,climbing,2,0,yes,3.7,card,245,no,2164.06,no
RID-00881,31,core,28.49,hiking,3,1,no,3.3,paypal,303,no,1285.38,yes
RID-00882,5,summit,74.82,hiking,1,0,no,4.7,card,471,yes,673.07,no
RID-00883,39,core,24.4,climbing,4,0,yes,4.0,card,118,no,791.29,yes
RID-00884,10,plus,37.83,hiking,2,0,yes,4.2,paypal,143,no,315.67,no
RID-00885,32,plus,47.94,camping,0,0,yes,4.8,paypal,549,no,1217.48,yes
RID-00886,44,core,28.27,hiking,0,0,no,5.0,paypal,287,no,894.68,yes
RID-00887,25,core,24.05,climbing,0,2,yes,2.3,card,198,no,367.39,yes
RID-00888,18,plus,40.54,climbing,0,1,no,3.9,card,334,no,726.94,no
RID-00889,54,plus,41.78,hiking,0,1,no,2.7,card,174,no,4180.83,yes
RID-00890,48,summit,68.45,camping,2,1,yes,5.0,card,528,no,6410.58,no
RID-00891,51,summit,75.26,camping,1,1,yes,4.1,bnpl,152,no,5025.29,yes
RID-00892,9,core,23.54,fishing,3,1,yes,4.7,card,169,no,501.19,yes
RID-00893,16,core,21.38,fishing,1,0,yes,3.5,paypal,193,no,559.31,yes
RID-00894,23,plus,45.29,hiking,1,1,no,3.7,card,367,yes,1274.11,no
RID-00895,10,plus,43.0,hiking,3,1,no,4.8,card,570,no,536.55,yes
RID-00896,23,core,28.93,camping,2,0,no,4.4,card,396,no,2000.08,yes
RID-00897,15,core,24.09,hiking,3,1,yes,5.0,bnpl,472,no,628.59,yes
RID-00898,29,core,17.73,hiking,1,0,yes,3.4,card,65,yes,459.8,no
RID-00899,43,core,26.62,hiking,0,0,yes,3.8,card,62,no,2206.35,no
RID-00900,25,plus,32.0,camping,3,0,no,4.4,card,82,no,772.06,yes
RID-00901,44,summit,71.2,camping,0,1,no,4.5,card,250,no,9871.97,no
RID-00902,23,core,23.69,fishing,1,0,yes,4.3,card,182,no,490.7,yes
RID-00903,30,plus,48.05,hiking,0,1,no,3.0,bnpl,87,no,2344.71,no
RID-00904,20,core,24.09,fishing,0,1,yes,3.3,bnpl,8,yes,468.66,no
RID-00905,5,core,24.29,climbing,1,1,no,4.3,card,385,no,340.07,yes
RID-00906,0,core,23.98,fishing,0,0,no,2.8,paypal,637,no,165.89,yes
RID-00907,11,core,33.17,camping,3,0,no,3.3,card,483,no,472.24,yes
RID-00908,37,core,29.98,camping,0,0,no,4.0,bnpl,240,no,2178.02,no
RID-00909,6,plus,48.89,hiking,2,1,no,3.4,card,310,no,483.86,no
RID-00910,28,plus,44.18,hiking,4,1,yes,4.2,card,153,no,1481.76,yes
RID-00911,8,plus,43.79,camping,1,0,no,3.9,card,261,no,337.35,no
RID-00912,22,plus,43.13,hiking,0,2,no,3.4,bnpl,247,no,581.68,no
RID-00913,16,core,27.09,camping,1,0,yes,3.4,card,352,no,425.32,yes
RID-00914,12,core,25.71,camping,2,0,no,5.0,card,145,no,291.74,no
RID-00915,31,core,28.38,fishing,1,1,no,4.3,card,1031,no,1314.15,yes
RID-00916,54,core,25.72,hiking,1,2,yes,4.2,card,95,no,1619.35,yes
RID-00917,39,core,27.44,hiking,2,0,yes,4.0,card,307,no,1904.86,yes
RID-00918,14,summit,68.53,camping,2,1,yes,3.3,paypal,426,no,2041.25,yes
RID-00919,51,summit,72.58,fishing,1,0,yes,3.6,paypal,102,no,4141.54,no
RID-00920,56,plus,36.43,fishing,1,0,yes,2.2,paypal,55,no,1469.98,no
RID-00921,46,plus,35.9,camping,2,0,no,3.5,card,431,no,2394.63,yes
RID-00922,13,plus,49.01,hiking,0,2,yes,3.5,card,1044,no,1151.47,no
RID-00923,10,plus,50.31,climbing,1,0,yes,4.4,bnpl,40,no,620.58,yes
RID-00924,59,plus,47.97,camping,2,0,yes,3.5,card,1038,no,5324.48,yes
RID-00925,54,core,26.66,hiking,3,1,no,4.6,card,443,no,1389.31,no
RID-00926,25,summit,74.33,camping,1,0,no,3.8,paypal,256,no,3567.81,no
RID-00927,27,plus,46.89,camping,1,0,yes,4.1,paypal,485,no,908.25,no
RID-00928,32,core,25.38,hiking,0,1,yes,4.0,bnpl,585,no,1233.8,yes
RID-00929,54,plus,48.9,camping,1,1,no,4.5,card,226,no,2075.63,no
RID-00930,18,summit,81.25,hiking,1,0,yes,4.9,card,1244,no,2229.35,no
RID-00931,41,summit,78.8,camping,3,0,no,3.3,paypal,1018,no,4237.3,no
RID-00932,57,core,27.81,hiking,2,0,yes,5.0,paypal,162,yes,1442.65,yes
RID-00933,18,plus,48.57,fishing,1,1,yes,3.4,card,332,no,763.73,yes
RID-00934,17,core,23.73,hiking,0,2,no,3.9,bnpl,98,no,323.68,yes
RID-00935,8,core,25.17,hiking,1,1,yes,3.6,card,75,no,328.7,yes
RID-00936,44,core,22.05,hiking,0,1,no,5.0,card,206,no,1332.24,yes
RID-00937,16,core,22.4,fishing,1,1,no,3.2,paypal,322,no,973.54,yes
RID-00938,1,core,17.4,climbing,0,2,yes,4.5,card,126,yes,27.86,yes
RID-00939,30,plus,41.06,camping,0,0,yes,2.3,card,474,no,789.98,no
RID-00940,34,plus,46.1,camping,1,2,no,4.6,bnpl,343,no,2060.6,no
RID-00941,1,plus,43.51,hiking,0,0,no,3.9,paypal,275,no,154.75,no
RID-00942,45,core,26.36,climbing,0,0,yes,3.7,bnpl,141,no,2528.17,yes
RID-00943,34,plus,43.58,camping,1,0,yes,3.5,card,154,no,2274.83,no
RID-00944,28,summit,93.84,hiking,0,0,yes,4.0,card,215,no,1745.84,no
RID-00945,20,plus,50.69,climbing,1,0,yes,3.7,card,164,no,581.76,no
RID-00946,39,plus,52.86,hiking,0,0,no,2.9,card,195,no,1547.31,no
RID-00947,45,core,27.18,climbing,2,0,no,3.4,card,143,no,1609.01,yes
RID-00948,46,core,28.25,hiking,2,1,no,4.6,bnpl,368,no,1078.81,no
RID-00949,23,summit,76.26,climbing,1,1,no,3.7,card,90,no,2529.84,no
RID-00950,30,core,21.68,climbing,1,2,no,3.4,paypal,521,no,1172.79,no
RID-00951,15,core,26.31,fishing,3,1,yes,4.0,paypal,172,no,392.5,no
RID-00952,13,core,24.99,climbing,2,0,yes,4.4,card,379,yes,586.42,no
RID-00953,52,plus,33.26,hiking,0,0,yes,4.5,card,269,no,3067.03,yes
RID-00954,24,plus,43.71,climbing,2,0,yes,4.3,paypal,77,no,1512.79,no
RID-00955,16,plus,43.45,climbing,0,0,no,4.9,card,498,no,1079.07,no
RID-00956,44,summit,68.93,hiking,2,1,no,4.0,card,799,no,2694.28,no
RID-00957,42,core,27.2,hiking,2,1,yes,3.8,paypal,232,no,2789.46,yes
RID-00958,16,core,23.04,camping,1,0,yes,4.7,card,47,no,282.22,yes
RID-00959,10,summit,73.49,climbing,3,0,yes,3.5,card,350,no,860.73,no
RID-00960,38,plus,50.8,hiking,0,2,yes,3.7,paypal,281,no,3019.4,no
RID-00961,56,summit,80.1,camping,1,0,no,2.8,card,130,no,3904.21,no
RID-00962,9,plus,37.74,hiking,2,1,no,5.0,card,283,no,379.26,no
RID-00963,14,core,23.98,fishing,1,1,yes,5.0,card,650,no,349.12,no
RID-00964,56,summit,84.02,camping,5,0,no,3.9,paypal,566,yes,4009.58,no
RID-00965,44,core,20.33,hiking,3,0,no,4.6,paypal,204,no,2691.91,no
RID-00966,36,plus,32.0,fishing,3,1,yes,4.5,bnpl,201,no,1073.65,no
RID-00967,20,core,22.84,fishing,0,0,yes,4.1,paypal,121,no,842.48,no
RID-00968,28,plus,49.09,hiking,0,0,yes,4.9,paypal,207,no,1120.87,yes
RID-00969,11,plus,49.8,camping,2,0,no,3.1,paypal,312,no,495.87,no
RID-00970,49,core,25.0,hiking,1,3,no,3.9,card,302,no,1073.34,no
RID-00971,30,summit,87.06,camping,3,0,no,2.4,card,335,no,3792.74,yes
RID-00972,48,core,25.51,hiking,0,2,no,3.2,paypal,333,no,615.47,no
RID-00973,53,plus,36.07,hiking,2,1,yes,2.8,card,144,no,4176.28,no
RID-00974,5,core,19.93,climbing,0,1,yes,2.6,bnpl,493,no,362.35,yes
RID-00975,52,plus,44.37,climbing,3,0,yes,3.6,card,555,no,2138.97,no
RID-00976,18,plus,52.64,fishing,3,1,no,4.3,card,279,no,831.58,no
RID-00977,19,plus,39.6,climbing,0,0,yes,3.5,card,1267,no,1024.89,no
RID-00978,27,plus,45.5,hiking,0,1,no,3.6,card,363,no,2108.83,no
RID-00979,18,plus,47.53,camping,2,2,yes,3.4,bnpl,91,no,506.84,no
RID-00980,20,summit,65.84,climbing,2,0,yes,4.1,card,216,no,1306.54,no
RID-00981,42,summit,86.52,climbing,3,0,no,3.5,paypal,205,no,6076.36,no
RID-00982,19,core,23.46,hiking,0,1,yes,3.2,card,46,no,141.74,no
RID-00983,37,plus,37.85,camping,2,0,no,4.7,bnpl,224,no,1180.94,no
RID-00984,21,core,25.47,climbing,0,1,yes,3.3,card,479,no,420.94,no
RID-00985,19,core,29.21,camping,2,1,yes,3.0,paypal,538,no,615.85,yes
RID-00986,8,plus,42.17,climbing,1,1,yes,4.6,paypal,839,no,760.07,no
RID-00987,52,plus,36.54,camping,1,0,yes,2.7,card,381,no,2713.04,no
RID-00988,7,plus,44.17,hiking,0,0,yes,4.9,card,451,no,533.47,yes
RID-00989,33,plus,41.04,camping,1,0,yes,3.2,card,166,no,700.1,no
RID-00990,15,plus,46.03,hiking,1,0,no,4.1,card,413,no,640.67,no
RID-00991,60,summit,74.58,climbing,2,0,yes,3.3,card,357,no,5355.36,no
RID-00992,4,core,22.45,camping,2,0,yes,4.0,card,207,no,139.5,yes
RID-00993,25,core,26.46,camping,0,0,no,3.6,card,861,no,654.3,yes
RID-00994,31,core,23.31,camping,1,0,yes,3.3,paypal,90,no,670.76,yes
RID-00995,60,core,23.65,camping,1,0,yes,2.8,bnpl,285,no,2205.16,yes
RID-00996,9,summit,66.65,hiking,2,0,yes,3.6,card,650,no,900.32,no
RID-00997,50,core,22.36,camping,0,1,yes,4.4,paypal,130,no,894.09,yes
RID-00998,4,core,21.86,hiking,0,0,no,4.5,card,180,no,119.41,no
RID-00999,17,plus,48.16,climbing,0,1,yes,3.5,card,465,no,757.04,yes
RID-01000,51,core,23.57,fishing,1,2,yes,3.5,card,466,no,1065.82,yes
RID-01001,22,plus,51.93,camping,1,3,yes,3.9,paypal,245,no,1352.82,no
RID-01002,35,summit,73.16,fishing,1,1,yes,4.0,card,335,no,1759.47,no
RID-01003,23,plus,56.65,fishing,1,1,yes,4.0,card,283,yes,1236.03,no
RID-01004,54,core,28.13,climbing,2,0,yes,3.7,paypal,502,no,2613.68,yes
RID-01005,5,plus,46.03,climbing,2,0,yes,3.7,card,517,no,973.47,no
RID-01006,59,summit,85.89,hiking,1,1,no,3.8,card,693,no,2596.54,no
RID-01007,14,core,22.73,camping,3,1,yes,2.2,card,690,no,671.4,yes
RID-01008,36,plus,43.41,fishing,0,0,yes,3.7,card,345,no,2801.32,no
RID-01009,15,plus,43.12,fishing,0,1,yes,4.6,card,108,no,296.42,yes
RID-01010,48,plus,40.17,hiking,2,1,yes,5.0,card,151,no,1858.06,no
RID-01011,42,core,22.26,camping,1,0,yes,4.9,bnpl,171,no,2121.92,yes
RID-01012,9,plus,47.23,camping,0,0,yes,4.1,paypal,251,no,533.9,yes
RID-01013,15,summit,79.11,hiking,2,0,yes,3.1,card,299,no,1123.41,no
RID-01014,42,plus,42.52,fishing,0,0,yes,3.6,card,125,no,915.36,no
RID-01015,30,core,25.62,camping,0,1,yes,3.4,bnpl,42,no,1131.05,no
RID-01016,33,core,25.01,hiking,1,0,yes,2.9,paypal,394,no,354.14,no
RID-01017,22,plus,47.58,fishing,0,1,yes,3.3,paypal,269,no,860.08,no
RID-01018,41,plus,40.32,hiking,0,0,yes,3.5,paypal,898,no,1330.01,no
RID-01019,56,summit,64.08,hiking,1,0,no,3.0,card,166,no,3149.18,no
RID-01020,6,plus,42.66,hiking,2,0,no,4.7,card,800,no,996.05,no
RID-01021,42,core,24.79,camping,1,0,no,4.5,card,134,no,1316.65,yes
RID-01022,57,plus,47.15,hiking,0,0,yes,4.0,card,260,no,3042.28,yes
RID-01023,13,plus,44.37,camping,2,1,yes,4.3,bnpl,281,no,791.62,no
RID-01024,25,plus,35.39,climbing,0,0,no,4.2,card,70,no,1009.14,no
RID-01025,34,plus,44.91,camping,0,0,yes,3.4,card,325,no,2866.59,no
RID-01026,47,core,25.75,climbing,1,0,no,5.0,bnpl,150,no,1806.79,no
RID-01027,41,core,21.96,hiking,1,1,no,3.4,paypal,590,no,772.59,yes
RID-01028,60,core,22.29,fishing,2,1,yes,2.7,card,458,no,2221.08,no
RID-01029,33,core,27.95,climbing,1,0,yes,4.1,card,362,yes,1071.33,no
RID-01030,53,plus,40.98,climbing,3,1,yes,4.4,paypal,180,no,2767.89,yes
RID-01031,31,core,24.55,camping,2,0,yes,3.8,card,99,no,435.85,no
