customer_id,churned,monthly_fee,tenure,subscription_tier,payment_method,paperless_billing,lifetime_value_estimate
AUR-00926,No,8.33,23,Basic,Credit Card,No,216.71
AUR-00927,Yes,9.89,15,Basic,PayPal,No,123.54
AUR-00928,No,17.26,70,Premium,Gift Card,No,934.73
AUR-00929,No,13.34,48,Plus,PayPal,Yes,455.06
AUR-00930,No,11.67,12,Plus,Credit Card,No,311.57
AUR-00931,Yes,8.3,63,Basic,PayPal,Yes,876.14
AUR-00932,Yes,10.48,11,Basic,Credit Card,Yes,296.8
AUR-00933,No,14.15,43,Plus,PayPal,Yes,993.89
AUR-00934,No,12.85,12,Plus,Debit Card,Yes,280.11
AUR-00935,No,13.3,26,Plus,PayPal,Yes,598.43
AUR-00936,Yes,8.67,48,Basic,Credit Card,No,435.83
AUR-00937,No,19.67,72,Premium,Credit Card,Yes,719.79
AUR-00938,No,9.01,72,Basic,Gift Card,Yes,903.64
AUR-00939,No,20.5,65,Premium,Debit Card,Yes,1100.01
AUR-00940,No,9.75,17,Basic,PayPal,No,178.98
AUR-00941,No,9.01,6,Basic,PayPal,Yes,0.0
AUR-00942,No,16.75,66,Premium,Debit Card,No,1845.99
AUR-00943,Yes,8.69,67,Basic,Debit Card,Yes,825.45
AUR-00944,Yes,14.56,20,Plus,Debit Card,Yes,186.9
AUR-00945,No,15.69,1,Plus,PayPal,No,0.0
AUR-00946,No,8.96,47,Basic,Gift Card,Yes,730.05
AUR-00947,Yes,13.94,5,Plus,Credit Card,No,122.23
AUR-00948,No,16.57,2,Premium,PayPal,Yes,129.86
AUR-00949,No,18.9,68,Premium,Credit Card,Yes,1923.17
AUR-00950,No,9.88,36,Basic,Debit Card,Yes,258.67
AUR-00951,No,14.65,8,Plus,PayPal,No,152.5
AUR-00952,Yes,8.33,47,Basic,PayPal,Yes,640.08
AUR-00953,No,8.86,26,Basic,Credit Card,Yes,130.8
AUR-00954,Yes,9.0,39,Basic,Credit Card,Yes,300.31
AUR-00955,No,16.99,65,Premium,Credit Card,No,577.86
AUR-00956,Yes,17.56,17,Premium,Credit Card,No,754.26
AUR-00957,Yes,12.26,47,Plus,Credit Card,No,611.3
AUR-00958,No,14.28,60,Plus,PayPal,Yes,1407.4
AUR-00959,No,13.92,30,Plus,Credit Card,Yes,218.67
AUR-00960,Yes,15.47,70,Plus,Credit Card,No,2049.57
AUR-00961,No,13.34,32,Plus,PayPal,No,381.89
AUR-00962,No,13.7,33,Plus,Credit Card,No,1011.66
AUR-00963,Yes,9.85,64,Basic,Credit Card,No,456.97
AUR-00964,Yes,8.89,46,Basic,PayPal,No,179.41
AUR-00965,No,19.39,63,Premium,Credit Card,Yes,2034.16
AUR-00966,Yes,15.26,57,Plus,Credit Card,Yes,965.45
AUR-00967,No,17.12,52,Premium,Debit Card,No,607.61
AUR-00968,No,10.8,17,Basic,Credit Card,Yes,116.81
AUR-00969,No,13.88,29,Plus,Credit Card,Yes,545.7
AUR-00970,No,8.83,63,Basic,Credit Card,Yes,580.1
AUR-00971,Yes,8.75,44,Basic,Credit Card,Yes,553.11
AUR-00972,No,8.82,20,Basic,PayPal,No,171.41
AUR-00973,Yes,7.67,23,Basic,Credit Card,No,261.72
AUR-00974,No,15.0,56,Premium,Credit Card,Yes,973.98
AUR-00975,No,7.95,13,Basic,Credit Card,Yes,213.76
AUR-00976,No,12.66,8,Plus,Gift Card,Yes,55.17
AUR-00977,No,17.05,55,Plus,Credit Card,No,1292.4
AUR-00978,No,12.7,21,Plus,PayPal,Yes,432.75
AUR-00979,Yes,13.91,55,Plus,Credit Card,Yes,1259.44
AUR-00980,Yes,8.46,38,Basic,Gift Card,Yes,219.76
AUR-00981,Yes,15.91,72,Premium,Credit Card,Yes,973.69
AUR-00982,Yes,18.01,38,Premium,Credit Card,Yes,1001.67
AUR-00983,Yes,14.41,63,Plus,Debit Card,Yes,2406.48
AUR-00984,No,14.31,62,Plus,Credit Card,Yes,1480.76
AUR-00985,Yes,10.13,15,Basic,PayPal,Yes,199.93
AUR-00986,No,15.01,72,Premium,Debit Card,Yes,3623.5
AUR-00987,Yes,8.96,54,Basic,Debit Card,Yes,465.85
AUR-00988,Yes,8.51,7,Basic,Credit Card,Yes,189.52
AUR-00989,Yes,10.22,0,Basic,PayPal,No,26.65
AUR-00990,No,17.51,19,Premium,Credit Card,Yes,285.48
AUR-00991,Yes,13.76,1,Plus,Gift Card,No,58.32
AUR-00992,No,13.77,26,Plus,PayPal,Yes,370.4
AUR-00993,Yes,15.76,72,Premium,Debit Card,No,1521.08
AUR-00994,No,10.54,34,Basic,PayPal,Yes,213.75
AUR-00995,No,20.61,1,Premium,Debit Card,Yes,0.0
AUR-00996,Yes,13.71,36,Plus,Debit Card,Yes,1243.28
AUR-00997,No,12.65,15,Plus,Credit Card,Yes,173.31
AUR-00998,No,10.25,62,Basic,Debit Card,Yes,1632.19
AUR-00999,No,21.45,6,Premium,Credit Card,No,154.71
AUR-01000,Yes,8.14,56,Basic,Credit Card,Yes,799.97
AUR-01001,No,8.49,32,Basic,PayPal,No,246.17
AUR-01002,No,16.57,1,Plus,Credit Card,Yes,0.0
AUR-01003,Yes,10.8,49,Basic,Debit Card,Yes,494.31
AUR-01004,Yes,9.23,33,Basic,Credit Card,No,346.34
AUR-01005,No,13.73,56,Plus,Credit Card,Yes,1089.68
AUR-01006,No,14.71,45,Plus,PayPal,Yes,1117.77
AUR-01007,No,16.3,57,Premium,Credit Card,Yes,2862.04
AUR-01008,Yes,8.72,33,Basic,Debit Card,No,221.16
AUR-01009,No,13.59,0,Plus,Debit Card,Yes,18.69
AUR-01010,No,13.56,9,Plus,PayPal,Yes,209.62
AUR-01011,No,13.44,33,Plus,Credit Card,Yes,484.6
AUR-01012,Yes,12.13,29,Plus,PayPal,Yes,298.09
AUR-01013,Yes,13.8,57,Plus,Debit Card,Yes,1208.52
AUR-01014,No,18.4,30,Premium,Credit Card,Yes,434.84
AUR-01015,Yes,9.71,62,Basic,Credit Card,No,837.49
AUR-01016,Yes,10.0,13,Basic,Credit Card,Yes,218.34
AUR-01017,No,13.5,28,Plus,Debit Card,Yes,477.68
AUR-01018,No,16.45,55,Premium,Credit Card,No,1294.33
AUR-01019,Yes,8.42,9,Basic,Credit Card,No,95.53
AUR-01020,No,15.4,23,Plus,Debit Card,Yes,461.07
AUR-01021,No,17.5,54,Premium,Debit Card,Yes,1138.81
AUR-01022,No,12.55,42,Plus,Credit Card,Yes,425.33
AUR-01023,No,20.88,56,Premium,Credit Card,No,1739.76
AUR-01024,No,13.3,37,Plus,Credit Card,Yes,389.5
AUR-01025,No,12.91,62,Plus,Debit Card,Yes,609.87
AUR-01026,No,9.21,64,Basic,PayPal,Yes,625.22
AUR-01027,No,17.24,71,Premium,Debit Card,Yes,1749.42
AUR-01028,Yes,9.92,8,Basic,Debit Card,Yes,100.85
AUR-01029,No,15.72,43,Plus,Credit Card,No,523.88
AUR-01030,Yes,12.95,8,Plus,Gift Card,Yes,23.6
AUR-01031,Yes,14.66,16,Plus,Credit Card,Yes,330.19
AUR-01032,No,15.15,21,Plus,Credit Card,No,197.12
AUR-01033,No,13.81,47,Plus,Credit Card,Yes,464.19
AUR-01034,No,17.53,31,Premium,Credit Card,Yes,440.65
AUR-01035,No,12.34,63,Plus,PayPal,Yes,940.69
AUR-01036,No,12.35,21,Plus,Credit Card,No,277.36
AUR-01037,No,7.83,45,Basic,Credit Card,Yes,693.45
AUR-01038,Yes,15.02,55,Plus,Credit Card,No,1063.45
AUR-01039,No,12.48,71,Plus,Gift Card,Yes,904.2
AUR-01040,No,9.0,17,Basic,PayPal,Yes,180.67
AUR-01041,No,7.88,53,Basic,PayPal,Yes,557.78
AUR-01042,No,14.46,6,Plus,PayPal,Yes,50.28
AUR-01043,No,14.13,39,Plus,PayPal,Yes,807.73
AUR-01044,No,14.44,30,Plus,Debit Card,No,831.38
AUR-01045,No,8.01,69,Basic,Credit Card,Yes,522.6
AUR-01046,Yes,8.43,56,Basic,Credit Card,Yes,504.08
AUR-01047,No,9.47,67,Basic,Credit Card,No,1144.62
AUR-01048,No,14.56,62,Plus,PayPal,Yes,1679.53
AUR-01049,No,16.48,29,Premium,Credit Card,Yes,340.33
AUR-01050,No,8.67,53,Basic,Credit Card,Yes,295.59
AUR-01051,No,12.87,2,Plus,Debit Card,Yes,96.38
AUR-01052,Yes,8.34,40,Basic,Credit Card,No,359.13
AUR-01053,No,9.04,3,Basic,Credit Card,No,137.73
AUR-01054,No,7.84,52,Basic,Credit Card,Yes,464.37
AUR-01055,No,9.42,70,Basic,Debit Card,No,719.62
AUR-01056,No,12.82,49,Plus,Credit Card,Yes,519.11
AUR-01057,No,19.82,61,Premium,Credit Card,No,1295.37
AUR-01058,Yes,10.12,17,Basic,Credit Card,No,362.99
AUR-01059,No,14.85,72,Plus,PayPal,Yes,972.42
AUR-01060,No,13.23,40,Plus,Credit Card,Yes,1149.04
AUR-01061,No,15.0,49,Premium,Credit Card,No,617.9
AUR-01062,No,11.0,56,Plus,PayPal,Yes,677.76
AUR-01063,No,8.91,46,Basic,PayPal,Yes,526.49
AUR-01064,No,14.77,23,Plus,Credit Card,Yes,545.3
AUR-01065,Yes,8.79,44,Basic,Credit Card,Yes,204.61
AUR-01066,No,17.28,47,Premium,Credit Card,Yes,959.72
AUR-01067,No,12.75,62,Plus,PayPal,Yes,564.57
AUR-01068,Yes,14.55,35,Plus,Credit Card,No,211.88
AUR-01069,Yes,9.36,36,Basic,PayPal,Yes,345.75
AUR-01070,No,15.66,36,Plus,PayPal,Yes,514.28
AUR-01071,No,17.92,8,Premium,Debit Card,Yes,108.24
AUR-01072,No,14.01,6,Plus,Credit Card,Yes,105.85
AUR-01073,No,15.18,1,Plus,PayPal,Yes,0.0
AUR-01074,No,16.93,48,Premium,PayPal,Yes,414.96
AUR-01075,No,19.37,30,Premium,PayPal,Yes,613.16
AUR-01076,Yes,6.96,63,Basic,Credit Card,Yes,626.91
AUR-01077,No,14.17,51,Plus,PayPal,Yes,939.23
AUR-01078,No,15.89,10,Plus,PayPal,Yes,130.59
AUR-01079,No,12.72,7,Plus,Gift Card,No,20.26
AUR-01080,No,9.53,26,Basic,Debit Card,Yes,38.48
AUR-01081,Yes,12.0,67,Basic,Debit Card,No,370.86
AUR-01082,No,19.91,3,Premium,Credit Card,Yes,0.0
AUR-01083,No,15.73,13,Premium,PayPal,Yes,169.99
AUR-01084,No,21.34,2,Premium,PayPal,Yes,183.22
AUR-01085,No,15.71,30,Premium,Debit Card,Yes,369.02
AUR-01086,No,13.98,72,Plus,Credit Card,Yes,591.03
AUR-01087,No,14.8,49,Plus,Credit Card,No,1032.22
AUR-01088,No,13.76,36,Plus,Debit Card,No,401.56
AUR-01089,No,15.37,10,Plus,PayPal,Yes,144.21
AUR-01090,No,13.47,25,Plus,Credit Card,No,381.65
AUR-01091,No,8.87,38,Basic,Credit Card,Yes,174.4
AUR-01092,No,16.47,20,Plus,PayPal,Yes,806.85
AUR-01093,Yes,8.87,51,Basic,Debit Card,No,275.61
AUR-01094,No,9.73,71,Basic,Credit Card,Yes,1637.73
AUR-01095,No,16.54,15,Plus,Credit Card,Yes,411.68
AUR-01096,No,14.33,18,Plus,Credit Card,Yes,352.32
AUR-01097,Yes,10.64,9,Basic,Credit Card,Yes,0.97
AUR-01098,No,20.05,52,Premium,Debit Card,Yes,1258.06
AUR-01099,No,18.23,33,Premium,Debit Card,Yes,520.81
AUR-01100,No,9.96,20,Basic,Debit Card,Yes,213.48
AUR-01101,No,6.83,16,Basic,Debit Card,No,105.59
AUR-01102,No,9.55,5,Basic,Credit Card,No,147.55
AUR-01103,No,17.18,34,Premium,Credit Card,Yes,946.14
AUR-01104,No,17.34,49,Premium,Credit Card,Yes,398.11
AUR-01105,No,11.56,17,Basic,Credit Card,Yes,121.85
AUR-01106,No,14.65,0,Plus,PayPal,Yes,103.96
AUR-01107,No,9.61,34,Basic,Credit Card,Yes,388.61
AUR-01108,No,15.42,49,Plus,Debit Card,Yes,822.52
AUR-01109,No,17.94,25,Premium,Credit Card,No,523.78
AUR-01110,Yes,7.84,18,Basic,Credit Card,Yes,283.29
AUR-01111,Yes,9.27,11,Basic,Credit Card,Yes,291.39
AUR-01112,Yes,12.57,54,Plus,Debit Card,Yes,576.21
AUR-01113,No,12.42,62,Plus,Debit Card,No,1358.96
AUR-01114,No,18.32,56,Premium,PayPal,Yes,2417.47
AUR-01115,No,16.52,37,Premium,Credit Card,No,1245.37
AUR-01116,No,7.71,52,Basic,Debit Card,No,556.13
AUR-01117,No,10.22,28,Basic,PayPal,Yes,456.41
AUR-01118,No,17.62,1,Premium,Credit Card,Yes,80.0
AUR-01119,No,8.03,26,Basic,Credit Card,Yes,463.2
AUR-01120,No,16.76,51,Premium,Credit Card,Yes,860.38
AUR-01121,No,15.5,47,Plus,Credit Card,Yes,600.31
AUR-01122,No,9.06,72,Basic,PayPal,Yes,574.0
AUR-01123,No,16.05,72,Premium,Credit Card,No,3579.14
AUR-01124,Yes,8.13,17,Basic,Debit Card,Yes,312.19
AUR-01125,Yes,14.32,0,Plus,PayPal,Yes,21.26
AUR-01126,No,13.72,20,Plus,Credit Card,Yes,197.82
AUR-01127,No,14.0,63,Plus,Debit Card,Yes,768.94
AUR-01128,No,11.13,59,Plus,Credit Card,Yes,599.28
AUR-01129,Yes,13.76,7,Plus,Debit Card,Yes,45.79
AUR-01130,No,16.68,11,Premium,Credit Card,Yes,217.38
AUR-01131,No,16.15,41,Premium,Credit Card,Yes,507.79
AUR-01132,No,13.09,48,Plus,Credit Card,Yes,1034.71
AUR-01133,No,8.44,71,Basic,PayPal,No,824.34
AUR-01134,No,15.09,55,Plus,Debit Card,Yes,563.49
AUR-01135,No,17.32,15,Premium,PayPal,No,429.37
AUR-01136,Yes,10.48,2,Basic,Credit Card,Yes,109.48
AUR-01137,No,15.18,46,Plus,Gift Card,No,1964.47
AUR-01138,No,14.68,40,Plus,Credit Card,Yes,589.12
AUR-01139,No,9.09,67,Basic,PayPal,Yes,483.76
AUR-01140,No,14.46,42,Plus,PayPal,Yes,519.26
AUR-01141,No,8.43,36,Basic,Debit Card,No,506.95
AUR-01142,No,18.68,22,Premium,Credit Card,Yes,381.6
AUR-01143,No,18.18,6,Premium,PayPal,Yes,168.1
AUR-01144,Yes,21.15,63,Premium,PayPal,Yes,1372.78
AUR-01145,No,12.19,60,Plus,Credit Card,Yes,1292.17
AUR-01146,No,7.84,11,Basic,PayPal,Yes,77.39
AUR-01147,No,14.7,51,Plus,Credit Card,No,773.03
AUR-01148,No,15.0,26,Premium,Debit Card,Yes,549.49
AUR-01149,No,14.75,31,Plus,Debit Card,No,398.45
AUR-01150,No,18.74,61,Premium,PayPal,No,837.23
AUR-01151,No,7.12,61,Basic,Debit Card,No,1023.18
AUR-01152,No,18.0,13,Premium,Credit Card,No,427.3
AUR-01153,Yes,7.74,22,Basic,Debit Card,Yes,220.56
AUR-01154,Yes,9.1,59,Basic,Credit Card,Yes,705.85
AUR-01155,No,15.48,66,Plus,Debit Card,Yes,956.74
AUR-01156,Yes,9.97,5,Basic,Debit Card,No,95.25
AUR-01157,Yes,8.43,60,Basic,PayPal,Yes,379.61
AUR-01158,No,10.56,35,Basic,Credit Card,No,317.49
AUR-01159,No,16.53,43,Plus,Credit Card,Yes,611.72
AUR-01160,No,11.96,5,Plus,Debit Card,Yes,0.0
AUR-01161,No,8.27,49,Basic,Credit Card,Yes,689.46
AUR-01162,No,13.52,49,Plus,Credit Card,Yes,480.18
AUR-01163,No,19.3,48,Premium,Credit Card,Yes,1802.14
AUR-01164,No,8.75,57,Basic,Debit Card,Yes,718.71
AUR-01165,No,7.91,69,Basic,Credit Card,Yes,777.69
AUR-01166,No,19.14,62,Premium,Debit Card,Yes,1404.23
AUR-01167,No,17.73,54,Premium,PayPal,No,1103.42
AUR-01168,No,13.1,71,Plus,Debit Card,Yes,813.37
AUR-01169,No,18.27,49,Premium,Credit Card,Yes,712.11
AUR-01170,No,9.98,49,Basic,Credit Card,Yes,382.68
AUR-01171,No,14.2,39,Plus,Credit Card,Yes,195.87
AUR-01172,No,14.01,56,Plus,Debit Card,Yes,1035.95
AUR-01173,Yes,11.09,5,Basic,Debit Card,Yes,0.0
AUR-01174,No,13.71,36,Plus,Credit Card,Yes,748.03
AUR-01175,Yes,15.22,31,Plus,Credit Card,Yes,653.37
AUR-01176,No,12.67,66,Plus,Credit Card,Yes,1039.49
AUR-01177,No,12.74,5,Plus,Credit Card,No,85.24
AUR-01178,No,7.23,46,Basic,Gift Card,Yes,194.92
AUR-01179,No,8.64,13,Basic,Credit Card,Yes,84.53
AUR-01180,No,10.25,64,Basic,Credit Card,Yes,436.44
AUR-01181,No,12.76,62,Plus,Credit Card,No,811.35
AUR-01182,Yes,7.54,17,Basic,Credit Card,Yes,97.65
AUR-01183,No,9.56,63,Basic,Credit Card,No,1410.01
AUR-01184,No,10.21,36,Basic,Credit Card,No,855.89
AUR-01185,Yes,9.07,70,Basic,Credit Card,No,1411.51
AUR-01186,No,16.8,53,Premium,Credit Card,No,858.55
AUR-01187,Yes,13.56,2,Plus,Debit Card,Yes,73.42
AUR-01188,No,18.97,14,Premium,Debit Card,No,338.65
AUR-01189,No,9.54,29,Basic,Credit Card,No,340.61
AUR-01190,Yes,12.52,15,Plus,PayPal,Yes,152.42
AUR-01191,No,13.93,9,Plus,Credit Card,Yes,194.91
AUR-01192,No,13.79,71,Plus,Gift Card,No,1386.31
AUR-01193,No,15.0,63,Premium,PayPal,Yes,420.2
AUR-01194,No,19.23,31,Premium,Credit Card,No,1060.29
AUR-01195,No,17.95,15,Premium,Credit Card,Yes,478.23
AUR-01196,Yes,10.75,13,Basic,PayPal,Yes,38.32
AUR-01197,No,10.94,66,Basic,Credit Card,Yes,1064.72
AUR-01198,No,13.05,24,Plus,Credit Card,Yes,259.27
AUR-01199,Yes,8.93,0,Basic,Debit Card,Yes,0.0
AUR-01200,No,15.04,29,Plus,Debit Card,No,571.21
AUR-01201,No,13.92,33,Plus,PayPal,Yes,327.24
AUR-01202,No,15.27,45,Plus,PayPal,Yes,524.41
AUR-01203,No,17.21,24,Premium,PayPal,Yes,1506.9
AUR-01204,No,13.76,67,Plus,PayPal,Yes,1279.32
AUR-01205,No,8.46,46,Basic,Debit Card,No,465.04
AUR-01206,Yes,8.07,72,Basic,Debit Card,Yes,1372.27
AUR-01207,No,13.96,26,Plus,Gift Card,Yes,153.49
AUR-01208,No,13.31,47,Plus,Gift Card,No,542.7
AUR-01209,Yes,9.97,26,Basic,PayPal,Yes,201.47
AUR-01210,No,13.98,51,Plus,PayPal,Yes,523.74
AUR-01211,No,14.84,54,Plus,Debit Card,Yes,869.15
AUR-01212,No,17.62,23,Premium,Credit Card,Yes,394.91
AUR-01213,No,13.5,68,Plus,PayPal,No,451.42
AUR-01214,Yes,14.61,62,Plus,Credit Card,Yes,543.14
AUR-01215,No,7.62,65,Basic,Credit Card,Yes,489.48
AUR-01216,Yes,13.01,15,Plus,Credit Card,Yes,151.57
AUR-01217,No,8.74,52,Basic,Debit Card,No,390.54
AUR-01218,No,14.9,7,Plus,Debit Card,Yes,186.99
AUR-01219,No,13.29,7,Plus,Credit Card,Yes,196.07
AUR-01220,Yes,9.09,71,Basic,Credit Card,Yes,273.96
AUR-01221,Yes,8.49,11,Basic,Credit Card,Yes,62.41
AUR-01222,No,9.27,63,Basic,Credit Card,Yes,681.98
AUR-01223,No,17.74,31,Premium,Credit Card,Yes,561.19
AUR-01224,Yes,15.01,22,Plus,Debit Card,Yes,165.49
AUR-01225,No,11.55,5,Basic,Credit Card,Yes,54.07
AUR-01226,Yes,20.07,49,Premium,Credit Card,Yes,1382.6
AUR-01227,No,14.06,52,Plus,Credit Card,Yes,2285.96
AUR-01228,No,15.82,34,Plus,Debit Card,Yes,1167.98
AUR-01229,No,23.16,59,Premium,PayPal,Yes,971.55
AUR-01230,No,8.87,23,Basic,Credit Card,No,225.6
AUR-01231,No,8.55,40,Basic,Credit Card,Yes,304.35
AUR-01232,No,12.61,20,Plus,Debit Card,Yes,517.66
AUR-01233,No,10.01,42,Basic,Credit Card,Yes,361.54
AUR-01234,No,12.22,9,Plus,PayPal,Yes,174.44
AUR-01235,No,9.23,34,Basic,Gift Card,Yes,441.96
AUR-01236,Yes,10.43,40,Basic,Debit Card,No,307.54
AUR-01237,Yes,9.15,40,Basic,Gift Card,Yes,300.25
AUR-01238,No,13.25,32,Plus,Credit Card,Yes,718.44
AUR-01239,No,8.74,46,Basic,Credit Card,Yes,686.42
AUR-01240,No,7.21,37,Basic,Credit Card,Yes,501.72
AUR-01241,No,19.94,20,Premium,Credit Card,Yes,247.78
AUR-01242,No,7.37,15,Basic,Credit Card,Yes,110.03
AUR-01243,No,7.15,47,Basic,Debit Card,Yes,592.21
AUR-01244,No,9.37,68,Basic,Debit Card,No,403.11
AUR-01245,Yes,7.63,54,Basic,Credit Card,Yes,735.63
AUR-01246,No,10.25,46,Basic,Debit Card,Yes,298.74
AUR-01247,No,12.33,67,Plus,Credit Card,No,479.35
AUR-01248,Yes,9.02,65,Basic,Credit Card,Yes,395.05
AUR-01249,No,17.09,36,Premium,Credit Card,Yes,1302.7
AUR-01250,No,19.0,7,Premium,Debit Card,Yes,199.0
AUR-01251,No,8.75,46,Basic,Debit Card,No,430.89
AUR-01252,Yes,8.15,45,Basic,PayPal,Yes,979.96
AUR-01253,No,9.61,20,Basic,Credit Card,Yes,95.93
AUR-01254,Yes,12.33,62,Plus,Credit Card,Yes,568.83
AUR-01255,Yes,8.19,63,Basic,Gift Card,Yes,1136.16
AUR-01256,Yes,19.07,24,Premium,Credit Card,Yes,477.93
AUR-01257,No,14.74,34,Plus,Credit Card,Yes,435.26
AUR-01258,No,16.51,14,Premium,Credit Card,No,300.43
AUR-01259,Yes,13.98,13,Plus,Credit Card,Yes,177.54
AUR-01260,No,15.97,19,Premium,Debit Card,Yes,441.34
AUR-01261,No,8.0,26,Basic,Credit Card,Yes,233.18
AUR-01262,No,13.41,19,Plus,Debit Card,Yes,847.41
AUR-01263,Yes,10.18,11,Basic,PayPal,Yes,117.45
AUR-01264,No,17.89,32,Premium,Credit Card,Yes,1209.11
AUR-01265,No,13.53,45,Plus,Credit Card,Yes,917.73
AUR-01266,No,19.28,23,Premium,PayPal,No,490.44
AUR-01267,No,9.34,38,Basic,Debit Card,Yes,480.28
AUR-01268,No,15.41,19,Premium,PayPal,Yes,423.76
AUR-01269,No,13.27,51,Plus,Credit Card,No,831.25
AUR-01270,No,15.97,47,Plus,Debit Card,Yes,417.86
AUR-01271,No,16.84,70,Premium,PayPal,No,1440.89
AUR-01272,No,13.11,3,Plus,Credit Card,No,89.43
AUR-01273,Yes,12.4,62,Plus,PayPal,Yes,1252.46
AUR-01274,No,14.95,24,Plus,Debit Card,Yes,669.5
AUR-01275,Yes,8.76,4,Basic,PayPal,Yes,32.4
AUR-01276,No,9.63,50,Basic,Credit Card,No,271.68
AUR-01277,No,9.0,12,Basic,Credit Card,Yes,227.28
AUR-01278,No,9.37,12,Basic,Credit Card,No,135.01
AUR-01279,No,18.91,71,Premium,Gift Card,Yes,1383.06
AUR-01280,No,13.73,16,Plus,Credit Card,Yes,252.51
AUR-01281,No,8.17,39,Basic,Credit Card,Yes,278.33
AUR-01282,No,16.44,14,Plus,PayPal,No,334.23
AUR-01283,No,13.36,9,Plus,Credit Card,Yes,270.41
AUR-01284,No,15.01,0,Plus,Debit Card,Yes,37.08
AUR-01285,No,18.06,1,Premium,Credit Card,No,46.56
AUR-01286,No,20.26,34,Premium,Debit Card,Yes,899.92
AUR-01287,No,15.29,31,Plus,Credit Card,Yes,405.29
AUR-01288,Yes,11.06,2,Basic,Debit Card,No,70.73
AUR-01289,No,13.36,25,Plus,Debit Card,No,684.45
AUR-01290,Yes,13.1,19,Plus,Credit Card,Yes,682.38
AUR-01291,No,14.88,41,Plus,Credit Card,Yes,981.26
AUR-01292,No,14.68,72,Plus,Credit Card,Yes,1381.08
AUR-01293,No,12.3,50,Plus,PayPal,Yes,297.62
AUR-01294,Yes,8.41,67,Basic,Credit Card,Yes,973.9
AUR-01295,No,10.55,14,Basic,Credit Card,Yes,109.72
AUR-01296,Yes,8.8,15,Basic,Credit Card,Yes,111.05
AUR-01297,Yes,9.8,54,Basic,Debit Card,Yes,822.18
AUR-01298,Yes,9.72,22,Basic,PayPal,No,115.92
AUR-01299,No,12.64,61,Plus,Credit Card,Yes,1235.95
AUR-01300,No,11.0,33,Plus,PayPal,Yes,603.68
AUR-01301,No,10.14,14,Basic,Debit Card,No,265.5
AUR-01302,No,14.7,61,Plus,PayPal,No,688.7
AUR-01303,No,13.68,40,Plus,PayPal,Yes,826.45
AUR-01304,Yes,8.15,58,Basic,Credit Card,No,600.42
AUR-01305,No,15.73,33,Premium,Gift Card,Yes,301.34
AUR-01306,No,21.75,9,Premium,PayPal,Yes,156.6
AUR-01307,No,13.8,49,Plus,Debit Card,Yes,1747.22
AUR-01308,No,11.96,9,Plus,Credit Card,Yes,265.87
AUR-01309,Yes,10.07,48,Basic,Credit Card,Yes,453.01
AUR-01310,No,15.53,30,Premium,Debit Card,Yes,159.45
AUR-01311,No,12.67,57,Plus,Credit Card,No,1499.89
AUR-01312,No,15.0,63,Premium,Debit Card,Yes,2437.92
AUR-01313,No,13.42,29,Plus,Credit Card,Yes,823.43
AUR-01314,No,10.84,64,Basic,Debit Card,Yes,611.96
AUR-01315,No,8.73,8,Basic,Credit Card,Yes,72.67
AUR-01316,No,13.18,7,Plus,Credit Card,No,92.21
AUR-01317,No,14.13,72,Plus,Credit Card,Yes,1598.73
AUR-01318,No,9.02,41,Basic,PayPal,No,382.08
AUR-01319,No,14.69,32,Plus,Debit Card,No,334.41
AUR-01320,No,17.9,11,Premium,PayPal,Yes,253.3
AUR-01321,No,16.71,21,Plus,PayPal,Yes,362.16
AUR-01322,No,13.97,50,Plus,PayPal,Yes,1131.32
AUR-01323,No,8.47,59,Basic,Debit Card,No,439.35
AUR-01324,No,16.17,66,Premium,PayPal,Yes,3503.58
AUR-01325,Yes,8.64,29,Basic,PayPal,Yes,278.2
AUR-01326,No,17.93,33,Premium,PayPal,Yes,484.55
AUR-01327,Yes,10.7,11,Basic,Credit Card,Yes,37.68
AUR-01328,No,15.33,6,Plus,Debit Card,Yes,116.45
AUR-01329,Yes,7.99,31,Basic,Credit Card,Yes,318.71
AUR-01330,Yes,8.05,42,Basic,Credit Card,Yes,297.1
AUR-01331,Yes,12.99,7,Plus,Debit Card,Yes,116.44
AUR-01332,No,11.98,29,Plus,PayPal,No,338.44
AUR-01333,No,13.57,46,Plus,Credit Card,Yes,911.64
AUR-01334,No,17.87,59,Premium,Credit Card,Yes,2098.7
AUR-01335,No,17.68,68,Premium,PayPal,No,916.23
AUR-01336,No,16.64,24,Premium,Credit Card,No,380.39
AUR-01337,Yes,10.6,28,Basic,Credit Card,Yes,149.84
AUR-01338,No,12.07,63,Plus,PayPal,No,707.9
AUR-01339,No,18.68,50,Premium,PayPal,No,2281.22
AUR-01340,Yes,9.61,19,Basic,Debit Card,Yes,385.95
AUR-01341,No,11.11,50,Basic,Debit Card,Yes,889.66
AUR-01342,No,17.48,11,Premium,Credit Card,Yes,149.82
AUR-01343,No,14.01,32,Plus,Credit Card,Yes,339.77
AUR-01344,No,13.05,22,Plus,PayPal,No,450.27
AUR-01345,No,19.76,72,Premium,PayPal,Yes,2203.24
AUR-01346,No,11.64,2,Plus,Credit Card,Yes,107.14
AUR-01347,Yes,16.07,62,Plus,Credit Card,No,1045.28
AUR-01348,Yes,8.54,20,Basic,Credit Card,Yes,230.25
AUR-01349,No,13.34,2,Plus,Credit Card,Yes,0.0
