customerID,Churn,MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges
MW-17765-RFLB,No,62.99,Male,1,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,639.99
MW-19753-JJLZ,No,23.06,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),1022.87
MW-94179-QXEZ,No,74.61,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,245.06
MW-68261-QAWD,No,80.61,Male,1,Yes,No,23,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1834.29
MW-11850-VFST,No,44.13,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),440.24
MW-31864-CZXK,No,113.82,Male,1,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.36
MW-85208-FQUC,No,74.19,Male,1,No,No,67,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,4964.79
MW-78958-DRGX,Yes,33.85,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),179.98
MW-18423-PRJR,No,112.62,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.0
MW-13395-GMAL,No,48.3,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,3288.46
MW-66465-UJBV,No,69.37,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),894.31
MW-70757-GRTH,Yes,49.4,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,2902.2
MW-57860-HNMC,Yes,82.72,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,186.9
MW-49334-BBHD,Yes,49.55,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),580.66
MW-97934-UWVG,No,51.37,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),410.11
MW-22679-JZDJ,No,59.2,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,2996.67
MW-58456-LKYV,No,48.94,Female,0,Yes,No,45,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2208.25
MW-37851-ZFBX,Yes,96.15,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),3237.82
MW-31612-DRXB,No,26.27,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,426.34
MW-77517-QYZG,No,62.89,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,383.54
MW-15353-GFQX,No,66.68,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2713.12
MW-42572-XHNT,No,60.26,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,959.72
MW-20496-SAXY,Yes,93.05,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3978.9
MW-75245-RKUE,No,18.88,Male,1,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),944.84
MW-70007-FZJT,Yes,81.04,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,5041.33
MW-66881-KVVN,No,26.65,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),950.21
MW-23008-KSEG,Yes,48.74,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.0
MW-29141-BNRK,Yes,23.57,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),459.16
MW-59132-TLFA,Yes,54.04,Male,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,3339.29
MW-80382-WVLF,No,46.65,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1760.23
MW-46295-QMJR,No,113.15,Male,1,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,5103.54
MW-17215-FADJ,Yes,71.24,Male,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2329.72
MW-53965-VGZD,No,77.19,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),844.11
MW-40322-ZVBN,No,30.77,Male,1,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,2006.2
MW-72800-SLZD,Yes,86.2,Female,0,No,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,4840.85
MW-19568-NNQG,Yes,113.15,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),8153.41
MW-20165-MDCN,No,90.1,Female,0,No,No,62,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),5585.11
MW-89741-TSYB,No,24.64,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,508.91
MW-10041-LBJT,Yes,50.08,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,915.32
MW-22741-QEBD,No,67.25,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1197.49
MW-39235-LZKE,No,46.69,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,3115.45
MW-91170-GSGV,No,120.0,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),4820.29
MW-67977-AHGM,No,49.53,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,1639.89
MW-93633-KPHE,No,62.7,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,4394.93
MW-79256-RHXZ,No,45.99,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2032.54
MW-77680-FGYV,No,70.95,Male,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,4681.28
MW-64112-LNFR,Yes,105.47,Male,1,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),7466.8
MW-12903-YLLQ,No,67.45,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),341.02
MW-70172-VNLM,Yes,57.43,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,1492.91
MW-52583-AVJX,No,31.78,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,1671.45
MW-49410-JGXD,No,100.27,Female,1,Yes,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,5899.59
MW-13360-UVFF,No,59.69,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),596.2
MW-44030-HWJC,No,58.4,Female,0,No,Yes,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1322.83
MW-25903-KCNE,No,18.0,Female,1,No,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),717.85
MW-43852-GAAT,Yes,60.18,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,3486.48
MW-73473-YKAY,Yes,51.97,Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,413.97
MW-45550-KJVS,Yes,18.0,Male,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,780.04
MW-30098-TSAH,Yes,93.69,Male,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),1976.82
MW-16359-SXRK,No,47.94,Female,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,708.43
MW-41658-XPDK,No,120.0,Female,0,No,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,4453.05
MW-44871-WLPB,No,106.43,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,3189.61
MW-70244-RHCY,No,42.4,Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1976.7
MW-99289-KVSX,No,105.08,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2408.06
MW-45701-LTYR,No,112.32,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),6715.03
MW-97677-RXJN,No,47.23,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),248.65
MW-46136-TXVK,No,33.02,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2053.62
MW-83461-UQLM,No,18.0,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),54.02
MW-86413-UAYE,No,75.41,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4001.37
MW-73275-SYFQ,Yes,34.8,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),905.1
MW-25184-NBRZ,No,76.31,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),2057.54
MW-52788-XYMT,Yes,46.96,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.65
MW-99970-FGYH,Yes,40.61,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),2063.23
MW-37971-TWRB,No,47.16,Male,1,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,573.3
MW-93275-YFZD,Yes,25.01,Male,1,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1210.65
MW-40143-JTBK,No,47.14,Female,0,No,No,52,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,2463.77
MW-78631-XXPV,Yes,41.9,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2567.54
MW-12484-VZLH,No,63.58,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3194.03
MW-42227-XMQR,Yes,67.13,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),1475.83
MW-20684-VZJJ,No,31.86,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),1679.95
MW-60163-XHRR,No,97.02,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),5815.53
MW-31071-LRTE,No,59.21,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),1357.58
MW-11277-ELWK,No,109.07,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,996.29
MW-25804-MLUD,Yes,71.23,Male,1,No,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4561.76
MW-13490-QREE,No,66.07,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,653.09
MW-54654-SAFM,No,49.27,Male,1,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),2096.59
MW-80337-AARR,No,82.45,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1424.65
MW-42886-YQCP,No,65.01,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),575.38
MW-89281-ACFC,No,89.75,Female,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,5024.04
MW-13662-ZRQA,Yes,112.14,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1153.48
MW-31170-DCQU,No,42.19,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),2015.82
MW-32911-QEGM,No,82.4,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,4115.86
MW-21542-LCLF,Yes,81.55,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),329.68
MW-75851-EXCU,No,77.74,Male,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,908.79
MW-14945-BEXF,Yes,51.0,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2881.17
MW-32114-BMFR,Yes,51.61,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),1902.35
MW-10209-PPAG,No,46.48,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),365.13
MW-91609-AYCW,No,45.89,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),3306.09
MW-43534-WRVX,No,38.8,Female,1,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,722.53
MW-21877-XHUH,No,60.87,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,6.51
MW-42625-DHYD,No,41.27,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),2732.74
MW-92069-PDMX,No,77.07,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),76.02
MW-67357-YWWP,No,65.71,Male,0,No,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,2633.8
MW-42559-ARLF,No,69.07,Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4977.97
MW-81431-SADL,No,55.8,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,2341.16
MW-16104-ESVS,Yes,66.07,Female,1,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,2765.03
MW-39529-DQYY,No,56.58,Female,0,No,Yes,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1581.36
MW-54825-DFEG,Yes,87.39,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),805.02
MW-58210-XBPY,Yes,50.73,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,2070.94
MW-83641-VLNK,No,75.27,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,4907.22
MW-79512-SZPL,Yes,24.81,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),165.92
MW-91058-XJBF,Yes,85.36,Female,0,No,No,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5437.0
MW-75256-RLXS,Yes,47.22,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),1414.68
MW-94432-PXTE,No,36.63,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1413.9
MW-26152-TSYA,Yes,29.84,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),335.55
MW-25391-DVZG,No,27.46,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1247.58
MW-34953-ZASK,No,49.56,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),651.38
MW-12402-RXPF,No,108.96,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,2074.19
MW-88413-YGNE,No,44.7,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),2308.12
MW-37528-XZKL,No,18.0,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),57.16
MW-33076-MYQC,No,74.96,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2379.06
MW-13749-ULBM,No,30.57,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1315.67
MW-44588-BGTM,No,88.44,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),786.04
MW-88849-LJXF,No,51.37,Male,1,No,Yes,21,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,1094.53
MW-29907-YJKR,No,55.78,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,1389.05
MW-53689-UMRK,No,99.92,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),4799.63
MW-42634-UWWR,Yes,82.53,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,5863.13
MW-65909-GRQF,Yes,26.61,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1622.07
MW-23794-WULA,No,31.02,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),404.84
MW-93595-TFTK,Yes,18.0,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,22.56
MW-99180-TXCA,No,120.0,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),346.55
MW-15156-SLSC,Yes,38.12,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1645.2
MW-11493-WFDK,Yes,99.09,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,1102.95
MW-68438-VCNV,No,48.03,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,774.44
MW-30453-NBEQ,No,31.6,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),1922.29
MW-23189-RDKC,No,64.65,Female,1,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4075.57
MW-42560-PMRJ,No,54.2,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,3300.74
MW-54250-ZBFB,No,88.06,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,1583.3
MW-38066-WHAU,No,88.43,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,3961.53
MW-20889-XWFB,No,46.3,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),2057.9
MW-94683-HEUJ,No,20.8,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),299.43
MW-11253-LRLG,No,28.09,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1113.04
MW-35202-FFDQ,No,18.0,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,695.79
MW-63585-FSJM,Yes,55.77,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1583.43
MW-17678-WSGA,No,63.65,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,3422.74
MW-89986-THBQ,No,29.72,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1423.9
MW-67368-VRVE,No,26.09,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,1014.17
MW-78064-WHNF,No,63.52,Male,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3302.89
MW-96229-QXZH,No,45.04,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2469.41
MW-21538-KXHX,Yes,57.61,Female,1,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2362.72
MW-23789-NNYW,Yes,52.98,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1001.08
MW-35661-YBCD,No,71.46,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),3974.69
MW-10031-NKFS,No,47.04,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),2438.12
MW-70331-FZJM,No,49.34,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),3508.05
MW-88523-BADE,Yes,18.0,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,199.38
MW-25316-CLSS,Yes,62.49,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1894.01
MW-62687-VQDX,No,66.66,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4482.66
MW-71423-WGWN,No,58.67,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,2164.4
MW-70867-KDYR,No,120.0,Female,0,No,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,8157.72
MW-90811-LUUN,Yes,68.88,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0.0
MW-46469-FLQE,No,59.31,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),117.5
MW-73235-CYPQ,No,78.97,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),4580.75
MW-40521-LVJA,No,120.0,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),3131.13
MW-80884-UGUM,Yes,71.58,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2675.39
MW-43238-JNLK,No,18.0,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),568.67
MW-65421-GJHL,Yes,76.96,Female,0,Yes,Yes,29,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2247.9
MW-66880-ZJQA,No,37.62,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,2557.9
MW-52890-ASSU,No,18.0,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),127.26
MW-42566-PHCZ,Yes,114.93,Male,1,No,Yes,56,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),6436.25
